dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,1,2018-07-09,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,rule:proc-session,high,1
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,2,2018-07-09,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:lu-subdiv,high,2
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,3,2018-07-09,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,3
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,4,2018-07-09,Council,Other,Land-Use,Vacation,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:lu-vacate,high,4
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,5,2018-07-09,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:lu-rezone,high,5
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,6,2018-07-09,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,6
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,7,2018-07-09,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,7
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,8,2018-07-09,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,8
meeting_minutes,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,9,2018-07-09,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,9
meeting_minutes,minutes/2018/2018-07-30/2018-07-30_city-council-meeting.md,1,2018-07-30,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,10
meeting_minutes,minutes/2018/2018-07-30/2018-07-30_city-council-meeting.md,2,2018-07-30,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,11
meeting_minutes,minutes/2018/2018-08-13/2018-08-13_city-council-meeting.md,1,2018-08-13,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,rule:proc-session,high,12
meeting_minutes,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,1,2018-09-10,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,rule:proc-session,high,13
meeting_minutes,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,2,2018-09-10,Council,Other,Other,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:no-signal,low,14
meeting_minutes,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,3,2018-09-10,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,15
meeting_minutes,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,4,2018-09-10,Council,Other,Other,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:no-signal,low,16
meeting_minutes,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,5,2018-09-10,Council,Other,Budget,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:budget,high,17
meeting_minutes,minutes/2018/2018-10-22/2018-10-22_city-council-meeting.md,1,2018-10-22,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,18
meeting_minutes,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,1,2018-11-13,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,19
meeting_minutes,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,2,2018-11-13,Council,Other,Other,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:no-signal,low,20
meeting_minutes,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,3,2018-11-13,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,21
meeting_minutes,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,4,2018-11-13,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,22
meeting_minutes,minutes/2018/2018-12-17/2018-12-17_city-council-meeting.md,1,2018-12-17,Council,Other,Other,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:no-signal,low,23
meeting_minutes,minutes/2018/2018-12-17/2018-12-17_city-council-meeting.md,2,2018-12-17,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,medium,24
meeting_minutes,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,1,2019-01-14,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,25
meeting_minutes,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,2,2019-01-14,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,26
meeting_minutes,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,3,2019-01-14,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:lu-rezone,high,27
meeting_minutes,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,4,2019-01-14,Council,Other,Other,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:no-signal,low,28
meeting_minutes,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,5,2019-01-14,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,29
meeting_minutes,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,6,2019-01-14,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,30
meeting_minutes,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,1,2019-02-11,Council,Other,Other,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:no-signal,low,31
meeting_minutes,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,2,2019-02-11,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,32
meeting_minutes,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,3,2019-02-11,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,33
meeting_minutes,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,4,2019-02-11,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,34
meeting_minutes,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,1,2019-03-11,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,rule:proc-session,high,35
meeting_minutes,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,2,2019-03-11,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,36
meeting_minutes,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,3,2019-03-11,Council,Other,Other,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:no-signal,low,37
meeting_minutes,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,4,2019-03-11,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,38
meeting_minutes,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,5,2019-03-11,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,39
meeting_minutes,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,1,2019-04-08,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,rule:proc-session,high,40
meeting_minutes,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,2,2019-04-08,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,41
meeting_minutes,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,3,2019-04-08,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,42
meeting_minutes,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,4,2019-04-08,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,43
meeting_minutes,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,5,2019-04-08,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,44
meeting_minutes,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,6,2019-04-08,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,45
meeting_minutes,minutes/2019/2019-05-13/2019-05-13_city-council-meeting.md,1,2019-05-13,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,46
meeting_minutes,minutes/2019/2019-05-13/2019-05-13_city-council-meeting.md,2,2019-05-13,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,47
meeting_minutes,minutes/2019/2019-06-10/2019-06-10_city-council-meeting.md,1,2019-06-10,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,48
meeting_minutes,minutes/2019/2019-07-08/2019-07-08_city-council-meeting.md,1,2019-07-08,Council,Other,Contract-Purchase,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:contract-weak,medium,49
meeting_minutes,minutes/2019/2019-07-08/2019-07-08_city-council-meeting.md,2,2019-07-08,Council,Other,Contract-Purchase,,final-action,pass,,,,unanimous-declared,unanimous in favor Pass,rule:contract-weak,medium,50
meeting_minutes,minutes/2019/2019-07-22/2019-07-22_city-council-meeting.md,1,2019-07-22,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,51
meeting_minutes,minutes/2019/2019-07-22/2019-07-22_city-council-meeting.md,2,2019-07-22,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,unanimous in favor Pass,crosswalk,high,52
