application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md|2,2,,to approve Application #30648 accepting a roadway dedication plat located at approximately 5025 West 4865 South. The
2,Council|s|minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md|5,2,,to approve Application #30647 rezoning property located at 5944 South Cougar Lane from R-1-43 to R-1-5. The
3,Council|s|minutes/2018/2018-12-17/2018-12-17_city-council-meeting.md|2,2,,to adopt the fee schedule. The
4,Council|s|minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md|3,2,,"to approve Application #30737 and the following ordinance approving a zone change from M-1 to RM zone subject to the following conditions: 1) density should not exceed 15 units per acre, 2) residential uses are limited to single family attached townhome style or single family detached structures and nonresidential uses are not allowed. The"
5,Council|s|minutes/2020/2020-05-11/2020-05-11_city-council-meeting.md|1,2,,"to approve Land Use Application #31008 preliminary plat approval. Roll was called, showed the vote to be: Council Member Schaeffer “Aye,” Council Member Butterfield “Aye,” Council Member Snow “Aye,” Council Member Peterson “Aye,” and Mayor Bush “Aye. The"
6,Council|olympic park subdivision,2,Olympic Park Subdivision,to approve the Olympic Park Subdivision (#30670) amendment. The
7,Council|s|minutes/2021/2021-04-12/2021-04-12_city-council-meeting.md|1,2,,"to allow Mayor Bush to sign the plat as presented, but bring this item back to the Council to be ratified. The"
8,Council|s|minutes/2021/2021-08-09/2021-08-09_city-council-meeting.md|2,2,,to approve the conditional use. The
9,Council|s|minutes/2021/2021-08-09/2021-08-09_city-council-meeting.md|5,2,,to approve Ordinance 2021-08-02 and application OAM2021-000391. The
10,Council|s|minutes/2021/2021-08-09/2021-08-09_city-council-meeting.md|8,2,,to approve Ordinance 2021-08-01 and application OAM2021-000388. The
11,Council|s|minutes/2021/2021-11-08/2021-11-08_city-council-meeting.md|2,2,,to deny the request for a rezone. The
12,Council|s|minutes/2022/2022-02-14/2022-02-14_city-council-meeting.md|3,2,,to approve Application No. OAM2022-000521 and Ordinance No. 2202-02-03. The
13,Council|s|minutes/2023/2023-04-17/2023-04-18_city-council-meeting.md|1,2,,"to approve Ordinance 2023-04-01, amending Titles 19 & 19 of the municipal code, provisions on zoning and subdivisions. The"
14,Council|s|minutes/2023/2023-06-12/2023-06-12_city-council-meeting.md|2,2,,"to adopt Ordinance No. 2023-06-01 of the Kearns Metro Township Council amending Titles 18 and 19 of Municipal Code, Provisions on Zoning and Subdivisions. The"
15,Council|s|minutes/2023/2023-06-12/2023-06-12_city-council-meeting.md|4,2,,to adopt Resolution No. 2023-06-02 of the Kearns Metro Township Council adopting the amended 2023 fee schedule. The
16,Council|s|minutes/2024/2024-06-10/2024-06-10_city-council-meeting.md|8,2,,to adopt resolution 2024-06-04 adopting the 2024-2025 fee schedule. The
17,Council|s|minutes/2024/2024-10-14/2024-10-15_city-council-meeting.md|2,2,,"to approve Ordinance 2024-10-02, Amending Title 18, Subdivision Provisions and Procedures"
18,Council|s|minutes/2024/2024-12-09/2024-12-09_city-council-special-meeting.md|1,2,,to approve Ordinance 2024-12-01 adopting an airport overlay zone
19,Council|s|minutes/2025/2025-03-10/2025-03-10_city-council-meeting.md|5,2,,"to approve Ordinance 2025-0-06, Creating the City of Kearns Community Reinvestment Agency, as discussed tonight"
20,Council|s|minutes/2025/2025-05-12/2025-05-12_city-council-meeting.md|7,2,,"to approve Ordinance 2025-O-10, Amending Title 19 as stated above"
21,Council|s|minutes/2025/2025-06-09/2025-06-09_city-council-meeting.md|5,2,,"to approve Ordinance 2025-O-09, Adopting the FY2026 City of Kearns Fee Schedule"
22,CRA|s|minutes/2025/2025-07-14/2025-07-14_cra-meeting.md|1,1,,to approve the Community Reinvestment Agency Officers as discussed and listed above
23,CRA|s|minutes/2025/2025-07-14/2025-07-14_cra-meeting.md|2,1,,to approve the Community Reinvestment Agency Bylaws as presented and published for tonight’s meeting
24,CRA|s|minutes/2025/2025-07-14/2025-07-14_cra-meeting.md|3,1,,to approve Smith Hartvigsen as the Community Reinvestment Agency’s Legal Counsel
25,CRA|s|minutes/2025/2025-07-14/2025-07-14_cra-meeting.md|4,1,,to approve the Community Reinvestment Agency’s proposed 2025 meeting calendar as discussed and published
26,CRA|s|minutes/2025/2025-07-14/2025-07-14_cra-meeting.md|5,1,,"to adjourn the July 14, 2025 Community Reinvestment Agency Meeting and move to the City Council Meeting"
27,Council|s|minutes/2025/2025-08-11/2025-08-11_city-council-meeting.md|3,2,,"to approve Ordinance 2025-0-13, amending the zoning map as described above"
28,CRA|s|minutes/2025/2025-09-08/2025-09-08_cra-meeting.md|1,1,,"to approve the July 14, 2025 CRA Meeting Minutes as published"
29,CRA|s|minutes/2025/2025-09-08/2025-09-08_cra-meeting.md|2,1,,to approve adoption of the agency bylaws as published and presented in Attachment A tonight
30,CRA|s|minutes/2025/2025-09-08/2025-09-08_cra-meeting.md|3,1,,to approve adoption of an agency code of conduct as published and presented in Attachment B tonight
31,CRA|s|minutes/2025/2025-09-08/2025-09-08_cra-meeting.md|4,1,,"to adjourn the September 8, 2025 Community Reinvestment Agency Meeting and move to the City Council Meeting"
32,Council|s|minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md|4,2,,"to approve Ordinance 2025-0-17, An Ordinance Adopting a Water Use and Preservation Element as Part of the City of Kearns’ General Plan"
