motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,2,1,to close the staff meeting. The,Other,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,11,15,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
2,1,2,2,to approve Application #30648 accepting a roadway dedication plat located at approximately 5025 West 4865 South. The,Land-Use/Zoning,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,1,singleton,high,11,15,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
3,1,2,3,to close the public hearings. The,Public Hearing Action,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,medium,,,,11,15,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
4,1,2,4,to approve Application #30665 vacating a portion of a public street located at approximately 5375 South Street between 4250 and 4280 West to accommodate the development of a new public library campus. The,Other,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,11,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
5,1,2,5,to approve Application #30647 rezoning property located at 5944 South Cougar Lane from R-1-43 to R-1-5. The,Land-Use/Zoning,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,2,singleton,high,15,9,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
6,1,2,6,to approve the resolution. The,Resolution,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,11,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
7,1,2,7,"to approve the ordinance with the amendment changing the date from June 9, 2018, to July 9, 2018. The",Ordinance,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,1,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
8,1,2,8,"to approve the minutes for the Kearns Metro Township Council meeting held on June 11, 2018. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,9,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
9,1,2,9,"to approve the minutes for the Kearns Metro Township Council meeting held on May 14, 2018. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,11,0,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,minutes
10,2,2,1,to approve Resolution No. 18-07-03. The motions,Resolution,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,9,0,minutes/2018/2018-07-30/2018-07-30_city-council-meeting.md,minutes
11,2,2,2,to approve Resolution No. 18-07-04. The motions,Resolution,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,9,0,minutes/2018/2018-07-30/2018-07-30_city-council-meeting.md,minutes
12,3,2,1,to close the staff meeting. The,Other,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,1,0,minutes/2018/2018-08-13/2018-08-13_city-council-meeting.md,minutes
13,4,2,1,to close the staff meeting. The,Other,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,1,0,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,minutes
14,4,2,2,to indefinitely close a portion of 5375 South to vehicular traffic pursuant to Section 72-5-105.7 of the Utah Code to accommodate a safer pedestrian walking path within the public right- of-way. The,Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,15,11,0,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,minutes
15,4,2,3,"to approve the minutes from July 9, 2018, July 30, 2018, and August 13, 2018, meetings. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,11,0,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,minutes
16,4,2,4,to go forward with Municode to do its website. The,Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,11,1,0,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,minutes
17,4,2,5,"to hold the budget hearing for December 17, 2018. The",Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,15,9,0,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,minutes
18,5,2,1,"to approve the resolution not to exceed $5,500. The",Resolution,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,11,15,0,minutes/2018/2018-10-22/2018-10-22_city-council-meeting.md,minutes
19,6,2,1,to suspend the rules and go back to hear from representatives of the Kearns Township Community Council. The,Appointment,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,1,15,0,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,minutes
20,6,2,2,to go back to regular business as outlined on the agenda. The,Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,1,15,0,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,minutes
21,6,2,3,"to approve the following resolution adopting the tentative budget for 2019 fiscal year and setting a public hearing for December 17, 2018, at 7 p.m. The",Budget Amendment,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,9,0,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,minutes
22,6,2,4,"to approve the minutes of the Kearns Metro Township Council meetings held on Monday, October 8, 2018, and Monday, October 22, 2018. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,9,0,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,minutes
23,7,2,1,"to allocate $51,500 to the Kearns Community Council in January 2019. The",Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,15,11,0,minutes/2018/2018-12-17/2018-12-17_city-council-meeting.md,minutes
24,7,2,2,to adopt the fee schedule. The,Land-Use/Zoning,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,3,singleton,high,9,15,0,minutes/2018/2018-12-17/2018-12-17_city-council-meeting.md,minutes
25,8,2,1,to approve ordinance #19-01-02. The,Ordinance,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,1,15,0,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,minutes
26,8,2,2,to approve Ordinance 19-01-01. The,Ordinance,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,1,15,0,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,minutes
27,8,2,3,"to approve Application #30737 and the following ordinance approving a zone change from M-1 to RM zone subject to the following conditions: 1) density should not exceed 15 units per acre, 2) residential uses are limited to single family attached townhome style or single family detached structures and nonresidential uses are not allowed. The",Land-Use/Zoning,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,4,singleton,high,15,9,0,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,minutes
28,8,2,4,"to allocate $300,000 from fund balance to the 5600 West Project. The",Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,9,15,0,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,minutes
29,8,2,5,"to approve the minutes of the Kearns Metro Township Council meeting held on Monday, November 13, 2018. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,1,0,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,minutes
30,8,2,6,"to approve the minutes of the Kearns Metro Township Council meeting held on Monday, December 10, 2018, with correction on page 5 that Council Member Peterson gave the Council of Governments update instead of Mayor Bush. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,11,0,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,minutes
31,9,2,1,to approve this contribution. The,Other,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,11,0,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,minutes
32,9,2,2,to open the nominations for the 2019 Kearns Metro Township Council Chair. The,Appointment,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,1,15,0,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,minutes
33,9,2,3,to nominate Mayor Bush as the 2019 Kearns Metro Township Council Chair. Mayor Bush accepted the nomination. The,Appointment,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,11,15,0,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,minutes
34,9,2,4,to nominate Council Member Snow as the 2019 Kearns Metro Township Council Chair Pro Tempore. Council Member Snow accepted the nomination. The,Appointment,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,9,11,0,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,minutes
35,10,2,1,to close staff meeting and open the public meeting. The,Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,9,15,0,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,minutes
36,10,2,2,to adopt the ordinance no. 19-03-02. The,Ordinance,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,11,0,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,minutes
37,10,2,3,"to order the lapel pins in the amount of $300 as well as the name tags, which are $5.98 each. The",Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,15,11,0,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,minutes
38,10,2,4,"to approve the minutes of the Kearns Metro Township Council meeting held on February 11, 2019. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,11,0,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,minutes
39,10,2,5,"to amend the minutes of the Kearns Metro Township Council meeting held on January 14, 2019, to include a staff meeting. These minutes will be brought back for approval. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,11,0,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,minutes
40,11,2,1,to close staff meeting and open the public meeting. The,Other,unanimous in favor Pass,Pass,council_vote,,,unclassified,low,,,,9,15,0,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,minutes
41,11,2,2,to approve the following ordinance. The,Ordinance,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,11,0,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,minutes
42,11,2,3,to approve the resolution. The,Resolution,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,9,0,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,minutes
43,11,2,4,to approve the resolution. The,Resolution,unanimous in favor Pass,Pass,council_vote,,approve,keyword,high,,,,15,11,0,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,minutes
44,11,2,5,"to approve the minutes of the Kearns Metro Township Council meeting held on March 11, 2019. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,1,0,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,minutes
45,11,2,6,"to approve the minutes of the Kearns Metro Township Council meeting held on January 14, 2019. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,11,0,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,minutes
46,12,2,1,"to approve the minutes of the Kearns Metro Township Council meeting held on December 17, 2018. The",Procedural/Administrative,unanimous in favor Pass,Pass,council_vote,,procedural,keyword,high,,,,15,11,0,minutes/2019/2019-05-13/2019-05-13_city-council-meeting.md,minutes
