year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2007,municipal general,Council,2,Holladay City Council District 2,HOLLADAY CITY COUNCIL 2,1,2,plurality,1444,,LYNN H. PACE,1395,96.61,Write-in,49,1346,93.21,3327,,,False,False,,2007-11-06-municipal-general-sovc.xls
2007,municipal general,Council,4,Holladay City Council District 4,HOLLADAY CITY COUNCIL 4,1,3,plurality,1651,,E. BARRY TOPHAM,970,58.75,STEVEN R. PETERSON,670,300,18.17,3303,,,False,False,,2007-11-06-municipal-general-sovc.xls
2007,municipal general,Council,5,Holladay City Council District 5,HOLLADAY CITY COUNCIL 5,1,3,plurality,1671,,"JOSEPH JAMES (JIM) PALMER, JR.",967,57.87,D. BLAINE ANDERSON,694,273,16.34,3848,,,False,False,,2007-11-06-municipal-general-sovc.xls
2007,municipal primary,Council,4,Holladay City Council District 4,HOLLADAY CITY COUNCIL #4,1,3,plurality,463,,E. BARRY TOPHAM,232,50.11,STEVEN R. PETERSON,178,54,11.66,3299,,,False,False,,2007-09-11-municipal-primary-sovc.xls
2009,municipal general,Council,1,Holladay City Council District 1,HOLLADAY CITY COUNCIL DIST 1,1,3,plurality,1208,,SABRINA R. PETERSEN,671,55.55,CAROL SCOTT,530,141,11.67,,,,False,False,,2009-11-03-municipal-general-sovc.xls
2009,municipal general,Council,3,Holladay City Council District 3,HOLLADAY CITY COUNCIL DIST 3,1,3,plurality,1082,,PAT PIGNANELLI,564,52.13,STEVE FOTHERINGHAM,516,48,4.44,,,,False,False,,2009-11-03-municipal-general-sovc.xls
2009,municipal general,Mayor,,Holladay City Mayor,HOLLADAY MAYOR,1,3,plurality,6057,,DENNIS R. WEBB,3546,58.54,E. BARRY TOPHAM,2489,1057,17.45,,,,False,False,,2009-11-03-municipal-general-sovc.xls
2009,municipal primary,Council,1,Holladay City Council District 1,HOLLADAY CITY COUNCIL DIST 1,1,5,plurality,775,,SABRINA R. PETERSEN,373,48.13,CAROL SCOTT,197,176,22.71,,,,False,False,,2009-09-15-municipal-primary-sovc.xls
2011,municipal general,Council,2,Holladay City Council District 2,Holladay City Council 2,1,2,plurality,520,,LYNN H. PACE,486,93.46,Write-in,34,452,86.92,3241,,,False,False,,2011-11-08-municipal-general-sovc.xlsx
2011,municipal general,Council,4,Holladay City Council District 4,Holladay City Council 4,1,3,plurality,885,,STEVEN H. GUNN,470,53.11,ROBERT (BOB) NESLEN,411,59,6.67,3197,,,False,False,,2011-11-08-municipal-general-sovc.xlsx
2011,municipal general,Council,5,Holladay City Council District 5,Holladay City Council 5,1,3,plurality,820,,J. JAMES PALMER,428,52.2,ANNETTE MALEN,391,37,4.51,3822,,,False,False,,2011-11-08-municipal-general-sovc.xlsx
2011,municipal primary,Council,4,Holladay City Council District 4,HOLLADAY CITY COUNCIL 4,1,4,plurality,605,,ROBERT (BOB) NESLEN,233,38.51,STEVEN H. GUNN,175,58,9.59,3288,,,False,False,,2011-09-13-municipal-primary-sovc.xlsx
2013,municipal general,Council,1,Holladay City Council District 1,HOLLADAY CITY COUNCIL DIST 1,1,2,plurality,746,,SABRINA R. PETERSEN,700,93.83,Write-in,46,654,87.67,2944,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal general,Council,3,Holladay City Council District 3,HOLLADAY CITY COUNCIL DIST 3,1,2,plurality,748,,PATRICIA ANN PIGNANELLI,709,94.79,Write-in,39,670,89.57,2766,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal general,Mayor,,Holladay City Mayor,HOLLADAY CITY MAYOR,1,3,plurality,4881,,ROBERT M. DAHLE,2476,50.73,D. BLAINE ANDERSON,2388,88,1.8,15766,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal primary,Mayor,,Holladay City Mayor,HOLLADAY CITY MAYOR,1,4,plurality,3192,,D. BLAINE ANDERSON,1212,37.97,ROBERT M. DAHLE,1110,102,3.2,15822,,,False,False,,2013-08-13-municipal-primary-sovc.xlsx
2015,municipal general,Council,2,Holladay City Council District 2,HOLLADAY CITY COUNCIL DIST 2,1,1,plurality,1143,,LYNN H. PACE,1143,100.0,,0,1143,100.0,3481,,,True,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
