year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2007,municipal general,Council,2,Holladay City Council District 2,4001,LYNN H. PACE,176,False
2007,municipal general,Council,2,Holladay City Council District 2,4001,Write-in,3,False
2007,municipal general,Council,2,Holladay City Council District 2,4003,LYNN H. PACE,135,False
2007,municipal general,Council,2,Holladay City Council District 2,4003,Write-in,4,False
2007,municipal general,Council,2,Holladay City Council District 2,4007,LYNN H. PACE,266,False
2007,municipal general,Council,2,Holladay City Council District 2,4007,Write-in,18,False
2007,municipal general,Council,2,Holladay City Council District 2,4009,LYNN H. PACE,285,False
2007,municipal general,Council,2,Holladay City Council District 2,4009,Write-in,3,False
2007,municipal general,Council,2,Holladay City Council District 2,4011,LYNN H. PACE,313,False
2007,municipal general,Council,2,Holladay City Council District 2,4011,Write-in,16,False
2007,municipal general,Council,2,Holladay City Council District 2,4013,LYNN H. PACE,220,False
2007,municipal general,Council,2,Holladay City Council District 2,4013,Write-in,5,False
2007,municipal general,Council,4,Holladay City Council District 4,4008,STEVEN R. PETERSON,115,False
2007,municipal general,Council,4,Holladay City Council District 4,4008,E. BARRY TOPHAM,175,False
2007,municipal general,Council,4,Holladay City Council District 4,4008,Write-in,3,False
2007,municipal general,Council,4,Holladay City Council District 4,4010,STEVEN R. PETERSON,81,False
2007,municipal general,Council,4,Holladay City Council District 4,4010,E. BARRY TOPHAM,129,False
2007,municipal general,Council,4,Holladay City Council District 4,4010,Write-in,2,False
2007,municipal general,Council,4,Holladay City Council District 4,4012,STEVEN R. PETERSON,174,False
2007,municipal general,Council,4,Holladay City Council District 4,4012,E. BARRY TOPHAM,246,False
2007,municipal general,Council,4,Holladay City Council District 4,4012,Write-in,4,False
2007,municipal general,Council,4,Holladay City Council District 4,4014,STEVEN R. PETERSON,68,False
2007,municipal general,Council,4,Holladay City Council District 4,4014,E. BARRY TOPHAM,141,False
2007,municipal general,Council,4,Holladay City Council District 4,4014,Write-in,1,False
2007,municipal general,Council,4,Holladay City Council District 4,4016,STEVEN R. PETERSON,80,False
2007,municipal general,Council,4,Holladay City Council District 4,4016,E. BARRY TOPHAM,153,False
2007,municipal general,Council,4,Holladay City Council District 4,4016,Write-in,0,False
2007,municipal general,Council,4,Holladay City Council District 4,4018,STEVEN R. PETERSON,152,False
2007,municipal general,Council,4,Holladay City Council District 4,4018,E. BARRY TOPHAM,126,False
2007,municipal general,Council,4,Holladay City Council District 4,4018,Write-in,1,False
2007,municipal general,Council,5,Holladay City Council District 5,4020,D. BLAINE ANDERSON,265,False
2007,municipal general,Council,5,Holladay City Council District 5,4020,"JOSEPH JAMES (JIM) PALMER, JR.",120,False
2007,municipal general,Council,5,Holladay City Council District 5,4020,Write-in,1,False
2007,municipal general,Council,5,Holladay City Council District 5,4022,D. BLAINE ANDERSON,93,False
2007,municipal general,Council,5,Holladay City Council District 5,4022,"JOSEPH JAMES (JIM) PALMER, JR.",91,False
2007,municipal general,Council,5,Holladay City Council District 5,4022,Write-in,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4024,D. BLAINE ANDERSON,73,False
2007,municipal general,Council,5,Holladay City Council District 5,4024,"JOSEPH JAMES (JIM) PALMER, JR.",229,False
2007,municipal general,Council,5,Holladay City Council District 5,4024,Write-in,2,False
2007,municipal general,Council,5,Holladay City Council District 5,4025,D. BLAINE ANDERSON,17,False
2007,municipal general,Council,5,Holladay City Council District 5,4025,"JOSEPH JAMES (JIM) PALMER, JR.",9,False
2007,municipal general,Council,5,Holladay City Council District 5,4025,Write-in,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4026,D. BLAINE ANDERSON,7,False
2007,municipal general,Council,5,Holladay City Council District 5,4026,"JOSEPH JAMES (JIM) PALMER, JR.",30,False
2007,municipal general,Council,5,Holladay City Council District 5,4026,Write-in,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4026CE,D. BLAINE ANDERSON,11,False
2007,municipal general,Council,5,Holladay City Council District 5,4026CE,"JOSEPH JAMES (JIM) PALMER, JR.",32,False
2007,municipal general,Council,5,Holladay City Council District 5,4026CE,Write-in,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4026D,D. BLAINE ANDERSON,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4026D,"JOSEPH JAMES (JIM) PALMER, JR.",11,False
2007,municipal general,Council,5,Holladay City Council District 5,4026D,Write-in,1,False
2007,municipal general,Council,5,Holladay City Council District 5,4027,D. BLAINE ANDERSON,55,False
2007,municipal general,Council,5,Holladay City Council District 5,4027,"JOSEPH JAMES (JIM) PALMER, JR.",108,False
2007,municipal general,Council,5,Holladay City Council District 5,4027,Write-in,2,False
2007,municipal general,Council,5,Holladay City Council District 5,4027E,D. BLAINE ANDERSON,4,False
2007,municipal general,Council,5,Holladay City Council District 5,4027E,"JOSEPH JAMES (JIM) PALMER, JR.",14,False
2007,municipal general,Council,5,Holladay City Council District 5,4027E,Write-in,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4028,D. BLAINE ANDERSON,39,False
2007,municipal general,Council,5,Holladay City Council District 5,4028,"JOSEPH JAMES (JIM) PALMER, JR.",114,False
2007,municipal general,Council,5,Holladay City Council District 5,4028,Write-in,1,False
2007,municipal general,Council,5,Holladay City Council District 5,4028KM,D. BLAINE ANDERSON,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4028KM,"JOSEPH JAMES (JIM) PALMER, JR.",1,False
2007,municipal general,Council,5,Holladay City Council District 5,4028KM,Write-in,0,False
2007,municipal general,Council,5,Holladay City Council District 5,4276,D. BLAINE ANDERSON,127,False
2007,municipal general,Council,5,Holladay City Council District 5,4276,"JOSEPH JAMES (JIM) PALMER, JR.",195,False
2007,municipal general,Council,5,Holladay City Council District 5,4276,Write-in,3,False
2007,municipal general,Council,5,Holladay City Council District 5,4276E,D. BLAINE ANDERSON,3,False
2007,municipal general,Council,5,Holladay City Council District 5,4276E,"JOSEPH JAMES (JIM) PALMER, JR.",13,False
2007,municipal general,Council,5,Holladay City Council District 5,4276E,Write-in,0,False
2007,municipal primary,Council,4,Holladay City Council District 4,4008,JOHN CHRISTOPHER,8,False
2007,municipal primary,Council,4,Holladay City Council District 4,4008,STEVEN R. PETERSON,28,False
2007,municipal primary,Council,4,Holladay City Council District 4,4008,E. BARRY TOPHAM,32,False
2007,municipal primary,Council,4,Holladay City Council District 4,4010,JOHN CHRISTOPHER,5,False
2007,municipal primary,Council,4,Holladay City Council District 4,4010,STEVEN R. PETERSON,14,False
2007,municipal primary,Council,4,Holladay City Council District 4,4010,E. BARRY TOPHAM,41,False
2007,municipal primary,Council,4,Holladay City Council District 4,4012,JOHN CHRISTOPHER,9,False
2007,municipal primary,Council,4,Holladay City Council District 4,4012,STEVEN R. PETERSON,41,False
2007,municipal primary,Council,4,Holladay City Council District 4,4012,E. BARRY TOPHAM,45,False
2007,municipal primary,Council,4,Holladay City Council District 4,4014,JOHN CHRISTOPHER,17,False
2007,municipal primary,Council,4,Holladay City Council District 4,4014,STEVEN R. PETERSON,10,False
2007,municipal primary,Council,4,Holladay City Council District 4,4014,E. BARRY TOPHAM,18,False
2007,municipal primary,Council,4,Holladay City Council District 4,4016,JOHN CHRISTOPHER,6,False
2007,municipal primary,Council,4,Holladay City Council District 4,4016,STEVEN R. PETERSON,16,False
2007,municipal primary,Council,4,Holladay City Council District 4,4016,E. BARRY TOPHAM,57,False
2007,municipal primary,Council,4,Holladay City Council District 4,4018,JOHN CHRISTOPHER,8,False
2007,municipal primary,Council,4,Holladay City Council District 4,4018,STEVEN R. PETERSON,69,False
2007,municipal primary,Council,4,Holladay City Council District 4,4018,E. BARRY TOPHAM,39,False
2009,municipal general,Council,1,Holladay City Council District 1,4000,SABRINA R. PETERSEN,154,False
2009,municipal general,Council,1,Holladay City Council District 1,4000,CAROL SCOTT,83,False
2009,municipal general,Council,1,Holladay City Council District 1,4000,Write-in,1,False
2009,municipal general,Council,1,Holladay City Council District 1,4002,SABRINA R. PETERSEN,154,False
2009,municipal general,Council,1,Holladay City Council District 1,4002,CAROL SCOTT,52,False
2009,municipal general,Council,1,Holladay City Council District 1,4002,Write-in,2,False
2009,municipal general,Council,1,Holladay City Council District 1,4004,SABRINA R. PETERSEN,132,False
2009,municipal general,Council,1,Holladay City Council District 1,4004,CAROL SCOTT,103,False
2009,municipal general,Council,1,Holladay City Council District 1,4004,Write-in,0,False
2009,municipal general,Council,1,Holladay City Council District 1,4005,SABRINA R. PETERSEN,44,False
2009,municipal general,Council,1,Holladay City Council District 1,4005,CAROL SCOTT,164,False
2009,municipal general,Council,1,Holladay City Council District 1,4005,Write-in,3,False
2009,municipal general,Council,1,Holladay City Council District 1,4006,SABRINA R. PETERSEN,187,False
2009,municipal general,Council,1,Holladay City Council District 1,4006,CAROL SCOTT,128,False
2009,municipal general,Council,1,Holladay City Council District 1,4006,Write-in,1,False
2009,municipal general,Council,3,Holladay City Council District 3,4166,STEVE FOTHERINGHAM,136,False
2009,municipal general,Council,3,Holladay City Council District 3,4166,PAT PIGNANELLI,136,False
2009,municipal general,Council,3,Holladay City Council District 3,4166,Write-in,1,False
2009,municipal general,Council,3,Holladay City Council District 3,4167,STEVE FOTHERINGHAM,53,False
2009,municipal general,Council,3,Holladay City Council District 3,4167,PAT PIGNANELLI,102,False
2009,municipal general,Council,3,Holladay City Council District 3,4167,Write-in,0,False
2009,municipal general,Council,3,Holladay City Council District 3,4168,STEVE FOTHERINGHAM,59,False
2009,municipal general,Council,3,Holladay City Council District 3,4168,PAT PIGNANELLI,79,False
2009,municipal general,Council,3,Holladay City Council District 3,4168,Write-in,1,False
2009,municipal general,Council,3,Holladay City Council District 3,4182,STEVE FOTHERINGHAM,170,False
2009,municipal general,Council,3,Holladay City Council District 3,4182,PAT PIGNANELLI,123,False
2009,municipal general,Council,3,Holladay City Council District 3,4182,Write-in,0,False
2009,municipal general,Council,3,Holladay City Council District 3,4194,STEVE FOTHERINGHAM,98,False
2009,municipal general,Council,3,Holladay City Council District 3,4194,PAT PIGNANELLI,124,False
2009,municipal general,Council,3,Holladay City Council District 3,4194,Write-in,0,False
2009,municipal general,Mayor,,Holladay City Mayor,4000,E. BARRY TOPHAM,86,False
2009,municipal general,Mayor,,Holladay City Mayor,4000,DENNIS R. WEBB,152,False
2009,municipal general,Mayor,,Holladay City Mayor,4000,Write-in,1,False
2009,municipal general,Mayor,,Holladay City Mayor,4001,E. BARRY TOPHAM,58,False
2009,municipal general,Mayor,,Holladay City Mayor,4001,DENNIS R. WEBB,89,False
2009,municipal general,Mayor,,Holladay City Mayor,4001,Write-in,1,False
2009,municipal general,Mayor,,Holladay City Mayor,4002,E. BARRY TOPHAM,66,False
2009,municipal general,Mayor,,Holladay City Mayor,4002,DENNIS R. WEBB,141,False
2009,municipal general,Mayor,,Holladay City Mayor,4002,Write-in,1,False
2009,municipal general,Mayor,,Holladay City Mayor,4003,E. BARRY TOPHAM,78,False
2009,municipal general,Mayor,,Holladay City Mayor,4003,DENNIS R. WEBB,61,False
2009,municipal general,Mayor,,Holladay City Mayor,4003,Write-in,0,False
2009,municipal general,Mayor,,Holladay City Mayor,4004,E. BARRY TOPHAM,98,False
2009,municipal general,Mayor,,Holladay City Mayor,4004,DENNIS R. WEBB,137,False
2009,municipal general,Mayor,,Holladay City Mayor,4004,Write-in,2,False
2009,municipal general,Mayor,,Holladay City Mayor,4005,E. BARRY TOPHAM,106,False
2009,municipal general,Mayor,,Holladay City Mayor,4005,DENNIS R. WEBB,101,False
2009,municipal general,Mayor,,Holladay City Mayor,4005,Write-in,2,False
2009,municipal general,Mayor,,Holladay City Mayor,4006,E. BARRY TOPHAM,114,False
2009,municipal general,Mayor,,Holladay City Mayor,4006,DENNIS R. WEBB,206,False
2009,municipal general,Mayor,,Holladay City Mayor,4006,Write-in,0,False
2009,municipal general,Mayor,,Holladay City Mayor,4007,E. BARRY TOPHAM,73,False
2009,municipal general,Mayor,,Holladay City Mayor,4007,DENNIS R. WEBB,198,False
2009,municipal general,Mayor,,Holladay City Mayor,4007,Write-in,0,False
2009,municipal general,Mayor,,Holladay City Mayor,4008,E. BARRY TOPHAM,89,False
2009,municipal general,Mayor,,Holladay City Mayor,4008,DENNIS R. WEBB,117,False
2009,municipal general,Mayor,,Holladay City Mayor,4008,Write-in,2,False
2009,municipal general,Mayor,,Holladay City Mayor,4009,E. BARRY TOPHAM,88,False
2009,municipal general,Mayor,,Holladay City Mayor,4009,DENNIS R. WEBB,166,False
2009,municipal general,Mayor,,Holladay City Mayor,4009,Write-in,2,False
2009,municipal general,Mayor,,Holladay City Mayor,4010,E. BARRY TOPHAM,65,False
2009,municipal general,Mayor,,Holladay City Mayor,4010,DENNIS R. WEBB,71,False
2009,municipal general,Mayor,,Holladay City Mayor,4010,Write-in,1,False
2009,municipal general,Mayor,,Holladay City Mayor,4011,E. BARRY TOPHAM,106,False
2009,municipal general,Mayor,,Holladay City Mayor,4011,DENNIS R. WEBB,182,False
2009,municipal general,Mayor,,Holladay City Mayor,4011,Write-in,1,False
2009,municipal general,Mayor,,Holladay City Mayor,4012,E. BARRY TOPHAM,135,False
2009,municipal general,Mayor,,Holladay City Mayor,4012,DENNIS R. WEBB,179,False
2009,municipal general,Mayor,,Holladay City Mayor,4012,Write-in,1,False
2009,municipal general,Mayor,,Holladay City Mayor,4013,E. BARRY TOPHAM,79,False
2009,municipal general,Mayor,,Holladay City Mayor,4013,DENNIS R. WEBB,109,False
