city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
magna,Council,D1,District 1,Steve Prokopis,steve_prokopis,2017-01-01,2020-01-14,elected,reelected,2016,2019-07-09,2019-07-09,"election:2016 (District 1 founding winner, 57.85%); minutes:2018-07-17 (earliest recovered — present); votes:2019-07-09.. (cities.db, Council/D1)",medium,"FOUNDING metro-township term (elected Nov-2016, term commenced Jan 2017). The 2017->mid-2018 minutes are a genuine PMN purge, so the Jan-2017 origin is pre-floor -> medium; service is documented from 2018-07-17. Re-elected 2019."
magna,Council,D1,District 1,Steve Prokopis,steve_prokopis,2020-01-14,2024-01-09,reelected,reelected,2019,2020-11-10,2023-03-28,"election:2019 (District 1 winner, unopposed 538/100%); minutes:2020-01-14 (oath — 're-elected Council Member Steve Prokopis'); votes:2020..2023 (cities.db, Council/D1)",high,"Re-elected D1 2019 (seated 2020-01-14). Term ran through 2023; RE-CERTIFIED for the 2024 term at the CANCELLED Nov-2023 township election (Res 2023-09-02) — see the next D1 row. NOT a held-over gap: the 2023 D1/D3/D5 cycle WAS resolved, by certification under Utah Code 20A-1-206, not cancelled as a cityhood side-effect."
magna,Council,D1,District 1,Steve Prokopis,steve_prokopis,2024-01-09,,reelected,serving,2023,2024-06-25,2025-06-10,"election:2023 (District 1 — CANCELLED-CERTIFICATION, Utah Code 20A-1-206, Res 2023-09-02: the sole declared candidate deemed elected eff. 2024-01-01; election_results/magna_races.csv year=2023 D1 winner STEVE PROKOPIS, cancelled_certification, no votes cast); minutes:2023-09-26 (Res 2023-09-02 adopted verbatim — 'the three unopposed candidates ... are hereby deemed to be elected ... Steve Prokopis, Audrey Pierce, and Mick Sudbury'; motion passed unanimously); minutes:2024-01-09 (reorg — new term organized); votes:2024..2025 (cities.db, Council/D1); minutes:2026-01-13 (present, still serving)",high,"RE-CERTIFIED for the 2024 D1 term at the CANCELLED Nov-2023 township election: under Utah Code 20A-1-206 the three unopposed incumbents were deemed elected effective 2024-01-01 (Res 2023-09-02, adopted 2023-09-26). A NEW D1 term (not a held-over gap; the cycle was resolved by certification, not a cityhood cancellation). Prokopis held over without a new oath; the term organized at the 2024-01-09 reorg. D1 next up 2027. Serving."
magna,Council,D2,District 2,Brint Peel,brint_peel,2017-01-01,2018-01-01,elected,reelected,2016,,,"election:2016 (District 2 founding winner, 51.4%); minutes:2018-07-17 (present)",medium,"FOUNDING metro-township term (elected Nov-2016, term Jan 2017 — pre-floor purge -> medium). Re-elected 2017 (short founding-stagger term)."
magna,Council,D2,District 2,Brint Peel,brint_peel,2018-01-01,2022-01-11,reelected,lost,2017,2020-02-11,2020-02-11,"election:2017 (District 2 winner, unopposed 513/100%); minutes:2018-07-17.. (present through 2021); votes:2020-02-11 (only named vote — dissent-only-naming era); minutes:2022-01-11 (replaced by Barney)",medium,"Re-elected D2 2017 (Jan-2018 term, pre-floor -> medium; service documented from 2018-07-17, present in 24 of the 2021 minutes). RAN for D2 in 2021 and LOST to Eric Barney (32.7% v 59.72%) -> term ended at the 2022-01-11 seating. His lone named vote (2020-02-11) reflects the narrative-tally / dissent-only naming, NOT a short tenure."
magna,Council,D2,District 2,Eric Barney,eric_barney,2022-01-11,2026-01-13,elected,lost,2021,2022-01-11,2025-06-10,"election:2021 (District 2 winner, def. Brint Peel 59.72%); minutes:2022-01-11 (seated, present); votes:2022-01-11..2025-06-10 (cities.db, Council/D2); minutes:2026-01-13 (replaced by Olsen)",high,"Elected D2 2021. Was the peer-selected township CHAIR titled 'Mayor' 2024-2025 (elected 2024-01-09 reorg; 'in the second round, Council Member Barney received three votes, which makes him the new Mayor') — a VOTING Chair (verified: 7 Council Ayes in 2024). That Chair-'Mayor' role is a HAT on his D2 seat; his votes are captured here as D2 votes, NOT on the MAYOR seat. RAN for D2 in 2025 and LOST to Megan Olsen (31.59% v 68.41%) -> term ended at the 2026-01-13 city seating."
magna,Council,D2,District 2,Megan Olsen,megan_olsen,2026-01-13,,elected,serving,2025,,,"election:2025 (District 2 winner, def. incumbent Eric Barney 68.41%); minutes:2026-01-13 (first CITY council meeting; present as Council Member Megan Olsen)",high,"Elected D2 2025 (first CITY-era election). No named vote yet in cities.db (the narrative-tally source, not a gap). Serving."
magna,Council,D3,District 3,Dan Peay,dan_peay,2017-01-01,2020-01-14,elected,reelected,2016,,,"election:2016 (District 3 founding winner, 50.17%); minutes:2018-07-17 ('Mayor Peay, Chair, presided')",medium,"FOUNDING metro-township term (elected Nov-2016, term Jan 2017 — pre-floor purge -> medium). Peer-selected township Chair titled 'Mayor' and VOTES. Re-elected 2019."
magna,Council,D3,District 3,Dan Peay,dan_peay,2020-01-14,2024-01-09,reelected,retired,2019,2020-07-14,2023-04-25,"election:2019 (District 3 winner, unopposed 470/100%); minutes:2020-01-14 (oath — 'Mayor Dan Peay'); votes:2020-07-14..2023-04-25 (cities.db, Council/D3 — incl. Nay/Aye as the VOTING Chair); minutes:2023-12-12 (his documented LAST meeting — 'congratulating Mayor Peay on his retirement and announcing his retirement')",high,Re-elected D3 2019 and continued as the VOTING Chair-'Mayor' through 2023. RETIRED end of 2023 (last meeting 2023-12-12; the 2023 D1/D3/D5 township cycle was not held). Seat passed to the appointed Sudbury at the very next meeting (2024-01-09 reorg) -> ends there with no empty-seat meeting (no VACANT interval).
magna,Council,D3,District 3,Mick Sudbury,mick_sudbury,2024-01-09,2026-01-13,elected,became-mayor,2023,2024-06-25,2025-06-10,"election:2023 (District 3 — CANCELLED-CERTIFICATION, Utah Code 20A-1-206, Res 2023-09-02: the sole declared candidate for the open D3 seat deemed elected eff. 2024-01-01; election_results/magna_races.csv year=2023 D3 winner MICK SUDBURY, cancelled_certification, no votes cast); minutes:2023-09-26 (Res 2023-09-02 adopted verbatim — 'deemed to be elected ... Mick Sudbury'; passed unanimously); minutes:2024-01-09 (reorg — took office as the District 3 member, present + acting from the opening roll; named 'District 3: Mick Sudbury' in Res. 2024-01-01's board appointments); votes:2024-06-25..2025-06-10 (cities.db, Council/D3)",high,"ELECTED to the open D3 seat at the CANCELLED Nov-2023 township election — a DECLARED CANDIDATE certified elected under Utah Code 20A-1-206 (Res 2023-09-02, adopted 2023-09-26; deemed elected eff. 2024-01-01), NOT an appointment. D3 was open because Dan Peay (the D3 incumbent + township Chair-'Mayor') retired end of 2023 and did not run; Sudbury was the sole declared D3 candidate. Took office at the 2024-01-09 reorg. Later WON the 2025 directly-elected Mayor race and became the (non-voting) executive Mayor 2026-01-13 -> vacated D3 (end_event=became-mayor; see seat MAYOR). His D3 votes are REAL (voting district member); his MAYOR bounds are EMPTY."
