city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
magna,plan_2022,District 1,MAG010,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_2022,District 1,MAG011,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_2022,District 1,MAG901,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_2022,District 2,MAG002,2022-04-26,,geo/precinct_to_district.csv (2025),high,"current post-2020-census precinct->district (D2/D4) from the 2025 general, read through the roster/_precinct_to_district.csv sidecar over geo/precinct_to_district.csv (the 14 resolved precincts; 4 unresolved 'none' rows excluded as an honest gap)."
magna,plan_2022,District 2,MAG003,2022-04-26,,geo/precinct_to_district.csv (2025),high,"current post-2020-census precinct->district (D2/D4) from the 2025 general, read through the roster/_precinct_to_district.csv sidecar over geo/precinct_to_district.csv (the 14 resolved precincts; 4 unresolved 'none' rows excluded as an honest gap)."
magna,plan_2022,District 2,MAG004,2022-04-26,,geo/precinct_to_district.csv (2025),high,"current post-2020-census precinct->district (D2/D4) from the 2025 general, read through the roster/_precinct_to_district.csv sidecar over geo/precinct_to_district.csv (the 14 resolved precincts; 4 unresolved 'none' rows excluded as an honest gap)."
magna,plan_2022,District 3,MAG005,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_2022,District 3,MAG006,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_2022,District 3,MAG007,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_2022,District 4,MAG012,2022-04-26,,geo/precinct_to_district.csv (2025),high,"current post-2020-census precinct->district (D2/D4) from the 2025 general, read through the roster/_precinct_to_district.csv sidecar over geo/precinct_to_district.csv (the 14 resolved precincts; 4 unresolved 'none' rows excluded as an honest gap)."
magna,plan_2022,District 4,MAG013,2022-04-26,,geo/precinct_to_district.csv (2025),high,"current post-2020-census precinct->district (D2/D4) from the 2025 general, read through the roster/_precinct_to_district.csv sidecar over geo/precinct_to_district.csv (the 14 resolved precincts; 4 unresolved 'none' rows excluded as an honest gap)."
magna,plan_2022,District 4,MAG016,2022-04-26,,geo/precinct_to_district.csv (2025),high,"current post-2020-census precinct->district (D2/D4) from the 2025 general, read through the roster/_precinct_to_district.csv sidecar over geo/precinct_to_district.csv (the 14 resolved precincts; 4 unresolved 'none' rows excluded as an honest gap)."
magna,plan_2022,District 5,MAG014,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_2022,District 5,MAG015,2022-04-26,,geo/precinct_to_district.csv (2019),medium,"D1/D3/D5 precinct->district derived from the 2019 general (PRE-2022 lines) — the 2023 D1/D3/D5 cycle was cancelled and 2025 ran only D2/D4, so the current-line composition of these districts is not election-derivable -> medium (mixed-vintage)."
magna,plan_pre2022,District 1,,2017-01-01,2022-04-26,,low,Founding (pre-2022) precinct->district composition NOT acquired -> honest GAP.
magna,plan_pre2022,District 2,,2017-01-01,2022-04-26,,low,Founding (pre-2022) precinct->district composition NOT acquired -> honest GAP.
magna,plan_pre2022,District 3,,2017-01-01,2022-04-26,,low,Founding (pre-2022) precinct->district composition NOT acquired -> honest GAP.
magna,plan_pre2022,District 4,,2017-01-01,2022-04-26,,low,Founding (pre-2022) precinct->district composition NOT acquired -> honest GAP.
magna,plan_pre2022,District 5,,2017-01-01,2022-04-26,,low,Founding (pre-2022) precinct->district composition NOT acquired -> honest GAP.
