audio_url,pmn_file_id,body,date,http,content_type,bytes
https://www.utah.gov/pmn/files/725939.MP3,725939,Planning Commission,2016-02-08,200,audio/mpeg,62786832
https://www.utah.gov/pmn/files/282699.mp3,282699,Council,2017-01-18,ERR:HTTPError,,
https://www.utah.gov/pmn/files/282697.MP3,282697,Council,2017-01-18,ERR:HTTPError,,
https://www.utah.gov/pmn/files/283023.MP3,283023,Council,2017-02-15,ERR:HTTPError,,
https://www.utah.gov/pmn/files/283101.wav,283101,Council,2017-02-28,ERR:HTTPError,,
https://www.utah.gov/pmn/files/286417.MP3,286417,Council,2017-03-15,ERR:HTTPError,,
https://www.utah.gov/pmn/files/288261.MP3,288261,Council,2017-03-22,ERR:HTTPError,,
https://www.utah.gov/pmn/files/291055.MP3,291055,Council,2017-04-05,ERR:HTTPError,,
https://www.utah.gov/pmn/files/291059.MP3,291059,Council,2017-04-05,ERR:HTTPError,,
https://www.utah.gov/pmn/files/291053.MP3,291053,Council,2017-04-05,ERR:HTTPError,,
https://www.utah.gov/pmn/files/291057.MP3,291057,Council,2017-04-05,ERR:HTTPError,,
https://www.utah.gov/pmn/files/295597.wav,295597,Council,2017-04-19,ERR:HTTPError,,
https://www.utah.gov/pmn/files/324451.MP3,324451,Council,2017-05-09,ERR:HTTPError,,
https://www.utah.gov/pmn/files/299307.MP3,299307,Council,2017-05-09,ERR:HTTPError,,
https://www.utah.gov/pmn/files/324453.MP3,324453,Council,2017-05-09,ERR:HTTPError,,
https://www.utah.gov/pmn/files/299305.MP3,299305,Council,2017-05-09,ERR:HTTPError,,
https://www.utah.gov/pmn/files/308787.MP3,308787,Council,2017-06-13,ERR:HTTPError,,
https://www.utah.gov/pmn/files/308789.MP3,308789,Council,2017-06-13,ERR:HTTPError,,
https://www.utah.gov/pmn/files/308785.MP3,308785,Council,2017-06-13,ERR:HTTPError,,
https://www.utah.gov/pmn/files/312523.MP3,312523,Council,2017-06-29,ERR:HTTPError,,
https://www.utah.gov/pmn/files/314083.MP3,314083,Council,2017-07-11,ERR:HTTPError,,
https://www.utah.gov/pmn/files/314085.MP3,314085,Council,2017-07-11,ERR:HTTPError,,
https://www.utah.gov/pmn/files/315761.MP3,315761,Council,2017-07-18,ERR:HTTPError,,
https://www.utah.gov/pmn/files/320513.MP3,320513,Council,2017-08-08,ERR:HTTPError,,
https://www.utah.gov/pmn/files/328333.MP3,328333,Council,2017-09-12,ERR:HTTPError,,
https://www.utah.gov/pmn/files/335379.MP3,335379,Council,2017-10-10,ERR:HTTPError,,
https://www.utah.gov/pmn/files/346855.MP3,346855,Council,2017-11-13,ERR:HTTPError,,
https://www.utah.gov/pmn/files/354387.MP3,354387,Council,2017-12-11,ERR:HTTPError,,
https://www.utah.gov/pmn/files/357253.MP3,357253,Council,2017-12-21,ERR:HTTPError,,
https://www.utah.gov/pmn/files/360531.MP3,360531,Council,2018-01-08,ERR:HTTPError,,
https://www.utah.gov/pmn/files/360533.MP3,360533,Council,2018-01-08,ERR:HTTPError,,
https://www.utah.gov/pmn/files/370205.MP3,370205,Council,2018-02-12,ERR:HTTPError,,
https://www.utah.gov/pmn/files/370207.MP3,370207,Council,2018-02-12,ERR:HTTPError,,
https://www.utah.gov/pmn/files/374983.MP3,374983,Council,2018-02-27,ERR:HTTPError,,
https://www.utah.gov/pmn/files/378595.MP3,378595,Council,2018-03-12,ERR:HTTPError,,
https://www.utah.gov/pmn/files/378597.MP3,378597,Council,2018-03-12,ERR:HTTPError,,
https://www.utah.gov/pmn/files/386663.mp3,386663,Council,2018-04-09,ERR:HTTPError,,
https://www.utah.gov/pmn/files/396449.MP3,396449,Council,2018-05-14,ERR:HTTPError,,
https://www.utah.gov/pmn/files/396451.MP3,396451,Council,2018-05-14,ERR:HTTPError,,
