candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Dale M. Cox,Council,2017,2017-10-31,Pre-General,interim,,,,,,,,,,,0.00,0,0,raw/201710_Dale-M-Cox_7757.pdf,a0de65f6,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Dale M. Cox,Council,2017,2017-12-07,Year-end final,summary,,,,,,,,,,,0.00,0,0,raw/201712_Dale-M-Cox_7884.pdf,0026a654,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Darrell Pehrson,Council,2017,2017-11-03,Pre-General,interim,,,,,,,,,,,0.00,0,0,raw/201711_Darrell-Pehrson_7760.pdf,c057ad8b,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Darrell Pehrson,Council,2017,2017-12-07,Year-end final,summary,,,,,,,,,,,0.00,0,0,raw/201712_Darrell-Pehrson_7881.pdf,1f3317f9,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Diane Turner,Council,2017,2017-10-31,Pre-General,interim,,,,,,,,,,,0.00,0,0,raw/201710_Diane-Turner_7759.pdf,b3dd68ae,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Diane Turner,Council,2017,2017-12-07,Year-end final,summary,,,,,,,,,,,0.00,0,0,raw/201712_Diane-Turner_7882.pdf,2ea06c87,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
D. Blair Camp,Mayor,2017,2017-08-08,Pre-Primary,interim,,,,,,,,,,,0.00,0,0,raw/201708_D-Blair-Camp_7565.pdf,d0c80e24,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
D. Blair Camp,Mayor,2017,2017-10-31,Pre-General,interim,,,,,,,,,,,0.00,0,0,raw/201710_D-Blair-Camp_7756.pdf,a8ce3b09,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
D. Blair Camp,Mayor,2017,2017-12-07,Year-end final,summary,,,,,,,,,,,0.00,0,0,raw/201712_D-Blair-Camp_7883.pdf,96ccf345,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Daniel C. Snarr,Mayor,2017,2017-08-07,Pre-Primary,interim,,,,,,,,,,,0.00,0,0,raw/201708_Daniel-C-Snarr_7563.pdf,9fd148f9,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Daniel C. Snarr,Mayor,2017,2017-10-31,Pre-General,interim,,,,,,,,,,,0.00,0,0,raw/201710_Daniel-C-Snarr_7758.pdf,71d38061,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
Daniel C. Snarr,Mayor,2017,2017-12-07,Year-end final,summary,,,,,,,,,,,0.00,0,0,raw/201712_Daniel-C-Snarr_7880.pdf,5bff0e5f,low,not transcribed (below-2020-floor bonus acquisition; inventory-only per the midvale convention — 2026-07-17),
