city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
murray,Dale M. Cox,2017,Council,2,0.0,0.0,2,2,summary,
murray,Darrell Pehrson,2017,Council,2,0.0,0.0,2,2,summary,
murray,Diane Turner,2017,Council,4,0.0,0.0,2,2,summary,
murray,D. Blair Camp,2017,Mayor,,0.0,0.0,3,3,summary,
murray,Daniel C. Snarr,2017,Mayor,,0.0,0.0,3,3,summary,
murray,Richard Snelgrove,2017,Mayor,,0.0,0.0,2,2,summary,
murray,Verl Greenhalgh,2017,Mayor,,0.0,0.0,2,2,summary,
murray,David Nicponski,2019,Council,1,0.0,0.0,2,2,summary,
murray,Jake Pehrson,2019,Council,1,0.0,0.0,3,3,summary,
murray,Kat Martinez,2019,Council,1,0.0,0.0,3,3,summary,
murray,Adam Thompson,2019,Council,3,0.0,0.0,3,3,summary,
murray,Jim Brass,2019,Council,3,0.0,0.0,2,2,summary,
murray,Rosalba Dominguez,2019,Council,3,0.0,0.0,6,3,summary,
murray,Brett Hales,2019,Council,5,0.0,0.0,2,2,summary,
murray,Joe Silverzweig,2021,Council,2,18262.13,16501.82,2,2,override,"OVERRIDE: per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 18162.1+100=18262.1; spent 16501.8+0=16501.8"
murray,Pamela J. Cotter,2021,Council,2,2765.86,2760.86,2,2,sum-interim,
murray,Diane Turner,2021,Council,4,17140.38,11290.43,3,3,override,"OVERRIDE: per-period filer (regime: incremental — each of the 3 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 3 live filings' period covers: raised 7792.21+8848.17+500=17140.4; spent 1799.1+4618.63+4872.7=11290.4"
murray,Daren Rasmussen,2021,Council,4,6119.82,6119.82,3,3,sum-interim,
murray,Brett A. Hales,2021,Mayor,,34688.0,28020.53,3,3,override,"OVERRIDE: per-period filer (regime: incremental — each of the 3 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 3 live filings' period covers: raised 21313+12025+1350=34688; spent 20003.6+7402.08+614.85=28020.5"
murray,Clark Bullen,2021,Mayor,,16900.0,16700.0,4,3,override,"OVERRIDE: per-period filer (regime: incremental — each of the 3 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 3 live filings' period covers: raised 8041+8019+840=16900; spent 5404.52+10041.7+1253.8=16700"
murray,Adam Kent Fitzgerald,2021,Mayor,,0.0,567.01,2,2,override,"OVERRIDE: contributions UNREPORTED on all filings (blank Schedule-A cover both period reports — raised=0 = none reported, not verified). per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 0+0=0; spent 413.53+153.48=567.01"
murray,Alexander Teemsma,2021,Mayor,,64.98,64.98,2,2,override,"OVERRIDE: per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 35.92+29.06=64.98; spent 35.92+29.06=64.98"
murray,Paul Pickett,2023,Council,1,10192.0,6682.05,5,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 3314+3489+3389+0=10192; spent 1731.39+1815.51+2135.15+1000=6682.05"
murray,David W. Rodgers,2023,Council,1,4201.89,3766.58,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 1741.89+1653+704+103=4201.89; spent 1389.62+16+2307.24+53.72=3766.58"
murray,Aaron Thompson,2023,Council,1,1700.33,1612.79,2,2,sum-interim,
murray,Rosalba Dominguez,2023,Council,3,20595.62,20384.44,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 9669.01+5667.28+3586+1673.33=20595.6; spent 9505.95+2816.02+5161.06+2901.41=20384.4"
murray,Clark Bullen,2023,Council,3,5860.69,5827.29,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 3431.27+1300+1129.42+0=5860.69; spent 3363.87+1363.46+1084.97+14.99=5827.29"
murray,Janice Strobell,2023,Council,3,3155.0,3087.75,2,1,summary,
murray,Jim Brass,2023,Council,3,2795.0,2795.0,1,1,summary,
murray,Scott Goodman,2023,Council,3,1900.0,1164.91,2,1,summary,
murray,Leann Parker-Reed,2023,Council,3,814.28,814.28,2,2,override,"OVERRIDE: per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 764.93+49.35=814.28; spent 764.93+49.35=814.28"
murray,Garry Hrechkosy,2023,Council,5,28519.98,27047.32,3,3,override,"OVERRIDE: per-period filer (regime: incremental — each of the 3 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 3 live filings' period covers: raised 25390+1915+1214.98=28520; spent 17963.9+5853.74+3229.71=27047.3"
murray,Adam Hock,2023,Council,5,23126.55,21358.87,4,3,override,"OVERRIDE: per-period filer (regime: incremental — each of the 3 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 3 live filings' period covers: raised 20320.5+2806.03+0=23126.5; spent 9776.92+7461.45+4120.5=21358.9"
murray,Dale M Cox,2025,Council,2,20861.15,17148.2,2,2,override,"OVERRIDE: per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 20063.9+797.25=20861.2; spent 12858.2+4290=17148.2"
murray,Jared Michael Eborn,2025,Council,2,13575.0,13574.23,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 5215+4250+1475+2635=13575; spent 4442.23+4818+847+3467=13574.2"
murray,Pamela Jane Cotter,2025,Council,2,6478.21,6478.21,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 3138.83+720+1869.38+750=6478.21; spent 3138.83+720+1869.38+750=6478.21"
murray,Aaron Lee Holbrook,2025,Council,2,0.0,175.62,2,1,summary,
murray,Ben Peck,2025,Council,3,14706.26,14706.36,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 5700+6309+2172.26+525=14706.3; spent 4002.81+3603.36+4047.62+3052.57=14706.4"
murray,Clark Bullen,2025,Council,3,7575.0,7351.5,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 4925+1400+1250+0=7575; spent 4842.91+1116.91+1289.39+102.29=7351.5"
murray,Scott Goodman,2025,Council,3,4000.0,3454.86,2,2,override,"OVERRIDE: per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 4000+0=4000; spent 3379.08+75.78=3454.86"
murray,Leann Parker-Reed,2025,Council,3,1489.66,1489.66,2,2,override,"OVERRIDE: per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 933.71+555.95=1489.66; spent 933.71+555.95=1489.66"
murray,Diane Turner,2025,Council,4,4175.0,825.0,3,3,sum-interim,
murray,Adrian Lambrinos,2025,Council,4,0.0,95.0,1,1,summary,
murray,Bruce E Turner,2025,Mayor,,28280.0,28279.98,4,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 12935+15300+45+0=28280; spent 11103+10128.2+6040.9+1007.96=28280"
murray,Brett A. Hales,2025,Mayor,,20034.36,12061.33,5,4,override,"OVERRIDE: per-period filer (regime: incremental — each of the 4 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 4 live filings' period covers: raised 8520.64+7863.72+1150+2500=20034.4; spent 8545.66+1963.72+0+1551.95=12061.3"
murray,John Jeffrey Evans,2025,Mayor,,7944.42,7945.4,2,2,override,"OVERRIDE: per-period filer (regime: incremental — each of the 2 live reports Covers a disjoint date range); its summary/final-typed report is itself a period report, so cycle_totals' summary-vs-interims max() drops the final period. cycle = sum of the 2 live filings' period covers: raised 6916.27+1028.15=7944.42; spent 6567.98+1377.42=7945.4"
