date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2020-01-14,2020,City Council Meeting,Council,1,"Councilmember Mike Green moved to approve the consent items. Councilmember Tasha Lowery seconded the motion. 6.2 A roll call vote was taken with Councilmembers Green, Lowery, Lowry, Roberts, and Vawdrey, voting in favor. The motion passed unanimously. 7.0 Public Hearing: Approval of Ordinance #1419, Draper Academy Town Center Text Amendment Request, on the request of Christine Kremer and Bret Steel for a text amendment to Draper City Municipal Code (DCMC) Section 9-11-110 to allow a private school with up to 15 students within the TC (Town Center) zone. 7.1 Jennifer Jastremsky, Planner, orient",Land-Use/Zoning,5-0 Pass,Councilmember Green,,Councilmember Green,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,1,"Councilmember Mike Green moved to approve the consent items. Councilmember Tasha Lowery seconded the motion. 6.2 A roll call vote was taken with Councilmembers Green, Lowery, Lowry, Roberts, and Vawdrey, voting in favor. The motion passed unanimously. 7.0 Public Hearing: Approval of Ordinance #1419, Draper Academy Town Center Text Amendment Request, on the request of Christine Kremer and Bret Steel for a text amendment to Draper City Municipal Code (DCMC) Section 9-11-110 to allow a private school with up to 15 students within the TC (Town Center) zone. 7.1 Jennifer Jastremsky, Planner, orient",Land-Use/Zoning,5-0 Pass,Councilmember Green,,Councilmember T. Lowery,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,1,"Councilmember Mike Green moved to approve the consent items. Councilmember Tasha Lowery seconded the motion. 6.2 A roll call vote was taken with Councilmembers Green, Lowery, Lowry, Roberts, and Vawdrey, voting in favor. The motion passed unanimously. 7.0 Public Hearing: Approval of Ordinance #1419, Draper Academy Town Center Text Amendment Request, on the request of Christine Kremer and Bret Steel for a text amendment to Draper City Municipal Code (DCMC) Section 9-11-110 to allow a private school with up to 15 students within the TC (Town Center) zone. 7.1 Jennifer Jastremsky, Planner, orient",Land-Use/Zoning,5-0 Pass,Councilmember Green,,Councilmember F. Lowry,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,1,"Councilmember Mike Green moved to approve the consent items. Councilmember Tasha Lowery seconded the motion. 6.2 A roll call vote was taken with Councilmembers Green, Lowery, Lowry, Roberts, and Vawdrey, voting in favor. The motion passed unanimously. 7.0 Public Hearing: Approval of Ordinance #1419, Draper Academy Town Center Text Amendment Request, on the request of Christine Kremer and Bret Steel for a text amendment to Draper City Municipal Code (DCMC) Section 9-11-110 to allow a private school with up to 15 students within the TC (Town Center) zone. 7.1 Jennifer Jastremsky, Planner, orient",Land-Use/Zoning,5-0 Pass,Councilmember Green,,Councilmember Roberts,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,1,"Councilmember Mike Green moved to approve the consent items. Councilmember Tasha Lowery seconded the motion. 6.2 A roll call vote was taken with Councilmembers Green, Lowery, Lowry, Roberts, and Vawdrey, voting in favor. The motion passed unanimously. 7.0 Public Hearing: Approval of Ordinance #1419, Draper Academy Town Center Text Amendment Request, on the request of Christine Kremer and Bret Steel for a text amendment to Draper City Municipal Code (DCMC) Section 9-11-110 to allow a private school with up to 15 students within the TC (Town Center) zone. 7.1 Jennifer Jastremsky, Planner, orient",Land-Use/Zoning,5-0 Pass,Councilmember Green,,Councilmember Vawdrey,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,2,"Councilmember Green moved to approve Ordinance #1419, Draper Academy Town Center Text Amendment",Ordinance,5-0 Pass,Councilmember Green,Councilmember T. Lowery,Councilmember Green,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,2,"Councilmember Green moved to approve Ordinance #1419, Draper Academy Town Center Text Amendment",Ordinance,5-0 Pass,Councilmember Green,Councilmember T. Lowery,Councilmember T. Lowery,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,2,"Councilmember Green moved to approve Ordinance #1419, Draper Academy Town Center Text Amendment",Ordinance,5-0 Pass,Councilmember Green,Councilmember T. Lowery,Councilmember F. Lowry,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,2,"Councilmember Green moved to approve Ordinance #1419, Draper Academy Town Center Text Amendment",Ordinance,5-0 Pass,Councilmember Green,Councilmember T. Lowery,Councilmember Roberts,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2020-01-14,2020,City Council Meeting,Council,2,"Councilmember Green moved to approve Ordinance #1419, Draper Academy Town Center Text Amendment",Ordinance,5-0 Pass,Councilmember Green,Councilmember T. Lowery,Councilmember Vawdrey,Aye,minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
