date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,1,MOTION: Council Member Bracken moved to ADJOURN the City Council Work Session. The motion was seconded by Council Member Peterson,Procedural/Administrative,Passed (unanimous consent),Scott Bracken,Michael Peterson,,,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",CDRA,2,MOTION: Council Member Newell moved to Close the CDRA Open Session and move to a Closed Session. The motion was seconded by Council Member Petersen,Land-Use/Zoning,Passed unanimously,Shawn E. Newell,Douglas Petersen,,,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-11. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Douglas Petersen,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-11. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Scott Bracken,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-11. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Shawn E. Newell,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-11. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Mike Weichers,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Newell moved to APPROVE Resolution 2023-12. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Douglas Petersen,Douglas Petersen,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Newell moved to APPROVE Resolution 2023-12. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Douglas Petersen,Scott Bracken,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Newell moved to APPROVE Resolution 2023-12. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Douglas Petersen,Shawn E. Newell,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
2023-03-21,2023,"City Council — March 21, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Newell moved to APPROVE Resolution 2023-12. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Douglas Petersen,Mike Weichers,Aye,minutes/2023/2023-03-20/2023-03-21_work-session-and-business-meeting.md,minutes
