meeting_id,body_id,meeting_date,title,source_file
1,2,2021-01-05,Council Formal Meeting,minutes/2021/2021-01-04/2021-01-05_council-formal-meeting.md
2,2,2021-01-05,Council Work Session,minutes/2021/2021-01-04/2021-01-05_council-work-session.md
3,2,2021-01-12,Council Work Session,minutes/2021/2021-01-11/2021-01-12_council-work-session.md
4,2,2021-01-19,Council Formal Meeting,minutes/2021/2021-01-18/2021-01-19_council-formal-meeting.md
5,2,2021-02-02,Council Formal Meeting,minutes/2021/2021-02-01/2021-02-02_council-formal-meeting.md
6,2,2021-02-09,Council Work Session,minutes/2021/2021-02-08/2021-02-09_council-work-session.md
7,5,2021-02-09,Redevelopment Agency Rda Meeting,minutes/2021/2021-02-08/2021-02-09_redevelopment-agency-rda-meeting.md
8,2,2021-02-16,Council Formal Meeting,minutes/2021/2021-02-15/2021-02-16_council-formal-meeting.md
9,2,2021-03-02,Council Formal Meeting,minutes/2021/2021-03-01/2021-03-02_council-formal-meeting.md
10,2,2021-03-16,Council Formal Meeting,minutes/2021/2021-03-15/2021-03-16_council-formal-meeting.md
11,2,2021-03-16,Council Work Session,minutes/2021/2021-03-15/2021-03-16_council-work-session.md
12,5,2021-03-23,Redevelopment Agency Rda Meeting,minutes/2021/2021-03-22/2021-03-23_redevelopment-agency-rda-meeting.md
13,2,2021-04-06,Council Formal Meeting,minutes/2021/2021-04-05/2021-04-06_council-formal-meeting.md
14,2,2021-04-13,Revised Council Work Session,minutes/2021/2021-04-12/2021-04-13_revised-council-work-session.md
15,5,2021-04-13,Revised Redevelopment Agency Rda Meeting,minutes/2021/2021-04-12/2021-04-13_revised-redevelopment-agency-rda-meeting.md
16,2,2021-04-20,Council Formal Meeting,minutes/2021/2021-04-19/2021-04-20_council-formal-meeting.md
17,5,2021-05-04,Redevelopment Agency Rda Meeting,minutes/2021/2021-05-03/2021-05-04_redevelopment-agency-rda-meeting.md
18,2,2021-05-11,Council Work Session,minutes/2021/2021-05-10/2021-05-11_council-work-session.md
19,2,2021-05-13,Special Limited Formal Meeting,minutes/2021/2021-05-10/2021-05-13_special-limited-formal-meeting.md
20,2,2021-05-18,Council Work Session,minutes/2021/2021-05-17/2021-05-18_council-work-session.md
21,3,2021-05-18,Lba Rda And Council Formal Meeting,minutes/2021/2021-05-17/2021-05-18_lba-rda-and-council-formal-meeting.md
22,5,2021-05-18,Redevelopment Agency Rda Meeting,minutes/2021/2021-05-17/2021-05-18_redevelopment-agency-rda-meeting.md
23,5,2021-05-18,Lba Rda And Council Formal Meeting,minutes/2021/2021-05-17/2021-05-18_lba-rda-and-council-formal-meeting.md
24,2,2021-05-18,Lba Rda And Council Formal Meeting,minutes/2021/2021-05-17/2021-05-18_lba-rda-and-council-formal-meeting.md
25,3,2021-06-01,Lba Rda And Council Formal Meeting,minutes/2021/2021-05-31/2021-06-01_lba-rda-and-council-formal-meeting.md
26,5,2021-06-01,Lba Rda And Council Formal Meeting,minutes/2021/2021-05-31/2021-06-01_lba-rda-and-council-formal-meeting.md
27,2,2021-06-01,Lba Rda And Council Formal Meeting,minutes/2021/2021-05-31/2021-06-01_lba-rda-and-council-formal-meeting.md
28,2,2021-06-03,Council Work Session,minutes/2021/2021-05-31/2021-06-03_council-work-session.md
29,2,2021-06-08,Council Work Session,minutes/2021/2021-06-07/2021-06-08_council-work-session.md
30,2,2021-06-08,Limited Council Formal Meeting,minutes/2021/2021-06-07/2021-06-08_limited-council-formal-meeting.md
31,5,2021-06-08,Redevelopment Agency Rda Meeting,minutes/2021/2021-06-07/2021-06-08_redevelopment-agency-rda-meeting.md
32,2,2021-06-10,Council Work Session,minutes/2021/2021-06-07/2021-06-10_council-work-session.md
33,2,2021-06-15,Council Work Session,minutes/2021/2021-06-14/2021-06-15_council-work-session.md
34,3,2021-06-15,Lba Rda And Council Formal Meeting,minutes/2021/2021-06-14/2021-06-15_lba-rda-and-council-formal-meeting.md
35,5,2021-06-15,Lba Rda And Council Formal Meeting,minutes/2021/2021-06-14/2021-06-15_lba-rda-and-council-formal-meeting.md
36,2,2021-06-15,Lba Rda And Council Formal Meeting,minutes/2021/2021-06-14/2021-06-15_lba-rda-and-council-formal-meeting.md
37,2,2021-06-21,Special Council Work Session,minutes/2021/2021-06-21/2021-06-21_special-council-work-session.md
38,2,2021-07-13,Council Formal Meeting,minutes/2021/2021-07-12/2021-07-13_council-formal-meeting.md
39,2,2021-07-20,Council Formal Meeting,minutes/2021/2021-07-19/2021-07-20_council-formal-meeting.md
40,5,2021-07-20,Redevelopment Agency Rda Meeting,minutes/2021/2021-07-19/2021-07-20_redevelopment-agency-rda-meeting.md
41,2,2021-08-17,Council Work Session,minutes/2021/2021-08-16/2021-08-17_council-work-session.md
42,2,2021-08-17,Local Building Authority And Council Formal Meeting,minutes/2021/2021-08-16/2021-08-17_local-building-authority-and-council-formal-meeting.md
43,2,2021-08-24,Council Formal Meeting,minutes/2021/2021-08-23/2021-08-24_council-formal-meeting.md
44,5,2021-08-24,Redevelopment Agency Rda Meeting,minutes/2021/2021-08-23/2021-08-24_redevelopment-agency-rda-meeting.md
45,2,2021-09-07,Council Formal Meeting,minutes/2021/2021-09-06/2021-09-07_council-formal-meeting.md
46,2,2021-09-14,Limited Formal Meeting,minutes/2021/2021-09-13/2021-09-14_limited-formal-meeting.md
47,2,2021-09-21,Council Work Session,minutes/2021/2021-09-20/2021-09-21_council-work-session.md
48,2,2021-09-21,Revised Council Formal Meeting,minutes/2021/2021-09-20/2021-09-21_revised-council-formal-meeting.md
49,2,2021-10-05,Council Work Session,minutes/2021/2021-10-04/2021-10-05_council-work-session.md
50,2,2021-10-12,Council Work Session,minutes/2021/2021-10-11/2021-10-12_council-work-session.md
51,5,2021-10-12,Redevelopment Agency Rda Meeting,minutes/2021/2021-10-11/2021-10-12_redevelopment-agency-rda-meeting.md
52,2,2021-10-19,Revised Council Formal Meeting,minutes/2021/2021-10-18/2021-10-19_revised-council-formal-meeting.md
53,2,2021-11-09,Council Work Session Meeting,minutes/2021/2021-11-08/2021-11-09_council-work-session-meeting.md
54,3,2021-11-09,Lba And Council Formal Meeting,minutes/2021/2021-11-08/2021-11-09_lba-and-council-formal-meeting.md
55,2,2021-11-09,Lba And Council Formal Meeting,minutes/2021/2021-11-08/2021-11-09_lba-and-council-formal-meeting.md
56,3,2021-11-16,Revised Lba And Council Formal Meeting,minutes/2021/2021-11-15/2021-11-16_revised-lba-and-council-formal-meeting.md
57,2,2021-11-16,Revised Lba And Council Formal Meeting,minutes/2021/2021-11-15/2021-11-16_revised-lba-and-council-formal-meeting.md
58,3,2021-12-07,Lba And Council Formal Meeting,minutes/2021/2021-12-06/2021-12-07_lba-and-council-formal-meeting.md
59,2,2021-12-07,Lba And Council Formal Meeting,minutes/2021/2021-12-06/2021-12-07_lba-and-council-formal-meeting.md
60,5,2021-12-14,Redevelopment Agency Rda Meeting,minutes/2021/2021-12-13/2021-12-14_redevelopment-agency-rda-meeting.md
61,2,2021-12-14,Revised Council Formal Meeting,minutes/2021/2021-12-13/2021-12-14_revised-council-formal-meeting.md
62,2,2022-01-04,Council Formal Meeting,minutes/2022/2022-01-03/2022-01-04_council-formal-meeting.md
63,2,2022-01-04,Council Work Session Meeting,minutes/2022/2022-01-03/2022-01-04_council-work-session-meeting.md
64,2,2022-01-18,Council Formal Meeting,minutes/2022/2022-01-17/2022-01-18_council-formal-meeting.md
65,5,2022-01-18,Redevelopment Agency Rda Meeting,minutes/2022/2022-01-17/2022-01-18_redevelopment-agency-rda-meeting.md
66,2,2022-02-01,Council Formal Meeting,minutes/2022/2022-01-31/2022-02-01_council-formal-meeting.md
67,5,2022-02-08,Redevelopment Agency Rda Meeting,minutes/2022/2022-02-07/2022-02-08_redevelopment-agency-rda-meeting.md
68,2,2022-02-15,Council Formal Meeting,minutes/2022/2022-02-14/2022-02-15_council-formal-meeting.md
69,2,2022-02-16,Special Council Work Session Meeting,minutes/2022/2022-02-14/2022-02-16_special-council-work-session-meeting.md
70,2,2022-03-01,Revised Council Formal Meeting,minutes/2022/2022-02-28/2022-03-01_revised-council-formal-meeting.md
71,2,2022-03-08,Council Work Session Meeting,minutes/2022/2022-03-07/2022-03-08_council-work-session-meeting.md
72,5,2022-03-08,Redevelopment Agency Rda Meeting,minutes/2022/2022-03-07/2022-03-08_redevelopment-agency-rda-meeting.md
73,2,2022-03-22,Revised Council Formal Meeting,minutes/2022/2022-03-21/2022-03-22_revised-council-formal-meeting.md
74,2,2022-03-22,Revised Council Work Session Meeting,minutes/2022/2022-03-21/2022-03-22_revised-council-work-session-meeting.md
75,2,2022-04-05,Council Work Session Meeting,minutes/2022/2022-04-04/2022-04-05_council-work-session-meeting.md
76,2,2022-04-12,Council Work Session Meeting,minutes/2022/2022-04-11/2022-04-12_council-work-session-meeting.md
77,5,2022-04-12,Redevelopment Agency Rda Meeting,minutes/2022/2022-04-11/2022-04-12_redevelopment-agency-rda-meeting.md
78,2,2022-04-19,Council Work Session Meeting,minutes/2022/2022-04-18/2022-04-19_council-work-session-meeting.md
79,3,2022-04-19,Lba And Council Formal Meeting,minutes/2022/2022-04-18/2022-04-19_lba-and-council-formal-meeting.md
80,2,2022-04-19,Lba And Council Formal Meeting,minutes/2022/2022-04-18/2022-04-19_lba-and-council-formal-meeting.md
81,2,2022-05-03,Council Work Session Meeting,minutes/2022/2022-05-02/2022-05-03_council-work-session-meeting.md
82,3,2022-05-03,Lba Rda And Council Formal Meeting,minutes/2022/2022-05-02/2022-05-03_lba-rda-and-council-formal-meeting.md
83,2,2022-05-03,Lba Rda And Council Formal Meeting,minutes/2022/2022-05-02/2022-05-03_lba-rda-and-council-formal-meeting.md
84,5,2022-05-03,Lba Rda And Council Formal Meeting,minutes/2022/2022-05-02/2022-05-03_lba-rda-and-council-formal-meeting.md
85,2,2022-05-10,Limited Council Formal Meeting,minutes/2022/2022-05-09/2022-05-10_limited-council-formal-meeting.md
86,5,2022-05-10,Redevelopment Agency Rda Meeting,minutes/2022/2022-05-09/2022-05-10_redevelopment-agency-rda-meeting.md
87,2,2022-05-17,Council Work Session Meeting,minutes/2022/2022-05-16/2022-05-17_council-work-session-meeting.md
88,3,2022-05-17,Revised Lba Rda And Council Formal Meeting,minutes/2022/2022-05-16/2022-05-17_revised-lba-rda-and-council-formal-meeting.md
89,5,2022-05-17,Revised Lba Rda And Council Formal Meeting,minutes/2022/2022-05-16/2022-05-17_revised-lba-rda-and-council-formal-meeting.md
90,2,2022-05-17,Revised Lba Rda And Council Formal Meeting,minutes/2022/2022-05-16/2022-05-17_revised-lba-rda-and-council-formal-meeting.md
91,2,2022-06-02,Council Work Session Meeting,minutes/2022/2022-05-30/2022-06-02_council-work-session-meeting.md
92,2,2022-06-02,Limited Council Formal Meeting,minutes/2022/2022-05-30/2022-06-02_limited-council-formal-meeting.md
93,3,2022-06-07,Lba Rda And Council Formal Meeting,minutes/2022/2022-06-06/2022-06-07_lba-rda-and-council-formal-meeting.md
94,5,2022-06-07,Lba Rda And Council Formal Meeting,minutes/2022/2022-06-06/2022-06-07_lba-rda-and-council-formal-meeting.md
95,2,2022-06-07,Lba Rda And Council Formal Meeting,minutes/2022/2022-06-06/2022-06-07_lba-rda-and-council-formal-meeting.md
96,2,2022-06-09,Council Work Session Meeting,minutes/2022/2022-06-06/2022-06-09_council-work-session-meeting.md
97,3,2022-06-14,Lba Rda And Council Formal Meeting,minutes/2022/2022-06-13/2022-06-14_lba-rda-and-council-formal-meeting.md
98,5,2022-06-14,Redevelopment Agency Rda Meeting,minutes/2022/2022-06-13/2022-06-14_redevelopment-agency-rda-meeting.md
99,5,2022-06-14,Lba Rda And Council Formal Meeting,minutes/2022/2022-06-13/2022-06-14_lba-rda-and-council-formal-meeting.md
100,2,2022-06-14,Lba Rda And Council Formal Meeting,minutes/2022/2022-06-13/2022-06-14_lba-rda-and-council-formal-meeting.md
101,2,2022-07-12,Revised Council Formal Meeting,minutes/2022/2022-07-11/2022-07-12_revised-council-formal-meeting.md
102,2,2022-07-19,Council Formal Meeting,minutes/2022/2022-07-18/2022-07-19_council-formal-meeting.md
103,2,2022-08-02,Special Work Session Meeting,minutes/2022/2022-08-01/2022-08-02_special-work-session-meeting.md
104,2,2022-08-09,Council Work Session Meeting,minutes/2022/2022-08-08/2022-08-09_council-work-session-meeting.md
105,5,2022-08-09,Redevelopment Agency Rda Meeting,minutes/2022/2022-08-08/2022-08-09_redevelopment-agency-rda-meeting.md
106,2,2022-08-16,Council Formal Meeting,minutes/2022/2022-08-15/2022-08-16_council-formal-meeting.md
107,2,2022-08-16,Council Work Session Meeting,minutes/2022/2022-08-15/2022-08-16_council-work-session-meeting.md
108,2,2022-08-29,Special Limited Formal Meeting,minutes/2022/2022-08-29/2022-08-29_special-limited-formal-meeting-budget-amendment.md
109,2,2022-08-29,Special Limited Formal Meeting,minutes/2022/2022-08-29/2022-08-29_special-limited-formal-meeting-truth-in-taxation.md
110,5,2022-09-13,Redevelopment Agency Rda Meeting,minutes/2022/2022-09-12/2022-09-13_redevelopment-agency-rda-meeting.md
111,2,2022-09-20,Council Formal Meeting,minutes/2022/2022-09-19/2022-09-20_council-formal-meeting.md
112,2,2022-09-20,Council Work Session Meeting,minutes/2022/2022-09-19/2022-09-20_council-work-session-meeting.md
113,2,2022-10-04,Revised Council Formal Meeting,minutes/2022/2022-10-03/2022-10-04_revised-council-formal-meeting.md
114,2,2022-10-04,Revised Council Work Session Meeting,minutes/2022/2022-10-03/2022-10-04_revised-council-work-session-meeting.md
115,5,2022-10-11,Redevelopment Agency Rda Meeting,minutes/2022/2022-10-10/2022-10-11_redevelopment-agency-rda-meeting.md
116,2,2022-10-18,Revised Council Formal Meeting,minutes/2022/2022-10-17/2022-10-18_revised-council-formal-meeting.md
117,2,2022-10-18,Revised Council Work Session Meeting,minutes/2022/2022-10-17/2022-10-18_revised-council-work-session-meeting.md
118,5,2022-10-18,Revised Council Formal Meeting,minutes/2022/2022-10-17/2022-10-18_revised-council-formal-meeting.md
119,5,2022-11-10,Redevelopment Agency Rda Meeting,minutes/2022/2022-11-07/2022-11-10_redevelopment-agency-rda-meeting.md
120,2,2022-11-10,Revised Council Formal Meeting,minutes/2022/2022-11-07/2022-11-10_revised-council-formal-meeting.md
121,2,2022-11-10,Revised Council Work Session Meeting,minutes/2022/2022-11-07/2022-11-10_revised-council-work-session-meeting.md
122,2,2022-11-22,Revised Council Formal Meeting,minutes/2022/2022-11-21/2022-11-22_revised-council-formal-meeting.md
123,2,2022-11-22,Revised Council Work Session Meeting,minutes/2022/2022-11-21/2022-11-22_revised-council-work-session-meeting.md
124,2,2022-12-06,Council Formal Meeting,minutes/2022/2022-12-05/2022-12-06_council-formal-meeting.md
125,2,2022-12-06,Council Work Session Meeting,minutes/2022/2022-12-05/2022-12-06_council-work-session-meeting.md
126,2,2022-12-13,Council Formal Meeting,minutes/2022/2022-12-12/2022-12-13_council-formal-meeting.md
127,2,2022-12-13,Council Work Session Meeting,minutes/2022/2022-12-12/2022-12-13_council-work-session-meeting.md
128,5,2022-12-13,Redevelopment Agency Rda Meeting,minutes/2022/2022-12-12/2022-12-13_redevelopment-agency-rda-meeting.md
129,2,2023-01-03,Council Formal Meeting,minutes/2023/2023-01-02/2023-01-03_council-formal-meeting.md
130,2,2023-01-03,Council Work Session Meeting,minutes/2023/2023-01-02/2023-01-03_council-work-session-meeting.md
131,2,2023-01-10,Council Work Session Meeting,minutes/2023/2023-01-09/2023-01-10_council-work-session-meeting.md
132,5,2023-01-10,Redevelopment Agency Rda Meeting,minutes/2023/2023-01-09/2023-01-10_redevelopment-agency-rda-meeting.md
133,2,2023-01-17,Council Formal Meeting,minutes/2023/2023-01-16/2023-01-17_council-formal-meeting.md
134,2,2023-01-17,Council Work Session Meeting,minutes/2023/2023-01-16/2023-01-17_council-work-session-meeting.md
135,2,2023-02-07,Council Formal Meeting,minutes/2023/2023-02-06/2023-02-07_council-formal-meeting.md
136,2,2023-02-07,Council Work Session Meeting,minutes/2023/2023-02-06/2023-02-07_council-work-session-meeting.md
137,5,2023-02-14,Redevelopment Agency Rda Meeting,minutes/2023/2023-02-13/2023-02-14_redevelopment-agency-rda-meeting.md
