application_id,app_key,body_id,name,rep_title
1,Redevelopment Agency|s|minutes/2021/2021-02-08/2021-02-09_redevelopment-agency-rda-meeting.md|1,5,,"Approve minutes from May 5, 2020 and January 12, 2021"
2,Redevelopment Agency|s|minutes/2021/2021-02-08/2021-02-09_redevelopment-agency-rda-meeting.md|2,5,,"Adopt and confirm RDA Resolution 3 of 2021, Adopting an Updated RDA Art Policy"
3,Redevelopment Agency|s|minutes/2021/2021-02-08/2021-02-09_redevelopment-agency-rda-meeting.md|3,5,,"Adopt and confirm RDA Resolution 4 of 2021, Housing Allocation Funds Policy"
4,Redevelopment Agency|line community reinvestment project area,5,Line Community Reinvestment Project Area,Approve the Consent Agenda (Resolution: Amending the 9 Line Community Reinvestment Project Area Budget)
5,Council|s|minutes/2021/2021-03-01/2021-03-02_council-formal-meeting.md|2,2,,Close the Public Hearing and defer action to a future Council meeting (West End Alley Vacation adjacent to properties at 740 West and 746 West 900 South)
6,Council|s|minutes/2021/2021-03-01/2021-03-02_council-formal-meeting.md|3,2,,Close the public hearing and defer action to a future Council meeting (Zoning Map Amendment at 706-740 West 900 South and 710-739 West Genesee Avenue)
7,Council|s|minutes/2021/2021-03-01/2021-03-02_council-formal-meeting.md|5,2,,Close the public hearing and defer action to a future Council meeting (Rezone at 1301 and 1321 South State Street)
8,Council|s|minutes/2021/2021-03-15/2021-03-16_council-formal-meeting.md|4,2,,Close the Public Hearing and defer action to a later date (Zoning Text Amendments for Off-street Parking).
9,Council|s|minutes/2021/2021-03-15/2021-03-16_council-formal-meeting.md|5,2,,Close the Public Hearing and defer action until related amendments such as the Affordable Housing Overlay or Residential Housing Loss Mitigation Plan are brought to the Council for consideration and potential adoption (RMF-30 Text Amendment).
10,Council|s|minutes/2021/2021-03-15/2021-03-16_council-formal-meeting.md|6,2,,"Adopt Ordinance 3 of 2021, for the West End Alley Vacation (Adjacent to Properties at 740 West and 746 West 900 South)."
