referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,6,Council,439,PlanningCommission,address,low,740 w 900 s,0.159,2021-03-02,2020-04-08,328,
2,7,Council,472,PlanningCommission,address+subject,high,1321 s state,0.758,2021-03-02,2020-08-26,188,
3,11,Council,439,PlanningCommission,address,low,740 w 900 s,0.162,2021-03-16,2020-04-08,342,
4,12,Council,472,PlanningCommission,address+subject,high,1321 s state,1.0,2021-03-16,2020-08-26,202,
5,17,Council,439,PlanningCommission,address,low,740 w 900 s,0.162,2021-04-20,2020-04-08,377,
6,29,Council,525,PlanningCommission,subject,medium,,0.522,2021-07-13,2021-02-24,139,
7,31,Council,525,PlanningCommission,subject,medium,,0.522,2021-07-13,2021-02-24,139,
8,40,Council,486,PlanningCommission,subject,medium,,0.745,2021-08-17,2020-10-14,307,
9,51,Council,537,PlanningCommission,address,low,1991 s 200 e; 203 e 2100 s; 221 e 2100 s,0.195,2021-10-19,2021-05-12,160,
10,53,Council,552,PlanningCommission,subject,medium,,0.569,2021-11-09,2021-07-28,104,
11,78,Council,597,PlanningCommission,address+subject,high,601 s 900 e,0.761,2022-03-22,2021-12-15,97,
12,99,Council,617,PlanningCommission,subject,medium,,0.608,2022-08-16,2022-02-09,188,
13,101,Council,127,Redevelopment Agency,subject,medium,,1.0,2022-08-16,2022-12-13,-119,
14,107,Council,600,PlanningCommission,address+subject,high,1330 s 700 w,0.248,2022-09-20,2021-12-15,279,
15,116,Council,586,PlanningCommission,address,low,1850 w indiana,0.125,2022-10-18,2021-10-27,356,
16,117,Council,586,PlanningCommission,address+subject,high,1850 w indiana; 1965 w 500 s,0.748,2022-10-18,2021-10-27,356,
17,119,Council,668,PlanningCommission,address+subject,high,856 w 1300 s,0.693,2022-11-10,2022-08-24,78,
18,125,Council,668,PlanningCommission,address+subject,high,856 w 1300 s,0.227,2022-11-22,2022-08-24,90,
19,136,Council,630,PlanningCommission,subject,medium,,0.363,2023-02-07,2022-03-23,321,
20,142,Council,688,PlanningCommission,subject,medium,,0.703,2023-11-14,2022-12-14,335,
21,146,Council,630,PlanningCommission,subject,medium,,0.363,2023-03-21,2022-03-23,363,
22,156,Council,669,PlanningCommission,subject,medium,,0.775,2023-04-18,2022-08-24,237,
23,161,Council,669,PlanningCommission,subject,medium,,0.776,2023-05-02,2022-08-24,251,
24,176,Council,669,PlanningCommission,subject,medium,,0.541,2023-07-11,2022-08-24,321,
25,177,Council,720,PlanningCommission,address+subject,high,1782 s 1600 e,0.83,2023-07-18,2023-04-26,83,
26,188,Council,720,PlanningCommission,address+subject,high,1782 s 1600 e,0.83,2023-09-05,2023-04-26,132,
27,199,Council,734,PlanningCommission,address+subject,high,2157 s lincoln,0.707,2023-11-07,2023-07-26,104,
28,216,Council,770,PlanningCommission,subject,medium,,0.38,2023-12-05,2023-10-25,41,
29,221,Council,734,PlanningCommission,address+subject,high,2157 s lincoln,0.204,2023-12-12,2023-07-26,139,
30,229,Council,758,PlanningCommission,subject,medium,,0.532,2024-03-05,2023-10-11,146,
31,231,Council,747,PlanningCommission,subject,medium,,0.932,2024-03-05,2023-09-13,174,
32,231,Council,748,PlanningCommission,subject,medium,,0.932,2024-03-05,2023-09-13,174,
33,235,Council,747,PlanningCommission,subject,medium,,0.441,2024-03-26,2023-09-13,195,
34,249,Council,775,PlanningCommission,subject,medium,,1.0,2024-05-07,2023-11-08,181,
35,254,Council,808,PlanningCommission,subject,medium,,0.516,2024-06-04,2024-03-13,83,
36,290,Council,285,Redevelopment Agency,subject,medium,,0.617,2024-10-15,2024-10-08,7,
37,297,Council,782,PlanningCommission,subject,medium,,0.502,2024-11-19,2023-12-13,342,
38,316,Council,836,PlanningCommission,subject,medium,,1.0,2025-04-15,2024-06-26,293,
39,316,Council,868,PlanningCommission,subject,medium,,0.933,2025-04-15,2025-01-08,97,
40,341,Council,413,Local Building Authority,subject,medium,,0.303,2025-09-02,2026-06-02,-273,
41,341,Council,414,Community Reinvestment Agency,subject,medium,,0.303,2025-09-02,2026-06-02,-273,
42,360,Council,357,Community Reinvestment Agency,subject,medium,,1.0,2025-10-21,2025-10-14,7,
43,388,Council,379,Community Reinvestment Agency,subject,medium,,1.0,2026-03-24,2026-03-24,0,
