application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2020/2020-01-06/2020-01-09_city-council-meeting.md|11,1,,"Council Member Gerber moved to approve the Bonanza Flat Conservation Easement and Bonanza Flat Adaptive Management Plan, and grant the easement to Utah Open Lands"
2,Council|s|minutes/2020/2020-01-06/2020-01-09_city-council-meeting.md|12,1,,Council Member Joyce moved to ratify the findings of fact and conclusions of law for the Denial of the Proposed Conditional Use Permit located at 901 Woodside Avenue as amended
3,Council|lilac hill subdivision,1,Lilac Hill Subdivision,"Council Member Joyce moved to approve Ordinance 2020-02, an ordinance approving the Lilac Hill Subdivision located at 729, 741, 747, 751, 755 Rossie Hill Drive"
4,Council|silver rail subdivision,1,Silver Rail Subdivision,"Council Member Worel moved to approve Ordinance 2020-03, an ordinance approving the two-lot Silver Rail Subdivision located at 2080 Gold Dust Lane and 2211 Sidewinder Drive, Park City, Utah"
5,Council|s|minutes/2020/2020-01-06/2020-01-09_city-council-meeting.md|16,1,,"Council Member Doilney moved to continue an ordinance amending the zoning map from Residential Development to General Commercial for 2080 Gold Dust Lane and 2211 Sidewinder Drive, Park City, Utah to a date uncertain"
6,Council|s|minutes/2020/2020-01-06/2020-01-09_city-council-meeting.md|17,1,,"Council Member Joyce moved to approve Ordinance No. 2020-04, an ordinance approving a zoning map amendment for seven tracts of land zoned Residential Development, Estate, Historic Residential-Low Density, and Residential Development- Medium Density to Recreation and Open Space (ROS), including Bureau of Land Management Parcel 17 Tracts 1, 2, 4 and Parcel 18 Tracts 1, 2, 6 and 7, Park City, Utah"
7,Council|fairway meadows subdivision,1,Fairway Meadows Subdivision,"Council Member Joyce moved to approve Ordinance 2020-05, an ordinance approving the Fairway Meadows Subdivision Lot 11 Amended Plat, located at 2784 American Saddler Drive, Park City, Utah"
8,Council|s|minutes/2020/2020-01-13/2020-01-16_city-council-meeting.md|6,1,,"Council Member Joyce moved to approve Ordinance 2020-07, an ordinance approving Evergreen Lot 1 Amended Plat, located at 7058 Silver Lake Drive, Park City, Utah, as amended"
9,Council|s|minutes/2020/2020-01-13/2020-01-16_city-council-meeting.md|8,1,,"Council Member Joyce moved to continue Ordinance 2020-09, an ordinance amending the Land Management Code of Park City, Utah, amending Master Planned Development requirements, Section 15-6-5; Master Planned Affordable Housing Development, Section 15-6-7; and Defined Terms, Section 15-15 to January 30, 2020"
10,RDA|s|minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md|3,4,,"Board Member Gerber moved to authorize Matt Dias, Executive Director of the Lower Park Redevelopment Agency, to grant façade easements on properties located at 1333 and 1353 Park Avenue"
11,Council|s|minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md|5,1,,"Council Member Joyce moved to approve Ordinance 2020-09, an ordinance amending the Land Management Code of Park City, Utah, amending Master Planned Development Requirements, Section 15-6-5; Master Planned Affordable Housing Development, Section 15-6-7; and Defined Terms, Section 15-15, with the amendment of making verbiage consistent regarding the split for two acres"
12,Council|park avenue plat amendment,1,Park Avenue Plat Amendment,"Council Member Doilney moved to approve Ordinance No. 2023-26, an ordinance approving an extension of City Council's April 28, 2021 approval of Ordinance No. 2022- 10, an ordinance approving 1304 Park Avenue Plat Amendment, located at 1304 Park Avenue, Park City, Utah, with the amendment that Condition of Approval Seven (7) is changed to June 9th from May 26th"
13,Council|ordinance approving 802 empire avenue subdivision,1,Ordinance Approving 802 Empire Avenue Subdivision,"Council Member Gerber moved to continue an Ordinance Approving 802 Empire Avenue Subdivision, Located at 802 Empire Avenue, Park City, Utah to March 19, 2020"
14,Council|alice claim subdivision,1,Alice Claim Subdivision,"Council Member Joyce moved to approve Ordinance 2020-10, an ordinance approving a one year extension of the March 8, 2018 approval of the Alice Claim Subdivision and Plat Amendment located at the intersection of King Road, Ridge Avenue, and Sampson Avenue, Park City, Utah"
15,Council|ridge avenue subdivision,1,Ridge Avenue Subdivision,"Council Member Joyce moved to approve Ordinance No. 2020-11, an ordinance approving a one year extension of the March 8, 2018 approval of the Ridge Avenue Subdivision, amending Lot 1, located at the intersection of King Road, Ridge Avenue, and Sampson Avenue, Park City, Utah"
16,Council|s|minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md|10,1,,"Council Member Gerber moved to approve Ordinance 2020-08, an Ordinance amending the Parking Code of Park City, Utah, amending Section 9-10-03 Anti-Idling AND approve Resolution No. 01-2020, an Anti-Idling Resolution for Motorized Vehicles in Park City, Utah, and Declaring Park City, Utah, to be an idle-Free City, amending the language from “encourages” to “prohibits” idling longer than one minute"
17,Council|daly avenue plat amendment,1,Daly Avenue Plat Amendment,"Council Member Joyce moved to approve Ordinance No. 2020-13, an ordinance approving the 182 & 184 Daly Avenue Plat Amendment, located at 182 and 184 Daly Avenue, Park City, Utah"
18,Council|s|minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md|7,1,,"Council Member Gerber moved to approve Ordinance 2020-12, an ordinance repealing Land Management Code § 15-3-5, Driveway Standards for Private Driveways within Platted, Unbuilt City Streets"
19,Council|ontario avenue plat amendment,1,Ontario Avenue Plat Amendment,"Council Member Joyce moved to approve Ordinance No. 2021-02, an ordinance approving an extension of City Council’s January 15, 2019 approval of Ordinance No. 2019-03, an ordinance approving the 510 Ontario Avenue Plat Amendment, located at 510 Ontario Avenue, Park City, Utah, and Ordinance No. 2019-04, an ordinance amending Ordinance No. 15-12 and approving the Roundabout Condominiums First Amendment, located at 300 Deer Valley Drive, Park City, Utah"
20,RDA|s|minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md|9,4,,"Board Member Joyce moved to approve the disposition of City Property located at 1333 Park Avenue, 1343 Park Avenue, 1353 Park Avenue, 1350 Woodside Avenue, and 1835 Three Kings Drive, and authorize the City Manager to enter into sales contracts with qualified buyers"
21,Council|s|minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md|7,1,,"Council Member Joyce moved to approve Ordinance 2020-14, an ordinance amending the Land Management Code of Park City, amending Chapter 15-11 Historic Preservation"
22,HA|s|minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md|9,2,,Board Member Joyce moved to approve the Intermountain Healthcare Fourth Amendment to the Housing Mitigation Plan for partial fulfillment of housing obligations as amended
23,RDA|s|minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md|10,4,,"Board Member Gerber moved to approve the disposition of city property located at 1343 Park Avenue and 1350 Woodside Avenue, and authorize the City Manager to enter into sales contracts with qualified buyers"
24,Council|s|minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md|6,1,,"Council Member Joyce moved to approve Ordinance 2020-15, amending Land Management Code § 15-7.1-7, Signatures and Recording of the Plat"
25,Council|s|minutes/2020/2020-04-13/2020-04-16_city-council-meeting.md|3,1,,"Council Member Joyce moved to approve Ordinance 2020-19, an ordinance amending the Land Management Code of Park City, Utah, Chapter 15-5-5, Architectural Design Guidelines"
26,Council|woodside avenue plat amendment,1,Woodside Avenue Plat Amendment,"Council Member Doilney moved to approve Ordinance No. 2021-33, an ordinance approving an extension of City Council's June 18, 2020 approval of Ordinance No. 2020-28, an ordinance approving the 1162 Woodside Avenue Plat Amendment, located at 1162 Woodside Avenue, Park City, Utah"
