referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,5,Council,306,PlanningCommission,subject,low,2080 gold dust; 2211 sidewinder,0.889,2020-01-09,2020-03-11,-62,
2,8,Council,295,PlanningCommission,address+subject,high,7058 silver lake,0.571,2020-01-16,2020-01-08,8,
3,13,Council,296,PlanningCommission,address+subject,high,802 empire,0.461,2020-01-30,2020-01-08,22,
4,13,Council,297,PlanningCommission,address+subject,high,802 empire,0.408,2020-01-30,2020-01-08,22,
5,17,Council,300,PlanningCommission,address+subject,high,184 daly,0.735,2020-02-27,2020-01-22,36,
6,18,Council,301,PlanningCommission,subject,medium,,0.616,2020-02-06,2020-01-22,15,
7,24,Council,302,PlanningCommission,subject,medium,,0.583,2020-03-05,2020-02-12,22,
8,29,Council,314,PlanningCommission,address+subject,high,2290 deer valley,0.284,2020-05-14,2020-04-22,22,
9,30,Council,314,PlanningCommission,address+subject,high,2290 deer valley,0.56,2020-06-11,2020-04-22,50,
10,31,Council,316,PlanningCommission,address+subject,high,1121 norfolk,0.652,2020-06-11,2020-05-13,29,
11,35,Council,321,PlanningCommission,address,low,5000 royal,0.164,2020-07-09,2020-05-27,43,
12,36,Council,296,PlanningCommission,address+subject,high,802 empire,0.462,2020-07-09,2020-01-08,183,
13,36,Council,297,PlanningCommission,address+subject,high,802 empire,0.402,2020-07-09,2020-01-08,183,
14,36,Council,317,PlanningCommission,address+subject,high,802 empire,0.464,2020-07-09,2020-05-13,57,
15,37,Council,293,PlanningCommission,address+subject,high,1274 park,0.563,2020-07-09,2020-01-08,183,
16,38,Council,323,PlanningCommission,subject,medium,,0.839,2020-07-09,2020-06-10,29,
17,42,Council,334,PlanningCommission,subject,medium,,0.444,2020-07-30,2020-07-08,22,
18,45,Council,337,PlanningCommission,subject,medium,,0.532,2020-09-17,2020-08-26,22,
19,49,Council,345,PlanningCommission,subject,medium,,0.418,2020-10-01,2020-10-14,-13,
20,55,Council,348,PlanningCommission,address,low,327 mchenry; 331 mchenry,0.787,2020-11-19,2020-10-28,22,
