city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
ogden,plan_2022,District 1,OGD15,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD18,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD20,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD21,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD22,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD27,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD31,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD32,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD33,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 1,OGD35,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD01,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD02,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD03,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD04,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD05,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD06,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD07,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD08,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
ogden,plan_2022,District 2,OGD09,2022-03-15,,geo/precinct_to_district.csv (2025),high,authoritative Ogden City GIS MUNIWARD assignment (source_year 2025 = the current layer). Districts D1/D3 (2025) and D4 (2023) are additionally corroborated by the district-winner precinct cross-check (see --check); D2 was unopposed both cycles.
