city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
ogden,Council,D1,District 1,Angela Choberka,angela_choberka,2018-01-01,2022-01-04,elected,reelected,2017,2020-01-07,2021-12-21,"votes:2020-01-07.. (observed serving, cities.db role first_seen); minutes:2020-01-07 ('Vice Chair Choberka' present and NOT among those sworn in that day -> a continuing 2017-cycle incumbent, not a 2019 winner); election:2021 (District 1 winner — re-election)",medium,"PRE-FLOOR term: the 2017 election predates the 2019 election-data floor and the 2020 minutes floor; term-start 2018-01 inferred from Ogden's B-cycle 4-year stagger (row confidence medium — only the START date is inferred; her 2020-2021 membership is documented). Held DISTRICT 1 (Vice Chair 2020), then RE-ELECTED to D1 in 2021 -> D1 was her seat continuously."
ogden,Council,D1,District 1,Angela Choberka,angela_choberka,2022-01-04,2026-01-20,reelected,did-not-run,2021,2022-01-04,2026-01-06,"election:2021 (District 1 winner, def. Thomas H. Gooch 64.1-35.9); minutes:2022-01-04 (Oath of Office administered to newly re-elected Council member Angela Choberka); minutes:2026-01-06 (her final meeting — 'her last meeting … after eight years on the Council')",high,"Re-elected D1 2021. NOT a candidate in the 2025 D1 race (won by Flor Lopez) -> term expired Jan 2026 -> did-not-run. Her last ATTENDED meeting was 2026-01-06; she held the seat as a holdover until her successor Flor Lopez qualified (sworn 2026-01-20), so D1 chains 2026-01-20 with NO vacancy. NB: the 2026-05-19 minutes carry a preserved clerk roll-call typo whose single VOTING-AYE line lists departed members BLAIR & CHOBERKA (that meeting's own present-list shows the correct seated council). That stray 2026-05-19 vote falls OUTSIDE her D1 tenure window [2022-01-04, 2026-01-20), so the tenure-window clamp excludes it and her last_vote is her true last vote 2026-01-06."
ogden,Council,D1,District 1,Flor Lopez,flor_lopez,2026-01-20,,elected,serving,2025,2026-01-20,2026-05-19,"election:2025 (District 1 winner, def. Jase Reyneveld 60.12-39.88); minutes:2026-01-06 (Chair noted 'Council member Elect Lopez was unavailable to be sworn in to office until the second week of January'); minutes:2026-01-20 (present + voting); votes:cities.db first_seen 2026-01-20",high,"Elected D1 2025 — the first D1 seat won under the NEW (plan_2022) district lines. Sworn ~mid-January and first attested voting 2026-01-20 (her predecessor Choberka held the seat over from her 2026-01-06 final meeting until then -> no gap). DISTINCT from Luis Lopez (At-Large C, <=2023) — two different people, disambiguated by first name. Currently serving."
ogden,Council,D2,District 2,Richard A. Hyer,richard_hyer,2020-01-07,2024-01-02,elected,reelected,2019,2020-01-07,2023-12-19,"election:2019 (District 2 winner, UNOPPOSED 100%); minutes:2020-01-07 (Oath of Office administered to newly elected Council member Richard A. Hyer)",high,Elected D2 2019 (unopposed). Longest-tenured member in the window ('16 years' of service he noted in 2020). Chair 2024-2026. Re-elected D2 2023 (unopposed) -> continuous.
ogden,Council,D2,District 2,Richard A. Hyer,richard_hyer,2024-01-02,,reelected,serving,2023,2024-01-09,2026-05-19,"election:2023 (District 2 winner, UNOPPOSED 100%); minutes:2024-01-02 (Oath of Office administered to newly elected/re-elected Council members Dave Graf, Richard A. Hyer, and Shaun Myers)",high,Re-elected D2 2023 unopposed (continuous service). Currently serving (Chair).
ogden,Council,D3,District 3,Doug Stephens,doug_stephens,2018-01-01,2022-01-04,elected,did-not-run,2017,2020-01-07,2021-12-21,"votes:2020-01-07.. (observed serving, cities.db role first_seen); minutes:2020-01-07 ('Council member Stephens' present and NOT among those sworn in that day -> a continuing 2017-cycle incumbent); election:2021 (District 3 won by Ken Richey — Stephens not a candidate)",medium,"PRE-FLOOR term (2017 cycle; term-start 2018-01 inferred from the B-cycle stagger, medium). SEAT ASSIGNED BY ELIMINATION: the four 2020-2021 B-cycle incumbents were Choberka (D1), White (AL-A), Blair (AL-B) — each RE-ELECTED to that seat in 2021 — and Stephens, the departing incumbent, whose seat (D3) was won by newcomer Ken Richey in 2021. Not a 2021 candidate -> term expired Jan 2022 -> did-not-run. NB: the Jan-2022 chair-election roll calls PRINT departed member STEPHENS (a preserved source clerk typo — Richey was the sitting D3 member; see meeting_minutes/CLAUDE.md), giving him a stray 2022-01-11 db vote. That date falls OUTSIDE his D3 tenure window [2018-01-01, 2022-01-04), so the tenure-window clamp excludes it and his last_vote is 2021-12-21. His true last service ended in 2021."
ogden,Council,D3,District 3,Ken Richey,ken_richey,2022-01-04,2026-01-06,elected,reelected,2021,2022-01-04,2025-12-16,"election:2021 (District 3 winner, def. Priscilla Martinez 51.61-48.39); minutes:2022-01-04 (seated; present as Council member Ken Richey); votes:cities.db first_seen 2022-01-04",high,Elected D3 2021 (newcomer replacing Stephens). Election name 'KEN RICHEY' (2021) == 'KEN R. RICHEY' (2025) — same person. Re-elected 2025 (continuous D3).
ogden,Council,D3,District 3,Ken Richey,ken_richey,2026-01-06,,reelected,serving,2025,2026-01-06,2026-05-19,"election:2025 (District 3 winner, def. Heath Satow 52.15-47.85); minutes:2026-01-06 (present, first meeting of the new term — re-elected incumbent)",high,Re-elected D3 2025 (continuous service; a returning incumbent so no swearing gap). First D3 term contested on the plan_2022 lines. Currently serving.
ogden,Council,D4,District 4,Ben Nadolski,ben_nadolski,2020-01-07,2024-01-02,elected,became-mayor,2019,2020-01-07,2023-12-19,"election:2019 (District 4 winner, UNOPPOSED 100%); minutes:2020-01-07 (Chair Ben Nadolski, oath administered — re-elected); votes:cities.db role 2020-01-07..2023-12-19 (last council vote); election:2023 (WON the Mayor race, def. Knuth); minutes:2024-01-02 (sworn as Mayor, vacating D4)",high,"Held DISTRICT 4 and was Council CHAIR 2020-2023 (a VOTING member — his council votes run 2020-01-07..2023-12-19 in cities.db). WON the 2023 MAYOR race and was sworn as Mayor 2024-01-02, so his D4 term expired at the regular cycle boundary the same day (a CLEAN term-end handoff, NOT a mid-term vacancy — the 2023 election filled D4 with Graf). His D4 tenure ends 2024-01-02 and his MAYOR tenure begins 2024-01-02 (half-open intervals — no overlap). See the MAYOR block; the non_voting_mayor flag empties his mayor-row vote bounds, and the tenure-window clamp independently confines this D4 row to [2020-01-07, 2024-01-02) (first_vote 2020-01-07, last_vote 2023-12-19) — his 2020-2023 council span cannot land on the mayoralty."
ogden,Council,D4,District 4,Dave Graf,dave_graf,2024-01-02,,elected,serving,2023,2024-01-09,2026-05-19,"election:2023 (District 4 winner, def. Steven Van Wagoner 52.68-47.32); minutes:2024-01-02 (Oath of Office administered … Dave Graf); votes:cities.db first_seen 2024-02-06",high,"Elected D4 2023 (newcomer replacing Nadolski, who moved to Mayor). Vice Chair 2026. first_vote in cities.db is 2024-02-06 — the named-roll-call seam (seated 2024-01-02; his first recorded named vote is 2024-02-06), a recording lag not the term start. Currently serving."
