date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2019-01-29,2019,White City Planning Commission Meeting,PlanningCommission,1,"To nominate Commissioner Spagnuolo for Chair, Commissioner Spagnuolo accepted",Appointment,"Pass (unanimous, of commissioners present)",Robert Frailey,Jim Mitchell,,,planning_commission/minutes/2019/2019-01-29/2019-01-29_planning-commission.md,pmn_minutes
2019-01-29,2019,White City Planning Commission Meeting,PlanningCommission,2,"To nominate Commissioner Mitchell for Vice Chair, Commissioner Mitchell accepted",Appointment,"Pass (unanimous, of commissioners present)",Christopher Spagnuolo,Robert Frailey,,,planning_commission/minutes/2019/2019-01-29/2019-01-29_planning-commission.md,pmn_minutes
2019-01-29,2019,White City Planning Commission Meeting,PlanningCommission,3,"To approve minutes from the July 17, 2018 meeting as presented",Procedural/Administrative,"Pass (unanimous, of commissioners present)",Jim Mitchell,Christopher Spagnuolo,,,planning_commission/minutes/2019/2019-01-29/2019-01-29_planning-commission.md,pmn_minutes
2019-06-25,2019,White City Planning Commission Meeting,PlanningCommission,1,"To continue minutes from the January 29, 2019 meeting to July 23rd",Procedural/Administrative,,,,,,planning_commission/minutes/2019/2019-06-25/2019-06-25_planning-commission.md,pmn_minutes
2019-06-25,2019,White City Planning Commission Meeting,PlanningCommission,2,to adjourn,Procedural/Administrative,,Christy Seiger-Webster,,,,planning_commission/minutes/2019/2019-06-25/2019-06-25_planning-commission.md,pmn_minutes
2019-06-25,2019,White City Planning Commission Meeting,PlanningCommission,3,To continue file #30939 to the July 23rd meeting,Land-Use/Zoning,"Pass (unanimous, of commissioners present)",Christy Seiger-Webster,Robert Frailey,,,planning_commission/minutes/2019/2019-06-25/2019-06-25_planning-commission.md,pmn_minutes
2019-07-23,2019,White City Planning Commission Meeting,PlanningCommission,1,"To approve minutes from the January 29, 2019 meeting",Procedural/Administrative,Pass (unanimous),Christy Seiger-Webster,Robert Frailey,,,planning_commission/minutes/2019/2019-07-23/2019-07-23_planning-commission.md,pmn_minutes
2019-07-23,2019,White City Planning Commission Meeting,PlanningCommission,2,"To approve minutes from the June 25, 2019 meeting",Procedural/Administrative,Pass (unanimous),Christy Seiger-Webster,Robert Frailey,,,planning_commission/minutes/2019/2019-07-23/2019-07-23_planning-commission.md,pmn_minutes
2019-07-23,2019,White City Planning Commission Meeting,PlanningCommission,3,To recommend approval of file #30939 to the White City Metro Township Council as presented,Land-Use/Zoning,Pass (unanimous),Christopher Spagnuolo,Weston Millen,,,planning_commission/minutes/2019/2019-07-23/2019-07-23_planning-commission.md,pmn_minutes
2019-10-22,2019,White City Planning Commission Meeting,PlanningCommission,1,"To approve minutes from the July 23, 2019 meeting as presented",Procedural/Administrative,"Pass (unanimous, of commissioners present)",Christy Seiger-Webster,Robert Frailey,,,planning_commission/minutes/2019/2019-10-22/2019-10-22_planning-commission.md,pmn_minutes
