role_id,person_id,body_id,first_seen,last_seen,n_votes
1,4,3,2026-01-22,2026-07-02,115
2,4,4,2021-03-23,2026-01-13,651
3,5,4,2023-01-10,2026-06-23,467
4,7,4,2024-01-09,2026-06-23,385
5,9,3,2020-01-06,2021-12-16,562
6,14,2,2025-08-26,2025-08-26,2
7,14,3,2020-01-06,2026-07-02,1704
8,14,5,2022-03-10,2023-09-21,3
9,15,4,2020-01-14,2020-12-08,137
10,16,1,2023-12-07,2023-12-07,1
11,21,1,2023-12-07,2023-12-07,3
12,22,4,2020-02-09,2022-12-13,311
13,23,4,2020-01-14,2024-01-23,613
14,29,3,2020-01-06,2023-12-14,1081
15,29,5,2022-03-10,2023-09-21,4
16,30,1,2023-12-07,2023-12-07,4
17,31,2,2025-08-26,2025-08-26,2
18,31,3,2020-01-06,2025-12-18,1549
19,31,5,2022-03-10,2023-09-21,4
20,32,3,2020-04-16,2020-04-16,1
21,33,4,2024-01-09,2026-06-23,384
22,34,4,2026-02-10,2026-06-23,70
23,36,1,2023-12-07,2023-12-07,4
24,40,4,2022-01-11,2026-06-23,575
25,41,1,2023-12-07,2023-12-07,4
26,43,3,2020-01-06,2025-02-20,248
27,44,2,2025-08-26,2025-08-26,2
28,44,3,2022-01-03,2026-07-02,1083
29,44,5,2022-03-10,2023-09-21,4
30,46,2,2025-08-26,2025-08-26,2
31,46,3,2022-01-03,2026-07-02,1117
32,46,4,2020-01-14,2021-11-23,332
33,46,5,2022-03-10,2023-09-21,4
34,47,4,2020-01-14,2026-06-23,888
35,48,1,2023-12-07,2023-12-07,4
36,50,4,2020-01-14,2022-12-13,404
37,52,4,2020-01-14,2020-12-08,115
38,56,1,2023-12-07,2023-12-07,4
39,57,1,2023-12-07,2023-12-07,4
40,58,2,2025-08-26,2025-08-26,2
41,58,3,2024-01-02,2026-07-02,597
42,58,4,2020-02-09,2023-12-12,480
43,60,4,2023-08-08,2026-06-23,407
44,61,3,2021-02-11,2021-12-16,325
45,61,4,2020-01-14,2021-01-26,150
46,62,1,2023-12-07,2023-12-07,4
47,63,1,2023-12-07,2023-12-07,4
48,64,1,2023-12-07,2023-12-07,4
