dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-06_city-council-regular-meeting.md,1,2020-01-06,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,1
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,1,2020-01-09,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,2
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,2,2020-01-09,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,3
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,3,2020-01-09,Council,Other,Other,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:no-signal,low,4
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,4,2020-01-09,Council,Other,Other,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:no-signal,low,5
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,5,2020-01-09,Council,Other,Other,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:no-signal,low,6
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,6,2020-01-09,Council,Other,Other,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:no-signal,low,7
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,7,2020-01-09,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-subdiv,high,8
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,8,2020-01-09,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-subdiv,high,9
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,9,2020-01-09,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,4,0,,roll-call,4-0 Pass (The vote was unanimous and the motion carried.),rule:lu-subdiv,high,10
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,10,2020-01-09,Council,Land-Use/Zoning,Land-Use,Vacation,final-action,pass,4,0,,roll-call,4-0 Pass (The vote was unanimous and the motion carried.),rule:lu-vacate,high,11
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,11,2020-01-09,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,4,0,,roll-call,4-0 Pass (The vote was unanimous and the motion carried.),rule:lu-subdiv,high,12
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,12,2020-01-09,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-subdiv,high,13
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,13,2020-01-09,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,14
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,14,2020-01-09,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-rezone,high,15
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,15,2020-01-09,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,16
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,16,2020-01-09,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-subdiv,high,17
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,17,2020-01-09,Council,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-cup,high,18
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md,18,2020-01-09,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,19
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-16_city-council-regular-meeting.md,1,2020-01-16,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,20
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-16_city-council-regular-meeting.md,2,2020-01-16,Council,Interlocal,Interlocal,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,21
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-16_city-council-regular-meeting.md,3,2020-01-16,Council,Resolution,Budget,,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:budget,high,22
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-16_city-council-regular-meeting.md,4,2020-01-16,Council,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-cup,high,23
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-16_city-council-regular-meeting.md,5,2020-01-16,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),rule:lu-subdiv,high,24
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-16_city-council-regular-meeting.md,6,2020-01-16,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass (The vote was unanimous and the motion carried.),crosswalk,high,25
