dataset,record_key,title,date,local_path,source_url,source_host,retrieved_date,verified_date,extraction_method,processing_ref
meeting_minutes,2020-01-08_city-council-meeting-joint-work-session,City Council Meeting - Joint Work Session,2020-01-08,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-meeting-joint-work-session.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=811,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-01-08_city-council-meeting-regular,City Council Meeting - Regular Agenda,2020-01-08,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-meeting-regular.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=809,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-01-22_city-council-meeting-regular,City Council Meeting - Regular Agenda,2020-01-22,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-meeting-regular.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=819,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-01-24_city-council-meeting-planning-retreat,City Council Meeting - Planning Retreat Agenda,2020-01-24,meeting_minutes/minutes/2020/2020-01-20/2020-01-24_city-council-meeting-planning-retreat.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=821,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-02-12_city-council-meeting-regular,City Council Meeting - Regular Agenda,2020-02-12,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-meeting-regular.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=826,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-02-24_joint-planning-commission-and-city-council-meeting,Joint Planning Commission and City Council Meeting,2020-02-24,meeting_minutes/minutes/2020/2020-02-24/2020-02-24_joint-planning-commission-and-city-council-meeting.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=832,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-02-26_city-council-meeting-regular,City Council Meeting - Regular Agenda,2020-02-26,meeting_minutes/minutes/2020/2020-02-24/2020-02-26_city-council-meeting-regular.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=834,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-03-11_city-council-meeting-regular,City Council Meeting - Regular Agenda,2020-03-11,meeting_minutes/minutes/2020/2020-03-09/2020-03-11_city-council-meeting-regular.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=838,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-04-01_city-council-meeting-special-joint-session,City Council Meeting - Special Joint Session -Amended,2020-04-01,meeting_minutes/minutes/2020/2020-03-30/2020-04-01_city-council-meeting-special-joint-session.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=843,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
meeting_minutes,2020-04-08_city-council-meeting-regular,City Council Meeting - Regular Agenda,2020-04-08,meeting_minutes/minutes/2020/2020-04-06/2020-04-08_city-council-meeting-regular.md,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=847,plainText=true)",vineyardut.api.civicclerk.com,,,text,meeting_minutes/CLAUDE.md §pipeline
