date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,date_precision,is_incremental,matched_election_candidate,join_confidence,sha256
2021-11-02,Tawnee McCay,Council,2021,summary,Single cycle report (2021 uncontested race),2021 Tawnee McCay (Council D3) — Single cycle report (2021 uncontested race),https://www.rivertonutah.gov/departments/recorder/elections/tawnee-mccay-campaign-finance-report-2021.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2021_mccay_campaign-finance-report.pdf,3,city_recorder_page,cycle_anchor_general_election_day,no,TAWNEE MCCAY,high,f4ac32d7b25610d700d703a8e8019017253fec9a56b6746580a4a7211e8063a2
2021-11-02,Tish Buroker,Council,2021,summary,Single cycle report (2021 uncontested race),2021 Tish Buroker (Council D4) — Single cycle report (2021 uncontested race),https://www.rivertonutah.gov/departments/recorder/elections/tish-buroker-campaign-finance-report-2021.pdf,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/2021_buroker_campaign-finance-report.pdf,4,city_recorder_page,cycle_anchor_general_election_day,no,TISH BUROKER,high,0b6efc1e52f5890d2bf1808cde889a362c700098d345e416962755a1ef291c46
2021-11-02,Trent Staggs,Mayor,2021,summary,Single cycle report (2021 uncontested race),2021 Trent Staggs (Mayor) — Single cycle report (2021 uncontested race),https://www.rivertonutah.gov/departments/recorder/elections/trent-staggs-campaign-finance-report-2021.pdf,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/2021_staggs_campaign-finance-report.pdf,,city_recorder_page,cycle_anchor_general_election_day,no,TRENT STAGGS,high,98878329175dc7aff4de2189fdf69bfe0344114af54a6f4b61890506ea10ac30
2023-06-07,Andy Pierucci,Council,2023,declaration_of_candidacy,Declaration of Candidacy,2023 Andy Pierucci (Council D1) — Declaration of Candidacy,https://www.rivertonutah.gov/departments/recorder/elections/andy-pierucci-declaration-2023.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_pierucci_declaration.pdf,1,city_recorder_page,candidate_filing_period_anchor,,ANDY PIERUCCI,high,39973ddc7b2d5b9c51ad1ed3fc56d5a6b5f1eead7292802e6167f39077b50a7f
2023-10-24,Andy Pierucci,Council,2023,interim,"Interim (filed 2023-10-24, pre-general) [redacted]","2023 Andy Pierucci (Council D1) — Interim (filed 2023-10-24, pre-general) [redacted]",http://municipal.utah.gov/salt%20lake/2023/Riverton/Andy%20Pierucci_Campaign%20Finance_10.24.23%20%28redacted%29.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_pierucci_state_10-24-23_redacted.pdf,1,state_lg_municipal_disclosures,filename_filing_date,,ANDY PIERUCCI,high,f1ba3c0374080b65de891d4570bc011928b01e9ea1dba51a36fcd3ae4a4d7bf3
2023-11-14,Andy Pierucci,Council,2023,interim,Interim (filed 2023-11-14),2023 Andy Pierucci (Council D1) — Interim (filed 2023-11-14),http://municipal.utah.gov/salt%20lake/2023/Riverton/Andy%20Pierucci_Campaign%20Finance_11.14.23.pdf,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/2023_pierucci_state_11-14-23.pdf,1,state_lg_municipal_disclosures,filename_filing_date,,ANDY PIERUCCI,high,c825995b3e8ce1e5eee18542dbea21eaaacdfae8d60cff179ff5db109a4cd1f7
2023-12-21,Andy Pierucci,Council,2023,interim,"Interim (filed 2023-12-21, year-end)","2023 Andy Pierucci (Council D1) — Interim (filed 2023-12-21, year-end)",http://municipal.utah.gov/salt%20lake/2023/Riverton/Andy%20Pierucci_Campaign%20Finance_12.21.23.pdf,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/2023_pierucci_state_12-21-23.pdf,1,state_lg_municipal_disclosures,filename_filing_date,,ANDY PIERUCCI,high,19ec96e2c9c9b08482bb0da511c42978a4712b21d06703bbce74dae25128e0cb
2024-01-10,Andy Pierucci,Council,2023,summary,"Year-End Summary (2023 cycle, filed ~Jan 2024)","2023 Andy Pierucci (Council D1) — Year-End Summary (2023 cycle, filed ~Jan 2024)",https://www.rivertonutah.gov/departments/recorder/elections/pierucci-financial-2024.pdf,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/2023_pierucci_financial-2024.pdf,1,city_recorder_page,statutory_year_end_deadline,no,ANDY PIERUCCI,high,9b90b6ab6b917a09c00163a4246c8690c7fe85e8760bbcc5a838ea8c14b4fd71
2023-06-07,David Almond,Council,2023,declaration_of_candidacy,Declaration of Candidacy,2023 David Almond (Council D5) — Declaration of Candidacy,https://www.rivertonutah.gov/departments/recorder/elections/david-almond-declaration-2023.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_almond_declaration.pdf,5,city_recorder_page,form_sworn_date,,,none,6a02ca9e23808ec59652e36d6a306168befba84289fbcad67c0ebfa49e703197
2023-06-07,David Gatti,Council,2023,declaration_of_candidacy,Declaration of Candidacy,2023 David Gatti (Council D2) — Declaration of Candidacy,https://www.rivertonutah.gov/departments/recorder/elections/dave-gatti-declaration.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_gatti_declaration.pdf,2,city_recorder_page,candidate_filing_period_anchor,,DAVID GATTI,high,8267e3ab49201a7fc92620925ec016e023637ad997afa3b04502ce06dd02b99e
