week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-07,2020-01-01,0,1,4,0,city council meeting
2020-01-21,2020-01-15,0,1,7,2,city council meeting
2020-01-28,2020-01-22,0,1,0,0,city council meeting
2020-02-04,2020-01-29,0,1,5,0,city council meeting
2020-02-11,2020-02-05,0,1,0,0,city council meeting
2020-02-18,2020-02-12,0,1,1,0,city council meeting
2020-02-25,2020-02-19,0,2,2,0,city council meeting
2020-03-03,2020-02-26,0,1,1,0,city council meeting
2020-03-10,2020-03-04,0,1,0,0,city council meeting
2020-04-07,2020-04-01,0,1,2,0,city council meeting
2020-04-14,2020-04-08,0,1,0,0,city council meeting
2020-04-21,2020-04-15,0,1,1,0,city council meeting
2020-04-28,2020-04-22,0,1,1,0,city council meeting
2020-05-05,2020-04-29,0,1,2,0,city council meeting
2020-05-12,2020-05-06,0,1,2,0,city council meeting
2020-05-19,2020-05-13,0,1,3,0,city council meeting
2020-05-26,2020-05-20,0,1,1,0,city council meeting
2020-06-02,2020-05-27,0,1,3,0,city council meeting
2020-06-09,2020-06-03,0,1,3,2,city council meeting
2020-06-16,2020-06-10,0,1,9,3,city council meeting
2020-06-23,2020-06-17,0,1,5,3,city council meeting
2020-06-30,2020-06-24,0,2,5,3,city council meeting
2020-07-07,2020-07-01,0,1,3,1,city council meeting
2020-07-14,2020-07-08,0,1,6,2,city council meeting
2020-07-21,2020-07-15,0,1,2,0,city council meeting
2020-07-28,2020-07-22,0,1,4,1,city council meeting
2020-08-11,2020-08-05,0,1,2,0,city council meeting
2020-08-18,2020-08-12,0,1,6,1,city council meeting
2020-08-25,2020-08-19,0,1,2,1,city council meeting
2020-09-01,2020-08-26,0,1,5,2,city council meeting
2020-09-08,2020-09-02,0,1,4,0,city council meeting
2020-09-15,2020-09-09,0,1,2,0,city council meeting
2020-09-22,2020-09-16,0,1,4,0,city council meeting
2020-10-06,2020-09-30,0,1,1,0,city council meeting
2020-10-13,2020-10-07,0,1,3,3,city council meeting
2020-10-20,2020-10-14,0,1,5,0,city council meeting
2020-10-27,2020-10-21,0,1,5,0,city council meeting
2020-11-03,2020-10-28,0,1,2,0,city council meeting
2020-11-10,2020-11-04,0,1,13,4,city council meeting
2020-11-17,2020-11-11,0,1,5,3,city council meeting
2020-12-01,2020-11-25,0,1,1,0,city council meeting
2020-12-08,2020-12-02,0,1,4,0,city council meeting
2020-12-15,2020-12-09,0,1,5,1,city council meeting
2021-01-05,2020-12-30,0,1,3,0,city council meeting
2021-01-12,2021-01-06,0,1,3,0,city council meeting
2021-01-19,2021-01-13,0,1,3,1,city council meeting
2021-01-26,2021-01-20,0,1,6,2,city council meeting
2021-02-02,2021-01-27,0,1,3,0,city council meeting
2021-02-09,2021-02-03,0,1,1,0,city council meeting
2021-02-16,2021-02-10,0,1,7,0,city council meeting
2021-02-23,2021-02-17,0,1,1,0,city council meeting
2021-03-02,2021-02-24,0,1,3,1,city council meeting
2021-03-09,2021-03-03,0,1,3,2,city council meeting
2021-03-16,2021-03-10,0,1,4,0,city council meeting
2021-03-23,2021-03-17,0,1,5,0,city council meeting
2021-04-06,2021-03-31,0,1,4,0,city council meeting
2021-04-13,2021-04-07,0,1,1,1,city council meeting
2021-04-20,2021-04-14,0,1,9,3,city council meeting
2021-04-27,2021-04-21,0,1,1,1,city council meeting
2021-05-04,2021-04-28,0,1,2,0,city council meeting
2021-05-11,2021-05-05,0,1,2,2,city council meeting
2021-05-18,2021-05-12,0,1,2,0,city council meeting
2021-05-25,2021-05-19,0,1,0,0,city council meeting
2021-06-01,2021-05-26,0,1,10,1,city council meeting
2021-06-08,2021-06-02,0,1,1,0,city council meeting
2021-06-15,2021-06-09,0,1,7,0,city council meeting
2021-06-22,2021-06-16,0,1,2,0,city council meeting
2021-06-29,2021-06-23,0,1,2,0,city council meeting
2021-07-13,2021-07-07,0,1,2,1,city council meeting
2021-07-20,2021-07-14,0,1,2,0,city council meeting
2021-07-27,2021-07-21,0,1,1,0,city council meeting
2021-08-10,2021-08-04,0,1,0,0,city council meeting
2021-08-17,2021-08-11,0,1,6,2,city council meeting
2021-08-24,2021-08-18,0,1,0,0,city council meeting
2021-09-07,2021-09-01,0,1,6,0,city council meeting
2021-09-14,2021-09-08,0,1,2,0,city council meeting
2021-09-21,2021-09-15,0,1,1,0,city council meeting
2021-09-28,2021-09-22,0,1,2,0,city council meeting
2021-10-05,2021-09-29,0,1,2,1,city council meeting
2021-10-12,2021-10-06,0,1,2,1,city council meeting
2021-10-19,2021-10-13,0,1,8,0,city council meeting
2021-10-26,2021-10-20,0,1,0,0,city council meeting
2021-11-09,2021-11-03,0,1,2,0,city council meeting
2021-11-16,2021-11-10,0,1,10,1,city council meeting
2021-11-23,2021-11-17,0,2,2,0,city council meeting
2021-12-07,2021-12-01,0,1,6,0,city council meeting
2021-12-14,2021-12-08,0,1,1,0,city council meeting
2022-01-04,2021-12-29,0,1,4,0,city council meeting
2022-01-18,2022-01-12,0,1,2,0,city council meeting
2022-01-25,2022-01-19,0,1,1,0,city council meeting
2022-02-01,2022-01-26,0,1,2,0,city council meeting
2022-02-08,2022-02-02,0,1,1,0,city council meeting
2022-02-15,2022-02-09,0,1,6,2,city council meeting
2022-02-22,2022-02-16,0,1,1,0,city council meeting
2022-03-01,2022-02-23,0,2,3,2,city council meeting
2022-03-15,2022-03-09,0,1,5,2,city council meeting
2022-03-22,2022-03-16,0,1,0,0,city council meeting
2022-03-29,2022-03-23,0,2,1,0,city council meeting
2022-04-05,2022-03-30,0,1,3,2,city council meeting
2022-04-12,2022-04-06,0,1,0,0,city council meeting
2022-04-19,2022-04-13,0,1,4,0,city council meeting
2022-04-26,2022-04-20,0,2,0,0,city council meeting
2022-05-03,2022-04-27,0,1,4,0,city council meeting
2022-05-10,2022-05-04,0,1,0,0,city council meeting
2022-05-17,2022-05-11,0,2,8,1,city council meeting
2022-05-24,2022-05-18,0,1,1,0,city council meeting
2022-05-31,2022-05-25,0,1,2,2,city council meeting
2022-06-07,2022-06-01,0,1,8,2,city council meeting
2022-06-14,2022-06-08,0,1,3,2,city council meeting
2022-06-21,2022-06-15,0,1,3,0,city council meeting
2022-06-28,2022-06-22,0,1,3,0,city council meeting
2022-07-19,2022-07-13,0,1,0,0,city council meeting
2022-07-26,2022-07-20,0,1,2,0,city council meeting
2022-08-09,2022-08-03,0,1,1,0,city council meeting
2022-08-16,2022-08-10,0,1,3,1,city council meeting
2022-09-06,2022-08-31,0,1,3,0,city council meeting
2022-09-13,2022-09-07,0,1,2,0,city council meeting
2022-09-20,2022-09-14,0,1,1,1,city council meeting
2022-10-04,2022-09-28,0,1,2,1,city council meeting
2022-10-11,2022-10-05,0,1,2,0,city council meeting
2022-10-18,2022-10-12,0,1,7,1,city council meeting
2022-10-25,2022-10-19,0,1,1,0,city council meeting
2022-11-08,2022-11-02,0,1,1,0,city council meeting
2022-11-15,2022-11-09,0,1,4,0,city council meeting
2022-12-06,2022-11-30,0,1,6,4,city council meeting
2022-12-13,2022-12-07,0,1,1,0,city council meeting
2022-12-20,2022-12-14,0,1,4,2,city council meeting
2023-01-03,2022-12-28,0,1,4,1,city council meeting
2023-01-10,2023-01-04,0,1,1,0,city council meeting
2023-01-17,2023-01-11,0,1,4,2,city council meeting
2023-01-24,2023-01-18,0,1,1,1,city council meeting
2023-01-31,2023-01-25,0,1,2,0,city council meeting
2023-02-07,2023-02-01,0,1,0,0,city council meeting
2023-02-14,2023-02-08,0,1,2,0,city council meeting
2023-02-21,2023-02-15,0,1,7,1,city council meeting
2023-02-28,2023-02-22,0,1,1,0,city council meeting
2023-03-07,2023-03-01,0,2,7,5,city council meeting
2023-03-14,2023-03-08,0,1,0,0,city council meeting
2023-03-21,2023-03-15,0,1,4,0,city council meeting
2023-03-28,2023-03-22,0,1,0,0,city council meeting
2023-04-04,2023-03-29,0,1,2,1,city council meeting
2023-04-11,2023-04-05,0,1,1,0,city council meeting
2023-04-18,2023-04-12,0,1,6,1,city council meeting
2023-05-02,2023-04-26,0,1,4,2,city council meeting
2023-05-09,2023-05-03,0,2,1,0,city council meeting
