date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2024-05-02,2024,White City Council Meeting,Council,1,to close the Workshop portion of the meeting,Procedural/Administrative,Pass (unanimous),Greg Shelton,Tyler Huish,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,2,to accept the financial report,Other,Pass (unanimous),Phillip Cardenaz,Greg Shelton,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,3,to add emailed comments to the minutes,Other,Pass (unanimous),Phillip Cardenaz,Tyler Huish,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,4,"to accept the minutes of the White City Metro Township Council meeting held on February 1, 2024",Procedural/Administrative,Pass (unanimous),Greg Shelton,Phillip Cardenaz,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,5,to deny the rezone request,Land-Use/Zoning,Pass (unanimous),Greg Shelton,Phillip Cardenaz,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,6,"to set a public hearing to receive comments on the fiscal year 2025 tentative budget for May 16, 2024, at 6:00 pm",Budget Amendment,Pass (unanimous),Greg Shelton,,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,7,"to set a public hearing to receive comments on the 2025 fee schedule, the final fiscal year 2025 budget, and salaries of the elected and appointed officials of White City, to be set for June 6, 2024, at 6:00 pm",Appointment,Pass (unanimous),Greg Shelton,Phillip Cardenaz,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,8,to approve the resolution with amendments to the firework restrictions map,Resolution,Pass (unanimous),Phillip Cardenaz,Greg Shelton,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,9,to direct planning staff to move forward with the grant,Grant-Funding,Pass (unanimous),Tyler Huish,Phillip Cardenaz,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,10,"to set a public hearing for June 6, 2024, at 6:00 pm",Other,Pass (unanimous),Greg Shelton,Tyler Huish,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
2024-05-02,2024,White City Council Meeting,Council,11,"to set a public hearing to receive comments on the White City Fee Schedule for June 6, 2024, at 6:00 pm",Other,Pass (unanimous),Greg Shelton,Phillip Cardenaz,,,meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md,minutes
