week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-07,2020-01-01,0,1,11,1,city council meeting
2020-01-21,2020-01-15,0,1,7,1,city council meeting
2020-02-04,2020-01-29,0,1,0,0,budget finance committee
2020-02-18,2020-02-12,0,1,2,0,city council meeting
2020-03-03,2020-02-26,0,1,6,0,city council meeting
2020-03-17,2020-03-11,0,1,7,0,city council meeting
2020-04-07,2020-04-01,0,1,6,0,city council meeting
2020-04-21,2020-04-15,0,2,6,0,city council meeting; city council special meeting
2020-05-05,2020-04-29,0,1,4,0,city council meeting
2020-05-12,2020-05-06,0,2,0,0,budget finance committee
2020-05-19,2020-05-13,0,1,8,0,city council meeting
2020-06-02,2020-05-27,0,1,8,0,city council meeting
2020-06-16,2020-06-10,0,1,8,0,city council meeting
2020-07-07,2020-07-01,0,1,6,0,city council meeting
2020-07-21,2020-07-15,0,1,5,0,city council meeting
2020-08-04,2020-07-29,0,1,4,2,city council meeting
2020-08-25,2020-08-19,0,1,5,0,city council meeting
2020-09-01,2020-08-26,0,1,1,0,city council meeting
2020-09-15,2020-09-09,0,1,4,0,city council meeting
2020-10-06,2020-09-30,0,1,6,0,city council meeting
2020-10-20,2020-10-14,0,1,3,0,city council meeting
2020-11-10,2020-11-04,0,1,5,0,city council meeting
2020-11-17,2020-11-11,0,1,1,0,city council meeting
2020-12-01,2020-11-25,0,1,4,0,city council meeting
2020-12-08,2020-12-02,0,1,2,0,city council meeting
2021-01-05,2020-12-30,0,1,9,0,city council meeting
2021-01-19,2021-01-13,0,1,5,0,city council meeting
2021-01-26,2021-01-20,0,1,0,0,budget finance committee
2021-02-02,2021-01-27,0,1,7,0,city council meeting
2021-02-16,2021-02-10,0,1,4,0,city council meeting
2021-03-02,2021-02-24,0,1,2,0,city council meeting
2021-03-16,2021-03-10,0,1,3,0,city council meeting
2021-04-06,2021-03-31,0,1,4,0,city council meeting
2021-04-20,2021-04-14,0,1,6,0,city council meeting
2021-05-11,2021-05-05,0,3,0,0,budget finance committee
2021-05-18,2021-05-12,0,1,5,5,city council meeting
2021-06-01,2021-05-26,0,1,2,2,city council meeting
2021-06-15,2021-06-09,0,1,7,7,city council meeting
2021-06-29,2021-06-23,0,1,0,0,city council workshop
2021-07-06,2021-06-30,0,1,4,1,city council meeting
2021-07-20,2021-07-14,0,1,3,0,city council meeting
2021-08-24,2021-08-18,0,1,5,0,city council meeting
2021-09-07,2021-09-01,0,1,2,0,city council meeting
2021-09-21,2021-09-15,0,1,3,0,city council meeting
2021-10-05,2021-09-29,0,1,4,4,city council meeting
2021-10-19,2021-10-13,0,1,6,1,city council meeting
2021-11-02,2021-10-27,0,1,0,0,city council walking tour
2021-11-16,2021-11-10,0,1,3,3,city council meeting
2021-12-07,2021-12-01,0,1,9,3,city council meeting
2022-01-04,2021-12-29,0,1,8,0,city council meeting
2022-01-18,2022-01-12,0,1,3,0,city council meeting
2022-02-01,2022-01-26,0,2,5,4,city council meeting; city council special meeting
2022-02-15,2022-02-09,0,1,6,1,city council meeting
2022-03-01,2022-02-23,0,1,8,1,city council meeting
2022-03-08,2022-03-02,0,1,9,2,city council meeting
2022-04-05,2022-03-30,0,1,6,0,city council meeting
2022-04-19,2022-04-13,0,1,9,2,city council meeting
2022-05-03,2022-04-27,0,1,2,0,city council meeting
2022-05-17,2022-05-11,0,2,6,3,budget finance committee; city council meeting
2022-06-07,2022-06-01,0,1,4,0,city council meeting
2022-06-21,2022-06-15,0,1,3,0,city council meeting
2022-07-05,2022-06-29,0,1,7,0,city council meeting
2022-07-19,2022-07-13,0,2,3,0,city council meeting; city council town hall
2022-08-02,2022-07-27,0,1,3,0,city council meeting
2022-08-09,2022-08-03,0,1,2,1,city council meeting
2022-08-23,2022-08-17,0,1,4,0,city council meeting
2022-09-06,2022-08-31,0,1,2,0,city council meeting
2022-09-20,2022-09-14,0,1,6,0,city council meeting
2022-10-04,2022-09-28,0,1,5,1,city council meeting
2022-10-18,2022-10-12,0,1,4,1,city council meeting
2022-11-01,2022-10-26,0,1,4,0,city council meeting
2022-11-15,2022-11-09,0,1,1,0,committee of the whole
2022-12-06,2022-11-30,0,1,6,0,city council meeting
2022-12-13,2022-12-07,0,1,1,0,city council special meeting
2023-01-10,2023-01-04,0,1,8,0,city council meeting
