date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,1,"a BLUFFDALE ~~ ES T . 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, January 15, 2020 Notice is hereby given that the Bluffdale City Co uncil, LBA & RDA will hold a com bined meeting Wednesday, Ja nuary 15, 2020 at t he Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at .6.;QO__n,.m_, o r as soon therea fter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic confere",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,2,"Mayor Timothy reviewed Robert's Rules and noted that the procedure for voting will be changed from a roll call vote to a voice vote, except when a roll call vote is necessary. He also noted that 6 BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD AND REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, January 15, 2020 the person leading the meeting can call for adjournment but a Council Member may request a vote to adjourn if they believe further discussion needs to take place. Mayor Timothy stated that with respect to the Consent Agenda, items can be p",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,3,"6. PUBLIC HEARING - Consideration and Vote on an Amendment to the City of Bluffdale General Plan, Specifically an Update to the City-Wide Transportation Plan, City of Bluffdale, Applicant, Staff Presenter, Trevor Andra. Assistant City Engineer, Trevor Andra explained that in the work session DAI asked that the Transportation Plan be tabled. He and noted that he would still like to go through the plan. He reported that the Transportation Master Plan, Drinking Water Master Plan, and Storm Water Master Plan have all been updated. Mr. Andra explained that the plans were developed based on the Mast",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,4,"7. Consideration and Vote on a Resolution Adopting a Storm Water Master Plan, Staff Presenter, Trevor Andra. Mr. Andra reported that the Storm Water Master Plan was prepared by Staff Engineer, Dan Tracer. Existing deficiencies were identified and projects were ranked according to priority. All of the projects will be funded by the City as capital projects and will not be eligible for impact fees. Mr. Andra reported that three storm drain projects have been completed so far and 13 have been identified at a total cost of $3,484,000.00. Mr. Andra outlined four main future capital projects that ar",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,5,"8. Consideration and Vote on a Resolution Adopting the Drinking Water Master Plan, Staff Presenter, Trevor Andra. Mr. Andra invited Dr. Robert Sowby from Hansen Allen & Luce Engineers to speak about the Drinking Water Master Plan. Dr. Sowby stated that the differences between the 2017 plans and updated plans include growth projections based on land use and development plans rather than population projections as well as new locations of storage tanks and updates to the statutes and rules governing public water systems. He noted that approximately $21 million in improvements will be needed over ",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,6,"9. Consideration and Vote on a Resolution Designating the Appointment of a Mayor Pro Tempore for 2020, Presenter, Mayor Derk Timothy. Mayor Timothy explained that a Mayor Pro Tempore needs to be designated to represent the Mayor and vote on behalf of the Mayor in the event he is unavailable. Mayor Timothy asked the Council to designate someone who is flexible and who will take the responsibility seriously. Dave Kallas moved to appoint Wendy Aston as Mayor Pro Tempore for 2020. Jeff Gaston seconded the motion",Appointment,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,7,"Mayor Timothy noted that if Council Members wish to abstain from a vote, they need to note their abstention, otherwise it will be assumed that they voted with the majority on the item. 10. Consideration and Vote on a Resolution Appointing Statutory Officers, City Treasurer, and City Recorder, Presenter, Mayor Derk Timothy. Mayor Timothy stated that statutory officers must be reappointed every time the City Council has an election. The current City Treasurer, Bruce Kartchner, and City Recorder, Wendy Deppe need to be reappointed. Mark Hales moved to reappoint the current City Treasurer and City",Appointment,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,8,"13 BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD AND REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, January 15, 2020 11. Consideration and Vote on a Resolution Designating a Representative for the City of Bluffdale at the Association of Municipal Councils, Presenter, Mayor Derk Timothy. Mayor Timothy reported that a Council Member represents the City on the Association of Municipal Councils and Wendy Aston is the current representative. Wendy Aston suggested that someone else take the opportunity and noted that monthly meetings are held on the ",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,9,"12. Consideration and Vote on a Resolution Appointing an Individual to Represent the City of Bluffdale on the South Salt Lake Valley Mosquito Abatement District Board, Presenter, Mayor Derk Timothy. Mayor Timothy asked Jeff Gaston to describe the representative duties of the Board. Council Member Gaston reported that the Board meets the first or second Monday of the month at Airport No. 2 for approximately one to three hours. A certain number of elected officials must be on the Board to vote on tax items. Mayor Timothy noted that there are enough elected officials on the board so anyone can vo",Appointment,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,10,"Mayor Timothy moved to appoint Dave Kallas as Chair, Mark Hales as Vice-Chair, and Mark Reid as the Secretary/Treasurer. Wendy Aston seconded the motion",Appointment,The motion passed with the unanimous consent of the Council,Timothy,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,11,"4. Adjournment. The RDA Meeting was adjourned. CONTINUATION OF BUSINESS MEETING 14. Mayor's Report. Mayor Timothy reported on the following: • He has been attending the Southwest Mayors Meetings where they have been holding visioning meetings with the help of Logan Simpson Design. • The Mayor provided a comparison of the number of lanes per 1,000 households among the Southwest cities and noted that Bluffdale has more than double the number of lanes compared to the other municipalities. He emphasized that it is very important for the City to maintain the roads at 60 RLS levels to avoid excessiv",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-15,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,12,"The City Council was in Closed Session from 11 :20 p.m. to 11 :29 p.m. 17. Adiournment. The City Council Meeting adjourned at approximately 11 :30 p.m. 20 BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD AND REDEVEL()PMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, January 15, 2020 Approved: February 12, 2020 21 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wtdnesday, January 15, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Vaughn Pickell, City Attorney Bruce Kartchner, Adminis",Procedural/Administrative,The motion passed w ith the unan imo us consent or the Council,,,,,minutes/2020/2020-01-13/council_2020-01-15_706.md
2020-01-29,2020,"2020, City Council and Planning Commission Special Joint Meeting Agenda (PDF)",Council,1,"iJ BLUFFDALE ~~ ES T . 1 848 ~~ BLUFFDALE CITY COUNCIL BLUFFDALE CITY PLANNING COMMISSION SPECIAL JOINT MEETING AGENDA Wednesday, January 29, 2020 Notice is hereby given that the Bluffdale City Council and the Bluffdale City Planning Commission w ill ho ld a special joint meeting Wednesday, January 29, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 4:30 p.m. or as soo n thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Co uncil m ay be by electronic m eans via telephonic conference call",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-27/council_2020-01-29_709.md
2020-01-29,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,1,"a BLUFFDALE ~~ ES T . 1848 ~~ BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, January 29, 2020 Notice is hereby given that the Bluffdale City Council will hold a meeting Wednesday, January 29, 20209, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. WORK SESSION 6:00 P.M. - (The work session is for identifying future items and other council discussion. In acc",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-27/council_2020-01-29_710.md
2020-01-29,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,2,Jeff Gaston moved to table approval of consent agenda item 3.3,Procedural/Administrative,The motion died for lack of second,,,,,minutes/2020/2020-01-27/council_2020-01-29_710.md
2020-01-29,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,3,Dave Kallas moved to approve consent agenda item 3.3. Wendy Aston seconded the motion,Other,The motion passed with the unanimous consent of the Council with one abstention,,,,,minutes/2020/2020-01-27/council_2020-01-29_710.md
2020-01-29,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,4,"Jeff Gaston abstained from the vote. 4. Presentation and Discussion Relating to the Point of the Mountain Transit Study, Presenters, George Angerbauer and Project Team, UT A. Patti Garver, UTA Proj ect Manager of the Po int of the Mount Transit Study, provided a history of the project and described the cunent transit lines. The original study went to 14600 South, however, due to lack of fund ing it ended at the Draper Town Center. The original Blue Line opened in late 1999, Commuter Rail began service in 2008, and the Draper extension opened in 20 13. In 201 5, a Sandy/South Jordan Circulator ",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-27/council_2020-01-29_710.md
2020-01-29,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,5,"7. Discussion Relating to the Capital Facilities Plan, Impact Fee Facilities Plan, and Impact Fee Plan & Analysis, Presenter, Cody Deeter, Energy Finance and Government Consulting (""EFG""}; Staff Presenter, Trevor Andra. The above item was previously presented but was put on the agenda in the event additional discussion was necessary. The Council had no futiher questions and there was no action needed. Staff would review the noticing requirements and present a timeline at o the next meeting. The City Council set the public hearing date as February 26, 2020. 8. Mayor's Report. Mayor Timothy repo",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-01-27/council_2020-01-29_710.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,1,"a BLUFFDALE~~ EST . 184 8 ~~ ***AMENDED*** BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, February 12, 2020 Notice is hereby given that the Bluffdale City Council will hold a meeting Wednesday, Febru ary 12, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 6:00 p.m. or as soon therea fter as possible. Notice is further given that access to thi s meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. WORK SESSION 6:00 P.M. - (The work session is for identifying future items and other council d",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,2,"Mayor Timothy explained that the items on the Consent Agenda do not require further discussion and are approved together with a single vote. 5 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, February 12, 2020 4. Presentation, Consideration, and Vote on a Resolution of the Bluffdale City Council Adopting an Emergency Operations Plan (EOP), Staff Presenter, Natalie Hall. Emergency Preparedness Manager, Natalie Hall provided the 2020 Emergency Operations Plan (""EOP"") and stated that the plan must be approved annually. It also must be reviewed and approved any time more than 50% of the City Coun",Appointment,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,3,"5. CONTINUED FROM JANUARY 15, 2020 - Consideration and Vote on an Amendment to the City of Bluffdale General Plan, Specifically an Update to the City- Wide Transportation Plan, City of Bluffdale, Applicant. Staff Presenter, Trevor Andra. City Engineer, Trevor Andra repo1ied that the Council previously reviewed the entire General Plan and focused in on a minor collector that provides connectivity between Porter Rockwell Boulevard, Heritage Crest Way, and Harmon Day Road. He also identified the road off of 2700 West that connects from 2700 West to 2950 West around 13900 South and stated that eac",Land-Use/Zoning,The motion passed 3-to-1,,,Traci Crockett,Aye,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,3,"5. CONTINUED FROM JANUARY 15, 2020 - Consideration and Vote on an Amendment to the City of Bluffdale General Plan, Specifically an Update to the City- Wide Transportation Plan, City of Bluffdale, Applicant. Staff Presenter, Trevor Andra. City Engineer, Trevor Andra repo1ied that the Council previously reviewed the entire General Plan and focused in on a minor collector that provides connectivity between Porter Rockwell Boulevard, Heritage Crest Way, and Harmon Day Road. He also identified the road off of 2700 West that connects from 2700 West to 2950 West around 13900 South and stated that eac",Land-Use/Zoning,The motion passed 3-to-1,,,Jeff Gaston,Aye,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,3,"5. CONTINUED FROM JANUARY 15, 2020 - Consideration and Vote on an Amendment to the City of Bluffdale General Plan, Specifically an Update to the City- Wide Transportation Plan, City of Bluffdale, Applicant. Staff Presenter, Trevor Andra. City Engineer, Trevor Andra repo1ied that the Council previously reviewed the entire General Plan and focused in on a minor collector that provides connectivity between Porter Rockwell Boulevard, Heritage Crest Way, and Harmon Day Road. He also identified the road off of 2700 West that connects from 2700 West to 2950 West around 13900 South and stated that eac",Land-Use/Zoning,The motion passed 3-to-1,,,Dave Kallas,Aye,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,3,"5. CONTINUED FROM JANUARY 15, 2020 - Consideration and Vote on an Amendment to the City of Bluffdale General Plan, Specifically an Update to the City- Wide Transportation Plan, City of Bluffdale, Applicant. Staff Presenter, Trevor Andra. City Engineer, Trevor Andra repo1ied that the Council previously reviewed the entire General Plan and focused in on a minor collector that provides connectivity between Porter Rockwell Boulevard, Heritage Crest Way, and Harmon Day Road. He also identified the road off of 2700 West that connects from 2700 West to 2950 West around 13900 South and stated that eac",Land-Use/Zoning,The motion passed 3-to-1,,,Mark Hales,Nay,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,4,"6. Consideration and Vote on Adoption of a Resolution of the City Council of Bluffdale City, Utah, Authorizing the Issuance and Sale of Not More than $8,000,000 Aggregate Principal Amount of Water Revenue Bonds, Series 2020 and Related Matters, Staff Presenter, Bruce Kartchner. Finance Director, Bruce Kartchner repo1ted that a lmost one year ago the Council approved a Parameters Resolution for bonding up to $6 million for a Water Tank Proj ect at the end of 15000 South and the attendant infrastructure tying it into the mainline. He added that the project includes pressurized irrigation and exp",Contract/Purchase,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,5,"7. Mayor's Report. Mayor Timothy reported on the following: • The Legislature asked the Southwest Quadrant Mayors Council to determine which of their cities is willing to accommodate an east-west connection to create an open thoroughfare for the cities to use. • The City of Bluffdale is hosting the next Southwest Quadrant Mayors Council Meeting. • Mayor Timothy asked the Council Members to reach out to him with any questions about his conversations with the lobbyist he is working with. 8. City Manager's Report and Discussion. City Manager, Mark Reid reported on the following: • Ms. Hall provid",Land-Use/Zoning,The motion passed unanimously with the exception of Wendy Aston who was excused,,,,,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-12,2020,"2020, ***AMENDED City Council Regular Meeting Agenda and Packet PDF",Council,6,"The City Council was in C losed Session from 8:34 p.m. to 9:08 p.m. 10. Adjournment. The City Council Meetit :cl-j,ourned at approximately ~:P9.J}:p1. Approved : March 11 , 2020 12 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, February 12, 2020 Present: Mayor Derk Timothy Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Michael Fazio, City Engineer Bruce Kartchner, Administrative Services Director Shane Paddock, Public Works Director Grant Crowell, City Planner/Economic Development Director Wendy Deppe, City Recorder Excused: Wendy Aston At approximat",Procedural/Administrative,The motion passed with the unanimous consent of the Co uncil,,,,,minutes/2020/2020-02-10/council_2020-02-12_714.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,1,"BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD, AND REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, February 26, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Vaughn Pickell, City Attorney Bruce Kartchner, Finance Director Grant Crowell, City Planner/Economic Development Director Stephanie Thayer, Accountant/Human Resources Manager Michael Fazio, City Engineer Shane Paddock, Public Works Director Trevor Andra, Assistant City Engineer Jennifer Robison, Senior City Plan",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,2,3.5 Approval of a Resolution Authorizing Exception of a Donation Agreement between the Jordan River Foundation and the City of Bluffdale Regarding Interpretive Signage. 3.6 Consideration and Vote on a Resolution Appointing the City Manager as a Member of the Salt Lake Valley Emergency Communications Center (“VECC”) Board of Trustees and Recognizing the City Manager’s Authority to Designate a Member of the City’s Senior Staff or a City Council Member to Act as an Alternate Member of the VECC Board of Trustees. Dave Kallas moved to approve the Consent Agenda with the exclusion of agenda item 3.4,Appointment,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,3,"4. Presentation of the Police Department Annual Statistical Report, Presenter, Police Chief Burton. Police Chief, Andrew Burton gave a presentation on the Police Department’s Annual Statistical Report and shared a photograph of the SWAT Team in front of a Black Hawk helicopter belonging to the Army National Guard (“ANG”). The SWAT team participated in Downed Aircraft Rescue Training with the ANG a few years earlier and recently participated in an aerial tour of Camp 8 BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD, AND REDEVELOPMENT AGENCY BOARD COMBINED MEETIN",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,4,"7. Consideration and Vote on a Resolution Adopting the Bluffdale City Organizational Chart Regarding the Organizational Structure of City Departments, Officers, and Employees, Staff Presenter, Stephanie Thayer. Accountant and Human Resources Managerr, Stephanie Thayer presented an organizational chart of the City’s officers and employees and proposed the following changes: • Allow City Planner positions to be staffed at senior or associate levels depending on the need and budget. • Reclassify a Code Enforcement Officer position to full-time status. • Reclassify the Chief Building Official posi",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,5,"8. PUBLIC HEARING – Consideration and Vote on a Resolution Adopting an Amended Budget for the 2019-2020 Fiscal Year, Staff Presenters, Bruce Kartchner and Stephanie Thayer. (LBA AND RDA Public Hearings held in conjunction). Stephanie Thayer reviewed the General Fund adjustments with the Council during the Work Session. She reported on the Capital Projects Fund and outlined adjustments on the following: • Security gates for the Public Works Building equipment storage yard and emergency radio upgrades. • The South Bluff Circle Storm Drain Project was carried over and included a revised estimate ",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",LBA,6,"LOCAL BUILDING AUTHORITY (“LBA”) OF THE CITY OF BLUFFDALE BOARD MEETING 1. Roll Call. All Members of the LBA were present. 2. PUBLIC HEARING – Consideration and Vote on a Resolution Adopting an Amended Budget for the 2019-2020 Fiscal Year, Staff Presenters, Bruce Kartchner and Stephanie Thayer. (LBA Public Hearing held in conjunction with Budget Hearing). Dave Kallas moved to adopt a Resolution adopting an Amended Budget for the 2019-2020 Fiscal Year, as presented. Traci Crockett seconded the motion",Budget,The motion passed with the unanimous consent of the LBA Board,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",RDA,7,Mayor Timothy moved to adopt a Resolution approving and adopting the Community Reinvestment Project Area Plan for the Jordan Crossing Community Reinvestment Project Area. Wendy Aston seconded the motion,Land-Use/Zoning,The motion passed with the unanimous consent of the RDA Board,Timothy,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",RDA,8,Mayor Timothy moved to adopt a Resolution adopting an Amended Budget for the 2019- 2020 fiscal year. Wendy Aston seconded the motion,Budget,The motion passed with the unanimous consent of the RDA Board,Timothy,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,9,"4. Adjournment. Chair Kallas adjourned the RDA Meeting. CONTINUATION OF BUSINESS MEETING 21 BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD, AND REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, February 26, 2020 Mayor Timothy resumed the Chair. 9. Continuation and Vote on an Ordinance Adopting the Project Area Plan for the Jordan Crossing Community Reinvestment Project Area, as Approved by the Bluffdale City Redevelopment Agency, as the Official Community Reinvestment Project Area Plan for the Project Area, Presenter Jay L. Springer, Smith Hartvigs",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,10,"10. Mayor’s Report. Mayor Timothy reported on the following: • The Southwest Mayors have spoken with the Legislature about transportation in the southwest quadrant of the County including making 12600 South a State Road. • The Legislature will be proposing that the Utah Department of Transportation (“UDOT”) take 12600 South to Backus Highway, which is 8400 West, so that UDOT is responsible for maintenance and improvements. • Either Old or New Bingham Highway, where Backus Highway turns from a State Road into a local road will become a State Road, and Backus Highway will be straightened to go d",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-02-26,2020,"2020, City Council, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,11,"The City Council was in Closed Session from 10:06 p.m. to 11:28 p.m. 13. Adjournment. The City Council Meeting adjourned at approximately 11:28 p.m. __________________________________ Wendy L. Deppe, CMC City Recorder Approved: April 8, 2020______________ 24 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, February 26, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Vaughn Pickell, City Attorney Bruce Kartchner, Finance Director Grant Crowell, City Planner/Economic Development Director Wendy Deppe, City Recor",Procedural/Administrative,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-02-24/council_2020-02-26_725.md
2020-03-11,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,1,"BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, March 11, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Vaughn Pickell, City Attorney Bruce Kartchner, Administrative Services Director Jennifer Robison, Senior City Planner Michael Fazio, City Engineer Trevor Andra, Assistant City Engineer Stephanie Thayer, Accountant/Human Resources Manager Natalie Hall, Emergency Preparedness Manager Wendy Deppe, City Recorder WORK SESSION Mayor Derk Timothy called the meeting to order at 6:03 p.m. 1. Roll Call. All Members of th",Interlocal,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-09/council_2020-03-11_731.md
2020-03-11,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,2,"4. Presentation and Discussion Relating to Project Empathy, Presenters, John and Chase Hansen. Chase Hansen thanked Jeff Gaston for inviting him to tonight’s meeting. He provided information on a project he and his father created called Project Empathy that aims to provide opportunities for homeless and non-homeless individuals to have a meal together. The goal was to provide a sense of connection, togetherness, and friendship for the homeless and offer service opportunities to individuals. Mr. Hansen reported that he became motivated to help the homeless when he was approximately four years o",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-09/council_2020-03-11_731.md
2020-03-11,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,3,"8. Presentation, Consideration and Vote on a Resolution of the Bluffdale City Council Adopting an Amended Style Guide for the City of Bluffdale Relating to Signs, Staff Presenter, Jennifer Robison. City Planner, Jennifer Robison presented a resolution to add branding to the City’s Style Guide for signage and entryways. Wendy Aston moved to approve the Amended Style Guide for the City of Bluffdale. Dave Kallas seconded the motion",Resolution,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-09/council_2020-03-11_731.md
2020-03-11,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,4,"9. PUBLIC HEARING – Consideration and Vote on an Ordinance Establishing a Temporary Land Use Regulation Prohibiting Certain Applications or Approvals of a Commercial Sign Pursuant to Title 11, Chapter 22, Signs and Outdoor Advertising, Staff Presenters, Jennifer Robison and Vaughn Pickell. Mrs. Robison reported stated that the Signs and Outdoor Advertising Code is outdated and staff requested time to update it. City Attorney, Vaughn Pickell explained that the request will put a hold on any new signs or commercial sign permits for six months with the exception of three grandfathered projects, w",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-09/council_2020-03-11_731.md
2020-03-11,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,5,"10. Mayor’s Report. Mayor Timothy reported on the following: • The Southwest Mayors attended a visioning meeting with the Steering and Technical Committees. The meeting did not go well due to a disconnect in the direction of the conversation. Mayor Timothy explained that the mayors wanted to discuss infrastructure rather than land use but the advisors continued to address ways to change land use instead of how to make infrastructure better. The mayors were all dissatisfied with the direction and were in communication to determine how to resolve the issue. • Mayor Timothy, Chief Roberts, and Ma",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-09/council_2020-03-11_731.md
