candidate,election_year,report_date,source_url,reason
(all 2019 candidates),2019,2019,(not published),Logan published NO campaign-finance statements online for the 2019 cycle (only declarations/bios). Pre-dates the city's online finance posting practice.
Ernesto Lopez,2021,2021-10-26,(not published),"2021 council winner: no campaign-finance statement was ever posted by the city (only his Declaration of Candidacy is online). Publishing gap, not an archival loss."
Keegan Garrity,2021,2021-10-26,https://www.loganutah.org/departments/admin/council/Keegan%20Garrity%20-%202021October26.pdf,Wayback .org capture 302-redirects to CDN; CDN capture 404 and live 404 (no 200 capture on any host)
Jeannie F. Simmonds,2023,2023-08-29,https://www.loganutah.org/departments/admin/council/Jeannie%20F.%20Simmonds%202023August29.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Joe Needham,2023,2023-08-29,https://www.loganutah.org/departments/admin/council/Joe%20Needham%202023August29.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Katie Lee-Koven,2023,2023-08-29,https://www.loganutah.org/departments/admin/council/Katie%20Lee-Koven%202023August29.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Mark A. Anderson,2023,2023-08-29,https://www.loganutah.org/departments/admin/council/Mark%20A.%20Anderson%202023August29.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Mike Johnson,2023,2023-08-29,https://www.loganutah.org/departments/admin/council/Mike%20Johnson%202023August29.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Stefani A. M. Taylor,2023,2023-08-29,https://www.loganutah.org/departments/admin/council/Stefani%20A.%20M.%20Taylor%202023August29.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Joshua M. Molitor,2023,2023-10-05,https://www.loganutah.org/departments/admin/council/Joshua%20M.%20Molitor%202023October5.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Matthew Fatuesi,2023,2023-10-05,https://www.loganutah.org/departments/admin/council/Matthew%20Fatuesi%202023October5.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Stefani A.M. Taylor,2023,2023-10-05,https://www.loganutah.org/departments/admin/council/Stefani%20A.M.%20Taylor%202023October5.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Erin Bennett,2023,2023-10-24,https://www.loganutah.org/departments/admin/council/Erin%20Bennett%202023October24.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Jeannie F. Simmonds,2023,2023-10-24,https://www.loganutah.org/departments/admin/council/Jeannie%20F.%20Simmonds%202023October24.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Joe Needham,2023,2023-10-24,https://www.loganutah.org/departments/admin/council/Joe%20Needham%202023October24.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Katie Lee-Koven,2023,2023-10-24,https://www.loganutah.org/departments/admin/council/Katie%20Lee-Koven%202023October24.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Mark A. Anderson,2023,2023-10-24,https://www.loganutah.org/departments/admin/council/Mark%20A.%20Anderson%202023October24.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Mike Johnson,2023,2023-10-24,https://www.loganutah.org/departments/admin/council/Mike%20Johnson%202023October24.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Erin Bennett,2023,2023-11-14,https://www.loganutah.org/departments/admin/council/Erin%20Bennett%202023November14.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Jeannie F Simmonds,2023,2023-11-14,https://www.loganutah.org/departments/admin/council/Jeannie%20F%20Simmonds%202023November14.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Joe Needham,2023,2023-11-14,https://www.loganutah.org/departments/admin/council/Joe%20Needham%202023November14.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Katie Lee-Koven,2023,2023-11-14,https://www.loganutah.org/departments/admin/council/Katie%20Lee-Koven%202023November14.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Mark A Anderson,2023,2023-11-14,https://www.loganutah.org/departments/admin/council/Mark%20A%20Anderson%202023November14.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
Mike Johnson,2023,2023-11-14,https://www.loganutah.org/departments/admin/council/Mike%20Johnson%202023November14.pdf,Wayback holds only a 302 redirect to cms9files.revize.com CDN; CDN target 404s live and in-archive (never captured as bytes)
