referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
415,medium,subject,Council,PlanningCommission,33,1272,2025-04-10,"Public hearing and recommendation of Lehi City’s request for review of a Development Code Amendment to Table 37.080, Off-Street Parking.",504,2025-05-13,"Consideration of Ordinance #31-2025 approving a Development Code Amendment to Table 37.080, Off Street Parking. Mr. Struthers noted that currently, the parking table defines parking stall requirements for various uses, but for parks, playgrounds, open space, and trails, it simply states ""as approved",,0.173,
388,medium,subject,Council,PlanningCommission,19,1246,2025-01-23,"Public hearing and recommendation of Lehi City’s request for review of a comprehensive Development Code Amendment to Table 05.030.A, the residential table of uses.",475,2025-02-11,"Consideration of Ordinance #06-2025 approval of a comprehensive Development Code amendment to Table 05.030.A, the residential table of uses. Kim Struthers presented the ordinance. While in the process of looking at the nonresidential table, the planning division took the opportunity to clarify and simplify the residential table.",,0.214,
384,medium,subject,Council,PlanningCommission,145,1204,2024-08-22,"Public hearing and recommendation of Edge Home's request for preliminary subdivision review of River Point Phase 3A, a 174-unit subdivision on 48.1 acres located at approximately 3600 West 1500 North. Brittney Harris presented information on the item.",470,2025-01-14,"Consideration of Final Subdivision approval for the River Point Phase 6 Final Subdivision, a PUD subdivision with 38 single-family homes located at approximately 1100 North 3600 West. Brandon Watson was representing Edge Homes.",,0.302,
184,medium,subject,Council,PlanningCommission,124,880,2022-03-10,"Public hearing and recommendation of Edge Homes’ request for preliminary subdivision review of River Point Phase 1, a 75-unit residential development located at 3600 West 1100 North. Brittney Harris presented information on the agenda item.",246,2022-07-12,"Consideration of Final subdivision approval for the Gardner Point Phase 7, a 71-unit residential development located at approximately 1100 North 4000 West. Brandon Watts with Edge Homes was representing the applicant.",,0.303,
98,medium,subject,Council,PlanningCommission,40,681,2021-01-14,"Public hearing and recommendation of Fieldstone Homes’ request for preliminary subdivision review of Hidden Canyon Plat D, a 99-lot single-family development located approximately north of Fox Canyon Road. Sierra presented information on the agenda item. There was a prior preliminary plan that was",137,2021-02-23,"Consideration of Preliminary subdivision approval for Hidden Canyon Plat D, a 100-lot single-family development located approximately north of Fox Canyon Road. Matthew Loveland, with Fieldstone Homes, was representing the applicant. He noted that he was aware of the concerns with the trail location, but he believes that the location complies",,0.307,
210,medium,subject,Council,PlanningCommission,19,952,2022-09-08,"Public hearing and recommendation of Lehi City’s request for review of a Development Code Amendment Table 05-030 C, adding Portable Storage Containers as a permitted use in the Public Facility zone. Brittney Harris presented information on the agenda item.",276,2022-09-27,"Consideration of Ordinance #56-2022, a Development Code Amendment to Table 05-030 C, adding Portable Storage Containers as a permitted use in the Public Facility zone. Mr. Struthers stated that this is being done to accommodate for the temporary storage of the secondary water meters that are required to be installed. The Council discussed concerns that",,0.312,
275,medium,subject,Council,PlanningCommission,229,984,2022-12-08,Public hearing and recommendation of Perry Home’s request for preliminary subdivision review of Fox Canyon Plats A1 and I1 including 41 single family lots located at approximately 5400 North Fox Canyon Road with the Flex Land Use Designations in the Traverse Mountain Planned Community.,351,2023-07-25,Consideration of Final subdivision approval for Fox Canyon A1 including 23 single family home lots located at approximately 5300 North Fox Canyon Road. A representative from Perry Home was available to answer questions.,,0.317,
71,medium,subject,Council,PlanningCommission,33,646,2020-09-10,"Public hearing and recommendation of Lehi City’s request for review of a Development Code amendment to Chapter 20, Home Occupations, clarifying the storage of vehicles as a prohibited home occupation. Sierra presented information on the agenda item.",102,2020-10-13,"Consideration of Ordinance #57-2020, a Development Code amendment to Chapter 20, Home Occupations, clarifying allowed home occupations.",,0.318,
36,medium,subject,Council,PlanningCommission,19,589,2020-04-23,"Public hearing and recommendation of Lehi City’s request for review of a Development Code amendment to the Connectivity Standards in Chapter 37. Sierra Pierson, City Planner, presented information on the agenda item and specified the requested amendment standards.",59,2020-05-12,"Consideration of Ordinance #29-2020, a Development Code amendment to the Connectivity Standards in Chapter 37.",,0.322,
149,medium,subject,Council,PlanningCommission,138,750,2021-06-10,"Public hearing and recommendation of Edge Homes’ request for preliminary subdivision review of Gardner Point Phase 2, a 635-unit residential development located at approximately 3600 West 1500 North. Sierra presented information on the agenda item.",195,2021-10-26,"Consideration of Final subdivision approval for the Gardner Point Phase 3, a 198-unit residential development located at approximately 1300 North 3600 West. Brandon Watson was representing Edge Homes.",,0.346,
