date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,bytes,clip_id,delivery,stored,doc_class,fetch_status,sha256,text_path,text_chars
2020-01-09,Planning Commission 2020-01-09 agenda,PlanningCommission,,agenda,https://draper.granicus.com/AgendaViewer.php?view_id=1&clip_id=98,2026-07-13,text,pdftotext -layout,raw/2020-01-09/2020-01-09_PlanningCommission_clip98_agenda.pdf,70659,clip98,documentviewer,yes,,,,,
2020-01-09,item 1411 coversheet,PlanningCommission,,staff_report,https://draper.novusagenda.com/Agendapublic/CoverSheet.aspx?ItemID=1411&MeetingID=370,2026-07-13,html,html tag-strip,raw/2020-01-09/2020-01-09_PlanningCommission_item1411_coversheet.html,4814,clip98,novus_coversheet,yes,,,,,
2020-01-09,item 1422 coversheet,PlanningCommission,,staff_report,https://draper.novusagenda.com/Agendapublic/CoverSheet.aspx?ItemID=1422&MeetingID=370,2026-07-13,html,html tag-strip,raw/2020-01-09/2020-01-09_PlanningCommission_item1422_coversheet.html,6175,clip98,novus_coversheet,yes,,,,,
2020-01-09,item 1439 coversheet,PlanningCommission,,staff_report,https://draper.novusagenda.com/Agendapublic/CoverSheet.aspx?ItemID=1439&MeetingID=370,2026-07-13,html,none (html below text threshold),raw/2020-01-09/2020-01-09_PlanningCommission_item1439_coversheet.html,3459,clip98,novus_coversheet,yes,,,,,
2020-01-09,Staff_Report_-_PC.pdf,PlanningCommission,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1354&ItemID=1411,2026-07-17,text,pdftotext -layout,,4111650,clip98,novus_attachment,no,staff_report,ok,2f223112dcbd3fc45b6ea68177891f8aa48fbecc95dcc2d65016a5e620bf1f1e,text/2020-01-09_PlanningCommission_item1411_att1354.txt,11259
2020-01-09,01-09-20_Lofts_at_Creekside_FP_(PC_Staff_Report).pdf,PlanningCommission,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1352&ItemID=1422,2026-07-13,text,pdftotext -layout,raw/2020-01-09/2020-01-09_PlanningCommission_item1422_att1352.pdf,1608503,clip98,novus_attachment,yes,staff_report,ok,da0444d29f0d807552453fe4f624ceeb3a8e917a452c0ff35c79ce4e59ec510b,text/2020-01-09_PlanningCommission_item1422_att1352.txt,13384
2020-01-09,PC_Notes_Draft_121219-Final.pdf,PlanningCommission,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1355&ItemID=1439,2026-07-13,text,pdftotext -layout,raw/2020-01-09/2020-01-09_PlanningCommission_item1439_att1355.pdf,129989,clip98,novus_attachment,yes,,,,,
2020-01-14,City Council Meeting 2020-01-14 agenda,Council,,agenda,https://draper.granicus.com/AgendaViewer.php?view_id=1&clip_id=90,2026-07-13,text,pdftotext -layout,raw/2020-01-14/2020-01-14_Council_clip90_agenda.pdf,7525977,clip90,documentviewer,yes,,,,,
2020-01-21,City Council Meeting 2020-01-21 agenda,Council,,agenda,https://draper.granicus.com/AgendaViewer.php?view_id=1&clip_id=101,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_clip101_agenda.pdf,129572,clip101,documentviewer,yes,,,,,
2020-01-21,item 1466 coversheet,Council,,staff_report,https://draper.novusagenda.com/Agendapublic/CoverSheet.aspx?ItemID=1466&MeetingID=347,2026-07-13,html,html tag-strip,raw/2020-01-21/2020-01-21_Council_item1466_coversheet.html,8469,clip101,novus_coversheet,yes,,,,,
2020-01-21,item 1467 coversheet,Council,,staff_report,https://draper.novusagenda.com/Agendapublic/CoverSheet.aspx?ItemID=1467&MeetingID=347,2026-07-13,html,html tag-strip,raw/2020-01-21/2020-01-21_Council_item1467_coversheet.html,7813,clip101,novus_coversheet,yes,,,,,
2020-01-21,item 1469 coversheet,Council,,staff_report,https://draper.novusagenda.com/Agendapublic/CoverSheet.aspx?ItemID=1469&MeetingID=347,2026-07-13,html,html tag-strip,raw/2020-01-21/2020-01-21_Council_item1469_coversheet.html,4167,clip101,novus_coversheet,yes,,,,,
2020-01-21,item 1472 coversheet,Council,,staff_report,https://draper.novusagenda.com/Agendapublic/CoverSheet.aspx?ItemID=1472&MeetingID=347,2026-07-13,html,none (html below text threshold),raw/2020-01-21/2020-01-21_Council_item1472_coversheet.html,3463,clip101,novus_coversheet,yes,,,,,
2020-01-21,Staff_Report_-_PC.pdf,Council,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1378&ItemID=1466,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_item1466_att1378.pdf,1771869,clip101,novus_attachment,yes,staff_report,ok,bf2ad34f446bcd0d48b7fe8fe085e60e67067d30c6dfda0673b6bada636194f1,text/2020-01-21_Council_item1466_att1378.txt,27775
2020-01-21,Medical_Cannabis_Text_Ordinance_1418.pdf,Council,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1379&ItemID=1466,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_item1466_att1379.pdf,175242,clip101,novus_attachment,yes,,,,,
2020-01-21,Land_Use_Ordinance_1410.pdf,Council,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1380&ItemID=1467,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_item1467_att1380.pdf,319976,clip101,novus_attachment,yes,,,,,
2020-01-21,Rezone_Ordinance_1411.pdf,Council,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1381&ItemID=1467,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_item1467_att1381.pdf,354615,clip101,novus_attachment,yes,,,,,
2020-01-21,Staff_Report_for_Offices_on_7th.pdf,Council,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1382&ItemID=1467,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_item1467_att1382.pdf,1002535,clip101,novus_attachment,yes,staff_report,ok,f8e033639bae28e6ebbd9b6354481c9909e92568d4c0b3c18c3d6ea77df650d2,text/2020-01-21_Council_item1467_att1382.txt,16813
2020-01-21,Resolution_20-04_Declaring_property_as_surplus.pdf,Council,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1383&ItemID=1469,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_item1469_att1383.pdf,138835,clip101,novus_attachment,yes,,,,,
2020-01-21,Res._20-05Utah_HERitage_City_Resolution.pdf,Council,,exhibit,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1384&ItemID=1472,2026-07-13,text,pdftotext -layout,raw/2020-01-21/2020-01-21_Council_item1472_att1384.pdf,14715,clip101,novus_attachment,yes,,,,,
