stem,bytes,chars,status
Planning_Commission_Study_Meeting_6961_Agenda_1_2_2020_3_30_00_PM,67451,4039,extracted
City_Council_Study_Meeting_7005_Agenda_1_7_2020_4_30_00_PM,131476,3587,extracted
City_Council_Regular_Meeting_7055_Agenda_1_7_2020_6_30_00_PM,153399,3875,extracted
City_Council_Special_Meeting_7120_Agenda_1_7_2020_3_00_00_PM,125287,1564,extracted
HA_Regular_Meeting_7106_Agenda_1_7_2020_6_30_00_PM,128364,2046,extracted
BA_Regular_Meeting_7107_Agenda_1_7_2020_6_30_00_PM,129338,2600,extracted
RDA_Regular_Meeting_7105_Agenda_1_7_2020_6_30_00_PM,128944,2036,extracted
Planning_Commission_Public_Hearing_6983_Agenda_1_8_2020_4_00_00_PM,85191,5219,extracted
City_Council_Study_Meeting_7006_Agenda_1_14_2020_4_30_00_PM,134080,3901,extracted
City_Council_Regular_Meeting_7056_Agenda_1_14_2020_6_30_00_PM,150644,3688,extracted
Planning_Commission_Study_Meeting_6962_Agenda_1_15_2020_3_30_00_PM,58122,2344,extracted
Strategic_Planning_Meeting_7123_Agenda_1_17_2020_7_30_00_AM,127471,1428,extracted
City_Council_Study_Meeting_7007_Agenda_1_21_2020_4_30_00_PM,132426,3828,extracted
City_Council_Regular_Meeting_7121_Agenda_1_21_2020_6_30_00_PM,154353,4255,extracted
Planning_Commission_Public_Hearing_6984_Agenda_1_22_2020_4_00_00_PM,65223,2771,extracted
City_Council_Study_Meeting_7008_Agenda_1_28_2020_4_30_00_PM,135636,4645,extracted
City_Council_Regular_Meeting_7058_Agenda_1_28_2020_6_30_00_PM,151802,4283,extracted
City_Council_Study_Meeting_7009_Agenda_2_4_2020_4_30_00_PM,132882,4305,extracted
City_Council_Regular_Meeting_7059_Agenda_2_4_2020_6_30_00_PM,155640,4949,extracted
Special_RDA_Meeting_7124_Agenda_2_4_2020_6_30_00_PM,129649,2197,extracted
Planning_Commission_Study_Meeting_6963_Agenda_2_5_2020_3_30_00_PM,58198,2116,extracted
City_Council_Study_Meeting_7010_Agenda_2_11_2020_4_30_00_PM,133688,4266,extracted
City_Council_Regular_Meeting_7060_Agenda_2_11_2020_6_30_00_PM,152390,4647,extracted
Planning_Commission_Public_Hearing_6985_Agenda_2_12_2020_4_00_00_PM,63713,2610,extracted
City_Council_Study_Meeting_7011_Agenda_2_18_2020_4_30_00_PM,132597,3940,extracted
City_Council_Regular_Meeting_7061_Agenda_2_18_2020_6_30_00_PM,153728,5078,extracted
Special_RDA_Meeting_7125_Agenda_2_18_2020_6_30_00_PM,127737,2107,extracted
Planning_Commission_Study_Meeting_6964_Agenda_2_19_2020_3_30_00_PM,56069,1710,extracted
City_Council_Study_Meeting_7012_Agenda_2_25_2020_4_30_00_PM,134195,3904,extracted
City_Council_Regular_Meeting_7062_Agenda_2_25_2020_6_30_00_PM,152730,4132,extracted
HA_Special_Meeting_7127_Agenda_2_25_2020_6_30_00_PM,127664,2087,extracted
RDA_Special_Meeting_7126_Agenda_2_25_2020_6_30_00_PM,127713,2103,extracted
Planning_Commission_Public_Hearing_6986_Agenda_2_26_2020_4_00_00_PM,61014,2192,extracted
City_Council_Study_Meeting_7013_Agenda_3_3_2020_4_30_00_PM,109014,1351,extracted
City_Council_Regular_Meeting_7063_Agenda_3_3_2020_6_30_00_PM,109009,1334,extracted
Board_of_Adjstment_Meeting_7128_Agenda_3_4_2020_6_00_00_PM,56779,2783,extracted
Planning_Commission_Study_Meeting_6965_Agenda_3_4_2020_3_30_00_PM,60660,1960,extracted
City_Council_Study_Meeting_7014_Agenda_3_10_2020_4_30_00_PM,133140,4248,extracted
City_Council_Regular_Meeting_7064_Agenda_3_10_2020_6_30_00_PM,153616,4021,extracted
Planning_Commission_Public_Hearing_6987_Agenda_3_11_2020_4_00_00_PM,57226,2438,extracted
City_Council_Study_Meeting_7015_Agenda_3_17_2020_4_30_00_PM,150321,3147,extracted
City_Council_Regular_Meeting_7065_Agenda_3_17_2020_6_30_00_PM,155249,4949,extracted
Planning_Commission_Study_Meeting_6966_Agenda_3_18_2020_3_30_00_PM,79887,2577,extracted
City_Council_Study_Meeting_7016_Agenda_3_24_2020_4_30_00_PM,106357,1187,extracted
City_Council_Regular_Meeting_7066_Agenda_3_24_2020_6_30_00_PM,106361,1178,extracted
Planning_Commission_Public_Hearing_6988_Agenda_3_25_2020_4_00_00_PM,81328,2245,extracted
Board_of_Adjustment_Meeting_7130_Agenda_4_1_2020_6_00_00_PM,74275,1792,extracted
Planning_Commission_Study_Meeting_6967_Agenda_4_1_2020_3_30_00_PM,76569,3000,extracted
City_Council_Study_Meeting_7018_Agenda_4_7_2020_4_30_00_PM,144783,3413,extracted
City_Council_Regular_Meeting_7068_Agenda_4_7_2020_6_30_00_PM,151435,3518,extracted
HA_Regular_Meeting_7109_Agenda_4_7_2020_6_30_00_PM,106150,1173,extracted
BA_Regular_Meeting_7110_Agenda_4_7_2020_6_30_00_PM,117774,1196,extracted
RDA_Regular_Meeting_7108_Agenda_4_7_2020_6_30_00_PM,134467,3906,extracted
Planning_Commission_Public_Hearing_6989_Agenda_4_8_2020_4_00_00_PM,84544,2930,extracted
City_Council_Study_Meeting_7019_Agenda_4_14_2020_4_30_00_PM,144719,3179,extracted
City_Council_Regular_Meeting_7069_Agenda_4_14_2020_6_30_00_PM,160364,3892,extracted
Planning_Commission_Study_Meeting_6968_Agenda_4_15_2020_3_30_00_PM,76340,1623,extracted
City_Council_Study_Meeting_7020_Agenda_4_21_2020_4_30_00_PM,144768,3254,extracted
City_Council_Regular_Meeting_7070_Agenda_4_21_2020_6_30_00_PM,161109,3717,extracted
