city,candidate,election_year,office,seat,regime,regime_basis,raised_gross,spent_gross,carryover_opening,carryover_basis,raised_net_of_carryover,ending_balance,chain_closes,n_filings,n_live,n_governing,chain_len,is_floor,in_kind_basis,confidence,governing_filings,excluded_filings,gap_reason,itemized_check_raised,itemized_check_spent,itemized_check_note,review_flag
summit_county,Steve Martin,2014,County Assessor,,cumulative,county-prior,0.00,1178.28,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/1267_martin_final.pdf,raw/2014/1065_martin.pdf=duplicate-restatement,,,,no itemized layer,
summit_county,David R. Brickey,2014,County Attorney,,cumulative,filing-arithmetic,16800.00,15540.12,,,,1259.88,,2,2,1,1,,unknown,B,raw/2014/1264_brickey_final.pdf,raw/2014/1092_brickey.pdf=duplicate-restatement,,1200.00,3226.18,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
summit_county,Robert Hilder,2014,County Attorney,,cumulative,filing-arithmetic,10125.00,9888.64,,,,236.36,,2,2,1,1,,unknown,B,raw/2014/1265_hilder_final.pdf,raw/2014/1087_hilder.pdf=duplicate-restatement,,700.00,2651.07,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
summit_county,Gary S. Shumway,2014,County Auditor,,cumulative,filing-arithmetic,34383.79,34356.55,,,,27.24,,2,2,1,1,,unknown,B,raw/2014/1260_shumway_final.pdf,raw/2014/1089_shumway.pdf=duplicate-restatement,,,,no itemized layer,
summit_county,Michael Howard,2014,County Auditor,,cumulative,county-prior,2648.83,-2648.83,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/1266_howard_final.pdf,raw/2014/1097_howard.pdf=duplicate-restatement,,,,no itemized layer,
summit_county,Kent Jones,2014,County Clerk,,cumulative,filing-arithmetic,6351.27,6351.27,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/1247_jones_final.pdf,raw/2014/1088_jones.pdf=duplicate-restatement,,6351.27,6351.27,latest-ledger,
summit_county,Nick Coleman,2014,County Clerk,,cumulative,filing-arithmetic,5145.65,5145.65,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/1256_coleman_final.pdf,raw/2014/1085_coleman.pdf=duplicate-restatement,,,5145.65,latest-ledger,
summit_county,Christopher F. Robinson,2014,County Council,D,cumulative,filing-arithmetic,2612.88,2413.01,,,,199.87,,2,2,1,1,,unknown,B,raw/2014/1249_robinson_final.pdf,raw/2014/1080_robinson.pdf=duplicate-restatement,,2612.88,2413.01,latest-ledger,
summit_county,Craig Williams,2014,County Council,D,cumulative,filing-arithmetic,7497.61,7497.61,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/1251_williams_final.pdf,raw/2014/1059_williams.pdf=duplicate-restatement,,,7497.61,latest-ledger,
summit_county,David Ure,2014,County Council,E,cumulative,filing-arithmetic,550.00,500.00,,,,50.00,,2,2,1,1,,unknown,B,raw/2014/1090_ure.pdf,raw/2014/1273_ure_final.pdf=duplicate-restatement,,550.00,500.00,latest-ledger,
