dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,pmn_backfill/text/RDA_2598_457993.txt,1,2018-12-12,RDA,Other,Other,,final-action,pass,4,0,,roll-call,Carried unanimously,rule:no-signal,low,1
meeting_minutes,pmn_backfill/text/RDA_2598_457993.txt,2,2018-12-12,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,Carried unanimously,crosswalk,high,2
meeting_minutes,pmn_backfill/text/RDA_2598_457997.txt,1,2018-12-18,RDA,Ceremonial,Ceremonial,,final-action,pass,4,0,,roll-call,Carried unanimously,crosswalk,high,3
meeting_minutes,pmn_backfill/text/RDA_2598_457997.txt,2,2018-12-18,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,Carried unanimously,crosswalk,high,4
meeting_minutes,pmn_backfill/text/RDA_2598_467843.txt,1,2019-01-09,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,Carried unanimously,crosswalk,high,5
meeting_minutes,pmn_backfill/text/RDA_2598_467843.txt,2,2019-01-09,RDA,Contract/Purchase,Contract-Purchase,,final-action,pass,4,0,,roll-call,?-? Pass,crosswalk,high,6
meeting_minutes,pmn_backfill/text/RDA_2598_467843.txt,3,2019-01-09,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,Carried unanimously,crosswalk,high,7
meeting_minutes,pmn_backfill/text/RDA_2598_477027.txt,1,2019-02-13,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,Carried unanimously,crosswalk,high,8
meeting_minutes,pmn_backfill/text/RDA_2598_477027.txt,2,2019-02-13,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,Carried unanimously,crosswalk,high,9
meeting_minutes,pmn_backfill/text/RDA_2598_493373.txt,1,2019-03-13,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,3,0,,roll-call,Carried with one absent,crosswalk,high,10
meeting_minutes,pmn_backfill/text/RDA_2598_493373.txt,2,2019-03-13,RDA,Other,Budget,,final-action,pass,3,0,,roll-call,Carried with one absent,rule:budget,high,11
meeting_minutes,pmn_backfill/text/RDA_2598_493373.txt,3,2019-03-13,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,3,0,,roll-call,Carried with one absent,crosswalk,high,12
meeting_minutes,pmn_backfill/text/RDA_2598_497277.txt,1,2019-05-08,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,2,0,,roll-call,Carried with two absent,crosswalk,high,13
meeting_minutes,pmn_backfill/text/RDA_2598_497277.txt,2,2019-05-08,RDA,Procedural/Administrative,Public-Hearing,,procedural,pass,2,0,,roll-call,Carried with two absent,rule:ph-openclose,high,14
