meeting_id,body_id,meeting_date,title,source_file
1,3,2018-12-12,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_457993.txt
2,3,2018-12-18,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_457997.txt
3,3,2019-01-09,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_467843.txt
4,3,2019-02-13,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_477027.txt
5,3,2019-03-13,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_493373.txt
6,3,2019-05-08,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_497277.txt
7,3,2019-05-22,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_508227.txt
8,3,2019-07-10,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_521049.txt
9,3,2019-08-14,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_531029.txt
10,3,2019-11-13,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_563695.txt
11,1,2020-01-08,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-meeting-regular.md
12,3,2020-01-08,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_600575.txt
13,1,2020-01-22,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-meeting-regular.md
14,1,2020-02-12,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-meeting-regular.md
15,1,2020-02-26,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-02-24/2020-02-26_city-council-meeting-regular.md
16,1,2020-03-11,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-03-09/2020-03-11_city-council-meeting-regular.md
17,1,2020-04-01,City Council Meeting - Special Joint Session -Amended,meeting_minutes/minutes/2020/2020-03-30/2020-04-01_city-council-meeting-special-joint-session.md
18,1,2020-04-08,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-04-06/2020-04-08_city-council-meeting-regular.md
19,1,2020-05-13,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-05-11/2020-05-13_city-council-meeting-regular.md
20,3,2020-05-13,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_614941.txt
21,1,2020-06-24,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-06-22/2020-06-24_city-council-meeting-regular.md
22,3,2020-06-24,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_667587.txt
23,1,2020-07-08,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-07-06/2020-07-08_city-council-meeting-regular.md
24,1,2020-07-22,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-07-20/2020-07-22_city-council-meeting-regular.md
25,1,2020-08-12,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md
26,1,2020-08-26,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-08-24/2020-08-26_city-council-meeting-regular.md
27,1,2020-09-09,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-09-07/2020-09-09_city-council-meeting-regular.md
28,1,2020-09-23,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-09-21/2020-09-23_city-council-meeting-regular.md
29,1,2020-10-14,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-10-12/2020-10-14_city-council-meeting-regular.md
30,1,2020-10-28,City Council - Regular Agenda,meeting_minutes/minutes/2020/2020-10-26/2020-10-28_city-council-regular.md
31,1,2020-11-11,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-11-09/2020-11-11_city-council-meeting-regular.md
32,1,2020-11-24,City Council Meeting - Special Agenda,meeting_minutes/minutes/2020/2020-11-23/2020-11-24_city-council-meeting-special.md
33,1,2020-12-09,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2020/2020-12-07/2020-12-09_city-council-meeting-regular.md
34,3,2020-12-09,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_677385.txt
35,1,2021-01-13,City Council Meeting - Regular Agenda,meeting_minutes/minutes/2021/2021-01-11/2021-01-13_city-council-meeting-regular.md
36,3,2021-01-13,Vineyard Redevelopment Agency,pmn_backfill/text/RDA_2598_680351.txt
