url,name,etag,size,lastmodified,s3_prefix,stem
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/resolutions/documents/1655148686_05-10-22%20Magna%20Bird%20Rides%20Agreement-Final.pdf,05-10-22_Magna_Bird_Rides_Agreement-Final.pdf,adf8cb6fe91e38d240132ee6e220811f,904660,2022-06-13T19:31:28.000Z,resolutions,05-10-22 Magna Bird Rides Agreement-Final.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1743431234_Magna%202025-O-01%20Amending%20Code%20clarifying%20language%20landscape%2C%20hardscape%20and%20lighting.pdf,"Magna_2025-O-01_Amending_Code_clarifying_language_landscape,_hardscape_and_lighting.pdf",cd80fe3e67944bfca22aec92fa8df8f0,1214024,2025-03-31T14:27:16.000Z,ordinances,"Magna 2025-O-01 Amending Code clarifying language landscape, hardscape and lighting.pdf"
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1760730712_Magna%202025-O-04%20Title%208%20ALJ%20Revisions%20-%20FINAL.pdf,Magna_2025-O-04_Title_8_ALJ_Revisions_-_FINAL.pdf,1a6ec8d6b6bf01241deaef321bc7e680,3739218,2025-10-17T19:51:53.000Z,ordinances,Magna 2025-O-04 Title 8 ALJ Revisions - FINAL.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1760731799_Magna%202025-O-06%20Title%208%20Animals%20FINAL%20with%20Title%2019%20references.pdf,Magna_2025-O-06_Title_8_Animals_FINAL_with_Title_19_references.pdf,58d8f47a355e9dafc6dd735ba6da7037,4003662,2025-10-17T20:10:01.000Z,ordinances,Magna 2025-O-06 Title 8 Animals FINAL with Title 19 references.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1759252232_Magna%202025-O-11%20Amending%2019.42.020.pdf,Magna_2025-O-11_Amending_19.42.020.pdf,f3203596f0029cc63fa676cf0afd8c1d,364525,2025-09-30T17:10:34.000Z,ordinances,Magna 2025-O-11 Amending 19.42.020.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1759249458_Magna%202025-O-14%20Adding%2019.38.pdf,Magna_2025-O-14_Adding_19.38.pdf,2af30533025c12fe5a9987529c9495bc,947627,2025-09-30T16:24:19.000Z,ordinances,Magna 2025-O-14 Adding 19.38.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1760648295_Magna%202025-O-15%20Amending%2011.20%20and%2011.44.pdf,Magna_2025-O-15_Amending_11.20_and_11.44.pdf,2874da17554b7ce4f871500a4b7293a6,3861214,2025-10-16T20:58:16.000Z,ordinances,Magna 2025-O-15 Amending 11.20 and 11.44.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1777408796_Magna%202025-O-20%20HB%20368%20Code%20Revisions%20-%20EM%20with%20corrections%20to%20code.pdf,Magna_2025-O-20_HB_368_Code_Revisions_-_EM_with_corrections_to_code.pdf,296150eae83c112da57cc026065a4057,1008883,2026-04-28T20:39:57.000Z,ordinances,Magna 2025-O-20 HB 368 Code Revisions - EM with corrections to code.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1764092872_Magna%202025-O-20%20HB%20368%20Code%20Revisions.pdf,Magna_2025-O-20_HB_368_Code_Revisions.pdf,0e05bc1e4b7981a59ee83262d459822e,777954,2025-11-25T17:47:53.000Z,ordinances,Magna 2025-O-20 HB 368 Code Revisions.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/plan/documents/1764091379_Magna%202025-O-21%20Water%20Element%20Addition%20to%20General%20Plan.pdf,Magna_2025-O-21_Water_Element_Addition_to_General_Plan.pdf,d8c5cf7027717de18f799301950ce07f,16583637,2025-11-25T17:23:01.000Z,plan,Magna 2025-O-21 Water Element Addition to General Plan.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/plan/documents/1764091595_Magna%202025-O-21%20Water%20Element%20Addition%20to%20General%20Plan.pdf,Magna_2025-O-21_Water_Element_Addition_to_General_Plan__60a936.pdf,60a93610eba79b95ffd8eac33e4ccbab,16563369,2025-11-25T17:26:37.000Z,plan,Magna 2025-O-21 Water Element Addition to General Plan.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/magna/ordinances/documents/1765394518_Magna%202025-O-23%20WUI%20Code%20Adoption.pdf,Magna_2025-O-23_WUI_Code_Adoption.pdf,93ee9aa36a427921610c8566eb7938a0,165429,2025-12-10T19:21:59.000Z,ordinances,Magna 2025-O-23 WUI Code Adoption.pdf
