week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-09,2020-01-03,0,2,3,0,city council meeting_571111; city council meeting_585443
2020-01-23,2020-01-17,0,1,8,0,city council meeting_585441
2020-01-30,2020-01-24,0,1,1,0,city council work meeting_585437
2020-02-06,2020-01-31,0,1,6,0,city council meeting_585435
2020-02-20,2020-02-14,0,1,6,0,city council meeting_599387
2020-02-27,2020-02-21,0,1,2,0,city council meeting_593959
2020-03-05,2020-02-28,0,1,1,0,city council work meeting_593961
2020-03-12,2020-03-06,0,1,9,0,city council meeting_607777
2020-04-02,2020-03-27,0,1,3,0,city council meeting_616769
2020-04-16,2020-04-10,0,1,9,0,city council meeting_607779
2020-05-07,2020-05-01,0,1,9,0,city council meeting_616773
2020-05-14,2020-05-08,0,1,1,0,city council work meeting_619407
2020-05-28,2020-05-22,0,1,3,0,city council meeting_626783
2020-06-04,2020-05-29,0,1,4,0,city council meeting_626785
2020-06-18,2020-06-12,0,1,9,0,city council meeting_626787
2020-07-09,2020-07-03,0,1,5,0,city council meeting_638705
2020-07-16,2020-07-10,0,1,6,0,city council meeting_638707
2020-08-06,2020-07-31,0,1,6,0,city council meeting_638709
2020-08-27,2020-08-21,0,1,5,0,city council meeting_655817
2020-09-03,2020-08-28,0,1,4,0,city council meeting_655819
2020-09-17,2020-09-11,0,1,2,0,city council meeting_665067
2020-10-01,2020-09-25,0,1,5,1,city council meeting_665065
2020-10-15,2020-10-09,0,1,2,0,city council meeting_665063
2020-11-05,2020-10-30,0,1,5,0,city council meeting_674231
2020-11-19,2020-11-13,0,1,5,0,city council meeting_674237
2020-12-03,2020-11-27,0,1,13,0,city council meeting_674239
2021-01-07,2021-01-01,0,1,4,0,city council meeting_688597
2021-01-14,2021-01-08,0,1,1,0,city council work meeting_688603
2021-01-21,2021-01-15,0,1,2,0,city council meeting_688607
2021-02-04,2021-01-29,0,1,6,0,city council meeting_703479
2021-02-18,2021-02-12,0,1,7,1,city council meeting_703503
2021-03-04,2021-02-26,0,1,7,0,city council meeting_703493
2021-03-11,2021-03-05,0,1,1,0,city council work meeting_716413
2021-03-25,2021-03-19,0,1,1,0,city council meeting_716411
2021-04-01,2021-03-26,0,1,5,0,city council meeting_716409
2021-04-08,2021-04-02,0,1,7,0,city council meeting_716407
2021-05-06,2021-04-30,0,1,5,0,city council meeting_732089
2021-06-03,2021-05-28,0,1,4,0,city council meeting_747007
2021-06-17,2021-06-11,0,1,13,0,city council meeting_747047
2021-07-08,2021-07-02,0,1,2,0,city council meeting_768655
2021-08-05,2021-07-30,0,1,9,0,city council meeting_768657
2021-08-19,2021-08-13,0,1,3,0,city council meeting_768659
2021-08-26,2021-08-20,0,1,9,0,city council meeting_768663
2021-09-09,2021-09-03,0,1,5,0,city council meeting_779499
2021-10-07,2021-10-01,0,1,6,0,city council meeting_779501
2021-10-14,2021-10-08,0,1,5,0,city council meeting_804899
2021-11-04,2021-10-29,0,1,4,0,city council meeting_798599
2021-11-18,2021-11-12,0,1,7,0,city council meeting_798585
2021-12-02,2021-11-26,0,1,4,0,city council meeting_798589
2021-12-16,2021-12-10,0,1,2,0,city council meeting_798591
2022-01-20,2022-01-14,0,1,7,0,city council meeting_814055
2022-02-17,2022-02-11,0,1,1,0,city council work meeting_827145
2022-03-03,2022-02-25,0,1,3,0,city council meeting_845035
2022-03-17,2022-03-11,0,1,5,0,city council meeting_845037
2022-04-14,2022-04-08,0,1,2,0,city council meeting_845039
2022-04-21,2022-04-15,0,2,12,0,city council meeting_861649; rda meeting_861661
2022-05-05,2022-04-29,0,2,8,0,city council meeting_861651; rda meeting_861663
2022-05-12,2022-05-06,0,1,1,0,city council work meeting_861653
2022-05-19,2022-05-13,0,1,4,0,city council meeting_861655
2022-06-02,2022-05-27,0,2,5,0,city council meeting_894987; rda meeting_861665
2022-06-16,2022-06-10,0,1,10,0,city council meeting_894989
2022-07-14,2022-07-08,0,1,10,0,city council meeting_894991
