date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,1,MOTION: Council Member Bracken moved to close the Work Session and open the Closed Session for the purpose of discussing pending litigation. The motion was seconded by Council Member Petersen,Procedural/Administrative,Passed (unanimous consent),Scott Bracken,Douglas Petersen,,,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,2,"MOTION: Council Member Bracken moved to approve Proclamation 2020-01 designating January 2020 National Board of Education month. The motion was seconded by Council Member Bruce. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ceremonial,Passed unanimously,Scott Bracken,Tali Bruce,Scott Bracken,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,2,"MOTION: Council Member Bracken moved to approve Proclamation 2020-01 designating January 2020 National Board of Education month. The motion was seconded by Council Member Bruce. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ceremonial,Passed unanimously,Scott Bracken,Tali Bruce,Tali Bruce,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,2,"MOTION: Council Member Bracken moved to approve Proclamation 2020-01 designating January 2020 National Board of Education month. The motion was seconded by Council Member Bruce. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ceremonial,Passed unanimously,Scott Bracken,Tali Bruce,Christine Mikell,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,2,"MOTION: Council Member Bracken moved to approve Proclamation 2020-01 designating January 2020 National Board of Education month. The motion was seconded by Council Member Bruce. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ceremonial,Passed unanimously,Scott Bracken,Tali Bruce,Douglas Petersen,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,2,"MOTION: Council Member Bracken moved to approve Proclamation 2020-01 designating January 2020 National Board of Education month. The motion was seconded by Council Member Bruce. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ceremonial,Passed unanimously,Scott Bracken,Tali Bruce,Michael Peterson,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,3,"MOTION: Council Member Bracken moved to approve Ordinance 336-A. The motion was seconded by Council Member Mikell. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ordinance,Passed unanimously,Scott Bracken,Christine Mikell,Scott Bracken,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,3,"MOTION: Council Member Bracken moved to approve Ordinance 336-A. The motion was seconded by Council Member Mikell. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ordinance,Passed unanimously,Scott Bracken,Christine Mikell,Tali Bruce,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,3,"MOTION: Council Member Bracken moved to approve Ordinance 336-A. The motion was seconded by Council Member Mikell. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ordinance,Passed unanimously,Scott Bracken,Christine Mikell,Christine Mikell,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
2020-01-07,2020,City Council — 01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Council,3,"MOTION: Council Member Bracken moved to approve Ordinance 336-A. The motion was seconded by Council Member Mikell. Vote on motion: Council Member Bracken-Aye, Council Member Bruce-Aye, Council Member Mikell-Aye, Council Member Petersen-Aye, Mayor Mike Peterson-Aye",Ordinance,Passed unanimously,Scott Bracken,Christine Mikell,Douglas Petersen,Aye,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,minutes
