referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
82,medium,subject,Council,PlanningCommission,36,544,2023-03-22,"forward a POSITIVE recommendation for City Council’s consideration on April 27, 2023 for the Sensitive Land Overlay Land Management Code Amendments",183,2023-04-27,"Council Member Rubell moved to approve Ordinance No. 2023-19, an ordinance amending Land Management Code Chapter 15-2.21 Sensitive Land Overlay Zone Regulations and Section 15-15-1 Definitions",,0.302,
71,medium,subject,Council,PlanningCommission,-55,523,2023-01-11,"CONTINUE the Land Management Code Amendments to February 8, 2023",156,2022-11-17,"Council Member Gerber moved to continue an ordinance approving water wise landscaping Land Management Code amendments to February 16, 2023",,0.361,
19,medium,subject,Council,PlanningCommission,-13,345,2020-10-14,CONTINUE Twisted Branch Road – Subdivision to a date uncertain,49,2020-10-01,"Council Member Gerber moved to continue an ordinance approving the Twisted Branch Subdivision, located within the Flagstaff Annexation and Development Area in Park City, Utah to a date uncertain",,0.418,
96,medium,subject,Council,PlanningCommission,50,614,2023-12-13,"forward a positive recommendation for the City Council’s review on February 1, 2024, for Bald Eagle Club at Deer Valley Land Management Code Amendments prohibiting Nightly Rentals, and to forward a negative recommendation for the prohibition of Internal Accessory Dwelling Units",224,2024-02-01,"Council Member Dickey moved to deny Ordinance No. 2024-04, an ordinance approving Land Management Code amendments to prohibit nightly rentals in the Bald Eagle Club at Deer Valley",,0.434,
95,medium,subject,Council,PlanningCommission,-13,606,2023-11-08,"CONTINUE Land Management Code Amendments – Maximum Lot Size in Residential – 1, Recreation – Medium Density, and Recreation Commercial Zoning Districts, and the public hearing thereon to January 10, 2024",216,2023-10-26,"Council Member Dickey moved to approve Ordinance No. 2023-50, an ordinance amending the Land Management Code to establish a maximum lot size for the Historic Residential Low - Density, Historic Residential - 1, Historic Residential - 2, and Historic Residential Medium Zoning Districts",,0.435,
99,medium,subject,Council,PlanningCommission,57,639,2024-03-27,"CONTINUE Land Management Code Amendments – Maximum Lot Size in the Residential – 1, Residential – Medium Density, and Recreation Commercial Zoning Districts, to April 24, 2024",238,2024-05-23,"Council Member Ciraco moved to approve Ordinance No. 2024-10, an ordinance amending the Land Management Code residential maximum lot size for the Recreation Commercial Zoning District",,0.438,
17,medium,subject,Council,PlanningCommission,22,334,2020-07-08,forward a POSITIVE recommendation to the City Council for the LMC Code Amendment to LMC 15-2.13-2 to prohibit nightly rentals in the Meadows Estates Subdivision #1A and #1B. Commissioner Suesser. Page 45,42,2020-07-30,"Council Member Joyce moved to approve Ordinance 2020-38, an ordinance amending the Land Management Code of Park City §15-2.13-2 to prohibit Nightly Rentals in the Meadows Estates Subdivision Phases #1A and #1B",,0.444,
100,medium,subject,Council,PlanningCommission,134,692,2024-12-11,"CONTINUE Agenda Item 5A, Bonanza Park – Land Management Code Amendments, and the public hearing to the February 12, 2025, Planning Commission Meeting. The motion was",256,2025-04-24,"Council Member Toly moved to continue the proposed Bonanza Park Land Management Code amendments discussion to May 22, 2025",,0.454,
102,medium,subject,Council,PlanningCommission,-48,748,2025-06-11,"CONTINUE the Bonanza Park – Land Management Code Amendments and the public hearing to June 25, 2025. The motion was",256,2025-04-24,"Council Member Toly moved to continue the proposed Bonanza Park Land Management Code amendments discussion to May 22, 2025",,0.456,
103,medium,subject,Council,PlanningCommission,162,692,2024-12-11,"CONTINUE Agenda Item 5A, Bonanza Park – Land Management Code Amendments, and the public hearing to the February 12, 2025, Planning Commission Meeting. The motion was",260,2025-05-22,"Council Member Dickey moved to continue the proposed Bonanza Park Land Management Code Amendments discussion to July 10, 2025",,0.472,
105,medium,subject,Council,PlanningCommission,-20,748,2025-06-11,"CONTINUE the Bonanza Park – Land Management Code Amendments and the public hearing to June 25, 2025. The motion was",260,2025-05-22,"Council Member Dickey moved to continue the proposed Bonanza Park Land Management Code Amendments discussion to July 10, 2025",,0.474,
101,medium,subject,Council,PlanningCommission,71,701,2025-02-12,"CONTINUE the Bonanza Park – Land Management Code Amendments and the public hearing to the March 12, 2025, meeting. .2",256,2025-04-24,"Council Member Toly moved to continue the proposed Bonanza Park Land Management Code amendments discussion to May 22, 2025",,0.494,
112,medium,subject,PlanningCommission,HA,104,22,2020-02-27,Board Member Joyce moved to approve the Intermountain Healthcare Fourth Amendment to the Housing Mitigation Plan for partial fulfillment of housing obligations as amended,324,2020-06-10,RATIFY the amended Development Agreement for the Intermountain Healthcare Master Planned Development; and Amend the Master Planned Development Condition of Approval #11 regarding the housing mitigation plan,,0.501,
29,medium,subject,Council,PlanningCommission,246,339,2020-09-09,"CONTINUE the 1128 Park Avenue CUP to September 23, 2020",82,2021-05-13,"Council Member Worel moved to approve Ordinance No. 2021-23, an ordinance 24 approving the Jupiter Moons Plat Amendment, located at 1125 and 1129 Park Avenue 25 and 1126 and 1128 Woodside Avenue, Park City, Utah. Council Member Joyce 26 seconded the motion. 27 RESULT: APPROVED",,0.505,
56,medium,subject,Council,PlanningCommission,22,465,2022-05-25,"forward a positive recommendation for City Council’s consideration on June 16, 2022, on the Southeast Quinn’s Junction Annexation Petition as outlined in the Draft Ordinance attached as Exhibit A to the Staff Report",130,2022-06-16,"Council Member Doilney moved to approve Ordinance No. 2022-18, an ordinance annexing approximately 1,200 acres of property located in the Southeast Quinn’s Junction area into the corporate limits of Park City, Utah, and amending the Official Zoning Map of Park City to zone the property Recreation and Open Space within the Entry Corridor Protection and Sensitive Land Overlays. The area was already subject to the Flagstaff Development Agreement and the open space acquisition restrictions. The Council determines that under the circumstances of the annexation, the conditions of Land Management Cod",,0.505,
90,medium,subject,Council,PlanningCommission,309,513,2022-11-09,"APPROVE the Amendment to the MPD for Studio Crossing, based on the Findings of Fact, Conclusions of Law and Conditions of Approval as follows: Findings of Fact 1. The property is located at 3981 Kearns Boulevard, a 20.464-acre Lot. 2. The site is in the Community Transition (CT) zone, with a Regional Commercial Overlay (RCO), Entry Corridor Protection Overlay (ECPO), and Sensitive Land Overlay (SLO) in addition to the Film Studio MPD. 3. The Park City Film Studios consists of two separate lots. Lot 1A contains the developed portion of the Park City Film Studios, and Lot 1B is currently undevel",208,2023-09-14,"Council Member Rubell moved to approve Ordinance 2023-43, an ordinance approving the Studio Crossing Plat Amendment, Commercial Lots and Building Pods, amending Lot 1B, Park City Film Studios Fist Amended Subdivision, Park City, Utah",,0.506,
45,medium,subject,Council,PlanningCommission,78,429,2021-11-10,"continue the Founders Place (formally called Deer Hollow Village) Parcel 00-0021-01977 modification to a Master Planned Development and Conditional Use Permit to the December 8, 2021, Planning Commission Meeting",114,2022-01-27,"Council Member Gerber moved to approve Ordinance No. 2022-04, an ordinance approving the Founders Place Phase I Condominium Plat located at 3267 West Deer Hollow Road, Parcel 00-0021-01977 in Park City, Wasatch County, Utah",,0.509,
104,medium,subject,Council,PlanningCommission,99,701,2025-02-12,"CONTINUE the Bonanza Park – Land Management Code Amendments and the public hearing to the March 12, 2025, meeting. .2",260,2025-05-22,"Council Member Dickey moved to continue the proposed Bonanza Park Land Management Code Amendments discussion to July 10, 2025",,0.515,
18,medium,subject,Council,PlanningCommission,22,337,2020-08-26,"forward a POSITIVE recommendation to the City Council for the proposed Aspen Springs Ranch, Phase 1, Lot 18 amended plat amendment for their consideration on September 17, 2020, based upon the Findings of Fact, Conclusions of Law, and Conditions of Approval as amended this evening to include Finding of Fact #10 indicating that the plat change is a result of the unique Page 14 grade conditions and improving the access to the lot",45,2020-09-17,"Council Member Gerber moved to approve Ordinance 2020-41, an ordinance approving the Aspen Springs Ranch Phase I Lot 18 Amended Plat Amendment, located at 2524 Aspen Springs Drive, Park City, Utah",,0.532,
98,medium,subject,Council,PlanningCommission,50,613,2023-12-13,"CONTINUE Land Management Code Amendments related to Electric Vehicle Stations and the public hearing thereon to January 10, 2024",226,2024-02-01,"Council Member Rubell moved to approve Ordinance No. 2024-03, an ordinance amending Land Management Code regulations for electric vehicle charging stations and subdivision review and to exclude the AMPD changes until those were included with other AMPD changes planned for the near future",,0.557,
23,medium,subject,Council,PlanningCommission,22,358,2021-01-13,"forward a POSITIVE recommendation to the City Council for the amendment to correct a 2017 Staff oversight and allow nightly rentals as a conditional use in the Lower Rossi Hill Historic Residential Low-Density area for their consideration on February 4, 2021",64,2021-02-04,"Council Member Joyce moved to approve Ordinance No. 2021-06, an ordinance amending Footnote 2 of Land Management Code Section 15-2.1-2(B)(1) to establish nightly rentals as a conditional use in the Lower Rossi Hill Sub-Neighborhood of the Historic Residential Low-Density Zoning District",,0.572,
7,medium,subject,Council,PlanningCommission,22,302,2020-02-12,"forward a POSITIVE recommendation to the City Council for the proposed amendment to the LMC 15-7.1-7, Signatures and Recording of the Plat, for the City Council to consider on March 5, 2020 as outlined in the draft ordinance",24,2020-03-05,"Council Member Joyce moved to approve Ordinance 2020-15, amending Land Management Code § 15-7.1-7, Signatures and Recording of the Plat",,0.583,
106,medium,subject,Council,PlanningCommission,43,734,2025-04-23,"forward a POSITIVE RECOMMENDATION to the City Council for the LMC Amendments, including Radon Mitigation, Steep Slope Conditional Use Permit, Materials and Opacity for Non-Historic Residential Structures in Historic Districts, Maximum Driveway Width in Non-Historic Zoning Districts, and Additional Changes Required Due to State Code Update, as amended, for consideration at the June 5, 2025, City Council Meeting",261,2025-06-05,"Council Member Dickey moved to approve Ordinance No. 2025-11 amending the Land Management Code to address radon mitigation retrofits, childcare facility updates, steep slope conditional use permit updates, materials and opacity for new residential structures in historic districts, residential driveway widths in non-historic districts, and changes to comply with state code",,0.589,
109,medium,subject,Council,PlanningCommission,251,713,2025-03-12,"CONTINUE the Land Management Code Amendments for the Bonanza Park Mixed Use Zoning District and the public hearing to the meeting on April 9, 2025. The motion was",274,2025-11-18,"rict, enacting Land Management Code Chapter 15-2.27 to implement the Bonanza Park Small Area Plan, updating the Frontage Protection Zone to enhance the City's entry corridors, updating Chapter 15-6.1 to allow Affordable Master Planned Developments in the Bonanza Park Mixed-Use District, and amending Section 15-15-1 to define key terms to a date uncertain. Council Member Dickey seconded the motion.",,0.609,
6,medium,subject,Council,PlanningCommission,15,301,2020-01-22,"forward a POSITIVE recommendation to the City Council to Repeal LMC Codes Section 15-3-5, Driveway Standards for Private Driveways Within Platted, Unbuilt City Street; with an additional recommendation for a mechanism that allows the Planning Commission the opportunity to review encroachment agreements; and a recommendation to carefully consider the public notice process",18,2020-02-06,"Council Member Gerber moved to approve Ordinance 2020-12, an ordinance repealing Land Management Code § 15-3-5, Driveway Standards for Private Driveways within Platted, Unbuilt City Streets",,0.616,
52,medium,subject,Council,PlanningCommission,36,453,2022-03-23,"that the Planning04.27.2022 Commission forward a positive recommendation to the City Council for their consideration on April 7, 2022 concerning the Outdoor Pickleball Courts in Residential Areas Ordinance, to amend the Zoning District Use Tables to require a Conditional Use Permit for these outdoor courts, and to clarify definitions, as outlined in the draft Ordinance and as amended by the comments in tonight’s record",123,2022-04-28,"Council Member Doilney moved to approve Ordinance No. 2022-08, an ordinance approving amendments to Land Management Code § 15-2.1-2, § 15-2.2-2, § 15-2.3-2, § 15-2.4-2, § 15-2.5-2, § 15-2.6-2, § 15-2.7-2, § 15-2.9-2, § 15-2.10-2, § 15-2.11-2, § 15-2.12-2, § 15-2.13-2, § 15-2.14-2, § 15-2.15-2, § 15-2.16-2, § 15-2.17-2, § 15-2.18-2, § 15-2.19-2, § 15-2.23-2, for zoning district use tables, § 15-15-1 Definitions, and enacting a new §15-4-22, Outdoor Pickleball Courts in Residential Areas",,0.62,
72,medium,subject,Council,PlanningCommission,41,520,2022-12-14,"forward a POSITIVE RECOMMENDATION for City Council’s consideration on January 24, 2023 for 2545 Lucky John Drive, based on the Findings of Fact, Conclusions of Law and Conditions of Approval as follows: Findings of Fact: 1. The property is located at 2519 and 2545 Lucky John Drive. 2. The property is in the Single Family (SF) zoning district. 3. The property consists of two 1-acre lots, known as Lot 30 and 31 Holiday Ranchettes and includes a recorded driveway easement shared by both Lots. 4. The owner wishes to remove the shared driveway easement between Lots 30 and 31 of the Holiday Ranchett",161,2023-01-24,"Council Member Doilney moved to approve Ordinance 2023-04, an ordinance approving Lots 30 and 31 Holiday Ranchettes First Amended Plat, located at 2545 and 2529 Lucky John Drive, Park City, Utah",,0.631,
