date,year,title,body,source_url,reason
2017-04-10,2017,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/387205.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2017-05-08,2017,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/392767.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2017-08-14,2017,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/409617.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2017-09-11,2017,Kearns Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/414953.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2017-12-11,2017,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/431835.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-04-09,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/455189.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-05-14,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/461137.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-06-11,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/468277.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-07-09,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/472979.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-09-10,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/484241.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-10-08,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/489907.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-11-19,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/495669.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
2018-12-10,2018,Kearns Metro Township Planning Commission,PlanningCommission,https://www.utah.gov/pmn/sitemap/notice/501679.html,"Meeting/workshop held (agenda/packet/audio on Utah PMN body 1561) but no minutes document was published to PMN; MSD posted only agendas/packets for the 2017-2018 Kearns PC (approved-minutes PDFs on PMN begin 2019-03), plus scattered later workshops/meetings whose minutes were not posted. Meeting is real; minutes genuinely absent (not fabricated)."
