date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2019-03-11,2019,Planning Commission Meeting,PlanningCommission,1,"To approve minutes from the January 14, 2019 meeting as presented.",Procedural/Administrative,unanimous in favor Pass,Wellman,Hatch,,,minutes/2019/2019-03-11/2019-03-11_planning-commission-meeting.md,minutes
2019-03-11,2019,Planning Commission Meeting,PlanningCommission,2,To continue application #30882 to the April 8th meeting to allow for changes to be made as discussed.,Procedural/Administrative,unanimous in favor Pass,Nelson,Wellman,,,minutes/2019/2019-03-11/2019-03-11_planning-commission-meeting.md,minutes
2019-03-11,2019,Planning Commission Meeting,PlanningCommission,3,To approve application #30869 with one additional condition: 4. Staff reviews FAA application and existing lighting requirements with 5600 West.,Other,unanimous in favor Pass,Wellman,Hatch,,,minutes/2019/2019-03-11/2019-03-11_planning-commission-meeting.md,minutes
2019-03-11,2019,Planning Commission Meeting,PlanningCommission,4,"to open the public hearing. PUBLIC PORTION OF MEETING OPENED Speaker # 1: Applicant Name: Ken Bradtke Address: 3002 Bluff Street #300, Boulder, Colorado Kearns Metro Township Planning Commission – March 11, 2019 – Meeting Summary Comments: Mr. Bradtke said they are a small Boulder based tower company. Build own, operate and lease space. Started in early 2000’s main market was Alaska. A carrier…",Public Hearing Action,unanimous in favor Pass,Walton,Nelson,,,minutes/2019/2019-03-11/2019-03-11_planning-commission-meeting.md,minutes
2019-04-08,2019,Planning Commission Meeting,PlanningCommission,1,"To approve minutes from the March 11, 2019 meeting as presented.",Procedural/Administrative,unanimous in favor Pass,Wellman,Walton,,,minutes/2019/2019-04-08/2019-04-08_planning-commission-meeting.md,pmn_minutes
2019-04-08,2019,Planning Commission Meeting,PlanningCommission,2,To recommend file #30882 to the Kearns Metro Township Council for approval as presented.,Ceremonial,unanimous in favor Pass,Wellman,Walton,,,minutes/2019/2019-04-08/2019-04-08_planning-commission-meeting.md,pmn_minutes
2019-06-10,2019,Planning Commission Meeting,PlanningCommission,1,"To approve minutes from the April 8, 2019 meeting as presented.",Procedural/Administrative,unanimous in favor Pass,Wellman,Hatch,,,minutes/2019/2019-06-10/2019-06-10_planning-commission-meeting.md,minutes
2019-06-10,2019,Planning Commission Meeting,PlanningCommission,2,"To recommend file #30939 to the Kearns Metro Township Council for approval, Chapter 19.94 changes and adoption of Title 12 with the changes discussed in the tracked version and brought forth.",Ceremonial,unanimous in favor Pass,Wellman,Nelson,,,minutes/2019/2019-06-10/2019-06-10_planning-commission-meeting.md,minutes
2019-07-22,2019,Planning Commission Meeting,PlanningCommission,1,"To approve minutes from the June 10, 2019 meeting as presented.",Procedural/Administrative,unanimous in favor Pass,Wellman,Hatch,,,minutes/2019/2019-07-22/2019-07-22_planning-commission-meeting.md,minutes
2019-07-22,2019,Planning Commission Meeting,PlanningCommission,2,To recommend file #30882(A) to the Kearns Metro Township Council for approval as presented.,Ceremonial,unanimous in favor Pass,Wellman,Walton,,,minutes/2019/2019-07-22/2019-07-22_planning-commission-meeting.md,minutes
2019-07-22,2019,Planning Commission Meeting,PlanningCommission,3,"To recommend file #30983 to the Kearns Metro Township Council for approval as presented. Motion by: Commissioner Walton 2nd by: Commissioner Hatch Kearns Metro Township Planning Commission – July 22, 2019 – Meeting Summary Vote: Commissioners voted unanimous in favor 30835 – Parkwood Estates Subdivision – Update and final plan approval of a 39 lot subdivision. Location: 5928 South Parkwood Drive. Planner: Curtis Woodward Salt Lake County Planning and Development Services Zoning Administrator provided an analysis of the staff report and plan approval. PUBLIC PORTION OF MEETING OPENED Speaker # 1: Kearns Community Council Name: Roger Snow Address: 5977 South Parkwood Drive Comments: Mr. Snow asked about lot 30 and where is the driveway going to access and how wide is the access to Beehive. Commissioner Nelson asked how many lots were added. Mr. Woodward said additional seven lots. PUBLIC PORTION OF MEETING CLOSED Motion: To approve file #30835 as presented.",Land-Use/Zoning,unanimous in favor Pass,Wellman,Walton,,,minutes/2019/2019-07-22/2019-07-22_planning-commission-meeting.md,minutes
2019-09-09,2019,Planning Commission Meeting,PlanningCommission,1,"To approve minutes from the July 22, 2019 meeting as presented.",Procedural/Administrative,unanimous in favor Pass,Wellman,Hatch,,,minutes/2019/2019-09-09/2019-09-09_planning-commission-meeting.md,minutes
