city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
alta,Council,AL-1,At-Large,Margaret Bourke,margaret_bourke,2018-01-01,2022-01-12,elected,lost,,2020-03-11,2021-12-08,votes:2020-02-12..2021-12-08 (observed serving at the data floor); minutes:2020-02-12 (present: 'Council Member Margaret Bourke'),medium,"PRE-FLOOR term start: elected ~2017 (cohort-P cycle, term 2018-2022) inferred — Alta election_results begins 2021, so no in-data winner row (medium). MARGARET Bourke is a DIFFERENT person from Mayor ROGER Bourke. Ran for re-election in 2021 and LOST (2021 by_candidate: MARGARET E. BOURKE is_winner=False; tallies privacy-suppressed). Term ended at the 2022-01-12 seating of Byrne. Within-cohort AL-1/AL-2 numbering is a labelling of person-chains, not source-attested."
alta,Council,AL-1,At-Large,John Byrne,john_byrne,2022-01-12,2026-01-14,elected,unknown,2021,2022-04-13,2025-12-10,"election:2021 (Council winner, rank1; tallies PRIVACY-SUPPRESSED — winner external/unofficial per election_results/CLAUDE.md); minutes:2022-01-12 (seated; reorganization meeting)",high,"2021 numeric tallies were county-suppressed (Alta below the privacy floor) -> winners known, totals blank (never fabricated). Departed after the 2025 election (last council vote 2025-12-10; the 2026-01-14 minutes call him 'former Councilmember Byrne'); mechanism (did-not-run vs lost) unrecorded -> end_event=unknown."
alta,Council,AL-1,At-Large,Craig Heimark,craig_heimark,2026-01-14,,elected,serving,2025,2026-01-14,2026-06-17,"election:2025 (Council At-Large — CANCELLED-CERTIFICATION, Utah Code 20A-1-206, Res 2025-R-26: the 2025 Town of Alta election was CANCELLED (adopted 2025-09-10) and the two unopposed candidates for the two open at-large seats — Carolyn Anctil + Craig Heimark — deemed elected, John Byrne + Paul Moxley having withdrawn; election_results/alta_races.csv year=2025 Council, cancelled_certification, no votes cast); minutes:2025-09-10 ('a resolution to cancel the upcoming municipal election due to candidate withdrawals'); minutes:2025-12-09 ('Craig Heimark, Councilmember Elect'); minutes:2026-01-14 ('welcomed Craig Heimark to the council following the transition from the treasurer position'; 'Heimark's election to the town council (from role as Treasurer)')",high,"CERTIFIED ELECTED to AL-1 at the CANCELLED 2025 election — a declared candidate deemed elected under Utah Code 20A-1-206 (Res 2025-R-26, adopted 2025-09-10), NOT an appointment and NOT a 'county-file gap where the election occurred' (that earlier framing is SUPERSEDED — the election was cancelled, so no votes exist; recovered 2026-07-17 into alta_races.csv). Took the AL-1 seat that Byrne vacated (Byrne + Moxley withdrew their declarations). Was TOWN TREASURER (staff) 2022-05-11..2025 — his cities.db 2022-2023 'votes' (4 total) are treasurer-era procedural misattributions, NOT council membership (FLAGGED as a votes-pipeline issue); real council service starts 2026-01-14. Seated 2026-01-14."
alta,Council,AL-2,At-Large,Cliff Curry,cliff_curry,2018-01-01,2022-01-12,elected,unknown,,2020-03-11,2021-12-08,votes:2020-02-12..2021-12-08 (observed serving at the data floor); minutes:2020-02-12 (present: 'Council Member Cliff Curry'),medium,"PRE-FLOOR term start: elected ~2017 (cohort-P cycle, term 2018-2022) inferred — no in-data winner row (medium). Not a 2021 candidate -> did not seek re-election; term ended at the 2022-01-12 seating of Anctil; mechanism unrecorded -> end_event=unknown."
alta,Council,AL-2,At-Large,Carolyn Anctil,carolyn_anctil,2022-01-12,2026-01-14,elected,reelected,2021,2022-04-13,2025-12-10,"election:2021 (Council winner, rank2; tallies PRIVACY-SUPPRESSED); minutes:2022-01-12 (seated)",high,2021 numeric tallies county-suppressed -> totals blank (never fabricated). Term ran through 2025; RE-CERTIFIED for the 2026 term at the CANCELLED 2025 election (Res 2025-R-26) — see the next AL-2 row.
alta,Council,AL-2,At-Large,Carolyn Anctil,carolyn_anctil,2026-01-14,,reelected,serving,2025,2026-01-14,2026-05-13,"election:2025 (Council At-Large — CANCELLED-CERTIFICATION, Utah Code 20A-1-206, Res 2025-R-26: the 2025 election was CANCELLED (adopted 2025-09-10) and Carolyn Anctil + Craig Heimark, the two unopposed candidates for the two open at-large seats, deemed elected (Byrne + Moxley withdrew); election_results/alta_races.csv year=2025 Council, cancelled_certification, no votes cast); minutes:2025-09-10 (cancellation resolution); minutes:2026-01-14 (present as Councilmember; Mayor Bourke references 'recent oath-of-office ceremonies for recently elected officials')",high,"RE-CERTIFIED (re-elected) to AL-2 at the CANCELLED 2025 election — deemed elected under Utah Code 20A-1-206 (Res 2025-R-26, adopted 2025-09-10). CORRECTS the prior model: this was NOT a 'county-file gap' with a re-election merely inferred from continued service — the election was cancelled and Anctil certified elected (recovered 2026-07-17 into alta_races.csv). A NEW AL-2 term seated 2026-01-14 (her cohort-mate AL-1 seat went to Heimark after Byrne withdrew). Split into a per-term row (repo pattern for consecutive re-elections) now that the certification instrument is on disk. Serving."
alta,Council,AL-3,At-Large,Sheridan Davis,sheridan_davis,2020-01-01,2024-01-10,elected,lost,,2020-03-11,2023-12-13,votes:2020-02-12..2024-02-14 (observed serving); minutes:2020-02-12 (present: 'Council Member Sheridan Davis'),medium,"PRE-FLOOR origin: elected ~2019 (cohort-Q cycle, term 2020-2024) inferred — Alta election_results begins 2021, so no in-data winner row (medium); the 2020 term start is at the data floor. Ran for re-election in 2023 and LOST (2023 Council: SHERIDAN J. DAVIS 42 rank3, is_winner=False; Morgan 66 + Schilling 51 won). Term ended at the 2024-01-10 seating of Schilling (Davis not in that present block). His cities.db vote dated 2024-02-14 is a STRAY post-seating attribution (not in the 2024-01-10 present block) -> FLAGGED, tenure ends 2024-01-10."
alta,Council,AL-3,At-Large,Dan Schilling,dan_schilling,2024-01-10,,elected,serving,2023,2024-01-10,2026-06-17,"election:2023 (Council winner, 51 rank2); minutes:2024-01-10 (present block: 'Councilmember Dan Schilling (virtual)')",high,Cohort Q. Succeeded Davis on AL-3.
alta,Council,AL-4,At-Large,Elise Morgan,elise_morgan,2020-01-01,2024-01-10,elected,reelected,,2020-03-11,2023-12-13,votes:2020-03-11..2023-.. (observed serving at the data floor); minutes:2022-01-12 (named Mayor Pro Tem),medium,"PRE-FLOOR origin: elected ~2019 (cohort-Q cycle, term 2020-2024) inferred — no in-data winner row (medium); 2020 term start at the data floor. Named MAYOR PRO TEM at the 2022-01-12 reorganization. RE-ELECTED 2023 (see next row)."
alta,Council,AL-4,At-Large,Elise Morgan,elise_morgan,2024-01-10,,reelected,serving,2023,2024-01-10,2026-06-17,"election:2023 (Council winner, 66 rank1); minutes:2024-01-10 (present block: 'Councilmember Elise Morgan')",high,Cohort Q. Continues as Mayor Pro Tem. Same seat as her pre-floor term (no gap).
alta,Mayor,MAYOR,At-Large,Harris Sondak,harris_sondak,2018-01-01,2022-01-12,elected,unknown,,2020-03-11,2021-12-08,votes:2020-02-12..2021-12-08 (observed serving as voting Mayor); minutes:2020-02-12 (present: 'Mayor Harris Sondak'),medium,"PRE-FLOOR origin: Mayor 2020-2021; elected ~2017 (4-year mayoral term 2018-2022) inferred — Alta election_results begins 2021, so no in-data winner row (medium). WITHDREW from the 2021 mayoral race (Roger Bourke won uncontested — election_results/CLAUDE.md); term ended at the 2022-01-12 seating of Bourke; mechanism = withdrew/did-not-seek -> end_event=unknown."
alta,Mayor,MAYOR,At-Large,Roger Bourke,roger_bourke,2022-01-12,2026-01-14,elected,reelected,2021,2022-04-13,2025-12-10,"election:2021 (Mayor winner, uncontested; tallies PRIVACY-SUPPRESSED); minutes:2022-01-12 (presiding as Mayor; appoints Morgan Mayor Pro Tem)",high,"The Mayor VOTES (Utah Town form; max roll 5) -> real vote bounds. Roger Bourke was a PLANNING COMMISSIONER before, not a councilmember; DIFFERENT person from the 2020-2021 councilmember MARGARET Bourke. 2021 mayoral tallies county-suppressed -> totals blank. Term ran through 2025; RE-CERTIFIED for the 2026 term at the CANCELLED 2025 election (Res 2025-R-26) — see the next MAYOR row."
