date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,1,Close the public hearing on CRA Budget Amendment No.1 for Fiscal Year 2025-26,Public Hearing Action,5-0 Pass,Daniel Dugan,Chris Wharton,Alejandro Puy,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,1,Close the public hearing on CRA Budget Amendment No.1 for Fiscal Year 2025-26,Public Hearing Action,5-0 Pass,Daniel Dugan,Chris Wharton,Chris Wharton,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,1,Close the public hearing on CRA Budget Amendment No.1 for Fiscal Year 2025-26,Public Hearing Action,5-0 Pass,Daniel Dugan,Chris Wharton,Daniel Dugan,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,1,Close the public hearing on CRA Budget Amendment No.1 for Fiscal Year 2025-26,Public Hearing Action,5-0 Pass,Daniel Dugan,Chris Wharton,Darin Mano,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,1,Close the public hearing on CRA Budget Amendment No.1 for Fiscal Year 2025-26,Public Hearing Action,5-0 Pass,Daniel Dugan,Chris Wharton,Eva Lopez Chavez,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,1,Close the public hearing on CRA Budget Amendment No.1 for Fiscal Year 2025-26,Public Hearing Action,5-0 Pass,Daniel Dugan,Chris Wharton,Sarah Young,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,1,Close the public hearing on CRA Budget Amendment No.1 for Fiscal Year 2025-26,Public Hearing Action,5-0 Pass,Daniel Dugan,Chris Wharton,Victoria Petro,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,2,"Approve the meeting minutes of June 3, 2025 and June 10, 2025",Procedural/Administrative,5-0 Pass,Daniel Dugan,Sarah Young,Alejandro Puy,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,2,"Approve the meeting minutes of June 3, 2025 and June 10, 2025",Procedural/Administrative,5-0 Pass,Daniel Dugan,Sarah Young,Chris Wharton,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,2,"Approve the meeting minutes of June 3, 2025 and June 10, 2025",Procedural/Administrative,5-0 Pass,Daniel Dugan,Sarah Young,Daniel Dugan,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,2,"Approve the meeting minutes of June 3, 2025 and June 10, 2025",Procedural/Administrative,5-0 Pass,Daniel Dugan,Sarah Young,Darin Mano,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,2,"Approve the meeting minutes of June 3, 2025 and June 10, 2025",Procedural/Administrative,5-0 Pass,Daniel Dugan,Sarah Young,Eva Lopez Chavez,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,2,"Approve the meeting minutes of June 3, 2025 and June 10, 2025",Procedural/Administrative,5-0 Pass,Daniel Dugan,Sarah Young,Sarah Young,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,2,"Approve the meeting minutes of June 3, 2025 and June 10, 2025",Procedural/Administrative,5-0 Pass,Daniel Dugan,Sarah Young,Victoria Petro,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,3,"Adopt Resolution 14 of 2025, approving the creation of the Disaster Relief Program",Resolution,5-0 Pass,Daniel Dugan,Sarah Young,Alejandro Puy,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,3,"Adopt Resolution 14 of 2025, approving the creation of the Disaster Relief Program",Resolution,5-0 Pass,Daniel Dugan,Sarah Young,Chris Wharton,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,3,"Adopt Resolution 14 of 2025, approving the creation of the Disaster Relief Program",Resolution,5-0 Pass,Daniel Dugan,Sarah Young,Daniel Dugan,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,3,"Adopt Resolution 14 of 2025, approving the creation of the Disaster Relief Program",Resolution,5-0 Pass,Daniel Dugan,Sarah Young,Darin Mano,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,3,"Adopt Resolution 14 of 2025, approving the creation of the Disaster Relief Program",Resolution,5-0 Pass,Daniel Dugan,Sarah Young,Eva Lopez Chavez,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,3,"Adopt Resolution 14 of 2025, approving the creation of the Disaster Relief Program",Resolution,5-0 Pass,Daniel Dugan,Sarah Young,Sarah Young,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,3,"Adopt Resolution 14 of 2025, approving the creation of the Disaster Relief Program",Resolution,5-0 Pass,Daniel Dugan,Sarah Young,Victoria Petro,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,4,"Adopt Resolution 15 of 2025, approving the first amendment of the Fiscal Year 2026 budget of the Salt Lake City Community Reinvestment Agency",Budget Amendment,5-0 Pass,Daniel Dugan,Chris Wharton,Alejandro Puy,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,4,"Adopt Resolution 15 of 2025, approving the first amendment of the Fiscal Year 2026 budget of the Salt Lake City Community Reinvestment Agency",Budget Amendment,5-0 Pass,Daniel Dugan,Chris Wharton,Chris Wharton,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,4,"Adopt Resolution 15 of 2025, approving the first amendment of the Fiscal Year 2026 budget of the Salt Lake City Community Reinvestment Agency",Budget Amendment,5-0 Pass,Daniel Dugan,Chris Wharton,Daniel Dugan,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,4,"Adopt Resolution 15 of 2025, approving the first amendment of the Fiscal Year 2026 budget of the Salt Lake City Community Reinvestment Agency",Budget Amendment,5-0 Pass,Daniel Dugan,Chris Wharton,Darin Mano,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,4,"Adopt Resolution 15 of 2025, approving the first amendment of the Fiscal Year 2026 budget of the Salt Lake City Community Reinvestment Agency",Budget Amendment,5-0 Pass,Daniel Dugan,Chris Wharton,Eva Lopez Chavez,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,4,"Adopt Resolution 15 of 2025, approving the first amendment of the Fiscal Year 2026 budget of the Salt Lake City Community Reinvestment Agency",Budget Amendment,5-0 Pass,Daniel Dugan,Chris Wharton,Sarah Young,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,4,"Adopt Resolution 15 of 2025, approving the first amendment of the Fiscal Year 2026 budget of the Salt Lake City Community Reinvestment Agency",Budget Amendment,5-0 Pass,Daniel Dugan,Chris Wharton,Victoria Petro,Aye,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
2025-10-14,2025,Community Reinvestment Agency Cra Meeting,CRA,5,"Adopt Resolution 16 of 2025, amending and aligning loan terms for Book Cliffs Lodge",Resolution,5-0 Pass,Daniel Dugan,Chris Wharton,Alejandro Puy,Absent,minutes/2025/2025-10-13/2025-10-14_community-reinvestment-agency-cra-meeting.md,minutes
