date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,1,to close the public hearing,Public Hearing Action,Unanimous Pass,Tippetts,Smallwood with all,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,2,"to close the public hearing. The motion was seconded by Commissioner Smallwood with all voting in favor. The public hearing portion of item was closed. DISCUSSION: The Commission discussed limiting medical cannabis production to the Clean Industrial Zone with the preference being to not lose additional tax generating space in the other zones for this non-tax generating use, as well as taking a lim",Land-Use/Zoning,Unanimous Pass,Tippetts,Smallwood with all,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,3,motion: “I move that we forward a recommendation to the City Council to adopt the cannabis and specialty ordinance provisions summarized in the Staff Report with the following changes: 1. Limit cannabis production to clean industrial zones only. 2. Include full listing of community locations in the ordinance itself and not in the Specialty Tobacco definition. Commissioner Tippetts seconded the mot,Ordinance,Unanimous Pass,,,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,4,"motion: “Based on the proposed amended condition fulfilling the intent of the original condition, I move that we approve amending condition 2 of the Amended Small-Scale Master Plan for the Meadows at Riverwalk Apartment as follows. All other conditions shall remain. 2. The 0.3-acre parcel shall be incorporated into the Meadows at Riverwalk Apartment lot to create one property or a restriction shal",Land-Use/Zoning,Unanimous Pass,,,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,5,"motion: “Based on compliance with the requirements of the Midvale City Municipal Code demonstrated in the application or addressed by the inclusion of conditions of approval, I move that we approve the amended conditional use permit for the twin homes in the Union Manor Subdivision, subject to the conditions included in the 2018 approval.” Commissioner Smallwood seconded the motion. A roll call vo",Land-Use/Zoning,Unanimous Pass,,,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,6,"motion: “I move that we table a decision on this application for the applicant to address the following issues related to the site plan: 1. Landscaping/open space requirement, and 2. Snow removal/minimum parking space requirement.” Commissioner Costello seconded the motion. A roll call vote was taken: Commissioner Wallin Yes Commissioner Costello Yes Commissioner Tippetts Yes Commissioner Smallwoo",Land-Use/Zoning,Unanimous Pass,,,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,7,to appoint Commissioner Smallwood as the 2020 Chair. Commissioner Tippetts seconded the motion with all voting in favor. Commissioner Smallwood was appointed 2020 Chair of the Planning Commission.,Appointment,Recorded (voice vote),Costello,,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-01-08,2020,Planning Commission Regular Meeting,PlanningCommission,8,"to appoint Commissioner Tippetts as the 2020 Vice-Chair. Commissioner Costello seconded the motion with all voting in favor. Commissioner Tippetts was appointed 2020 Vice Chair of the Planning Commission. MINUTES 8. REVIEW AND APPROVE MINUTES OF NOVEMBER 13, 2019 Commissioner Smallwood requested removal of his name referenced twice on the first page. The Commission approved the minutes of November 13th, 2019 with this correction. PLANNING AND ZONING COMMISSION JANUARY 8TH, 2020 ADJOURN Commissioner Smallwood made a motion to adjourn at 8:37 PM. No one opposed. The meeting adjourned at 8:37 PM.",Appointment,Recorded (voice vote),Smallwood,,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-regular-meeting.md
2020-02-12,2020,Planning Commission Regular Meeting,PlanningCommission,1,to close the public hearing,Public Hearing Action,Unanimous Pass,Judkins,Costello with all,,,minutes/2020/2020-02-10/2020-02-12_planning-commission-regular-meeting.md
2020-02-12,2020,Planning Commission Regular Meeting,PlanningCommission,2,"to approve the minutes of January 8, 2020",Procedural/Administrative,Unanimous Pass,Judkins,Costello with all,,,minutes/2020/2020-02-10/2020-02-12_planning-commission-regular-meeting.md
