date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-07,2020,Logan City Council Meeting,Council,1,"approve the December 3, 2019 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Tom Jensen,Mark A. Anderson,,,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2020-01-07,2020,Logan City Council Meeting,Council,2,"approve ratification of David S. Geary, Abraham E. Verdoes and Ken Heare as presented",Appointment,Carried unanimously (no names),Tom Jensen,Jess W. Bradfield,,,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2020-01-07,2020,Logan City Council Meeting,Council,3,nominate Amy Z. Anderson to serve as the Council Chair for 2020 as presented,Appointment,Carried unanimously (no names),Tom Jensen,Mark A. Anderson,,,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2020-01-07,2020,Logan City Council Meeting,Council,4,nominate Tom Jensen to serve as the Council Vice Chair for 2020 as presented,Appointment,Carried (no names),Jeannie F. Simmonds,Amy Z. Anderson,,,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2020-01-07,2020,Logan City Council Meeting,Council,5,approve Resolution 19-64 as presented,Budget Amendment,Carried unanimously (no names),Jess W. Bradfield,Amy Z. Anderson,,,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2020-01-07,2020,Logan City Council Meeting,Council,6,approve Resolution 19-62 as presented,Resolution,Carried unanimously (no names),Jess W. Bradfield,Tom Jensen,,,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2020-01-21,2020,Logan City Council Meeting,Council,1,"approve the January 7, 2020 minutes as presented and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Jess W. Bradfield,Mark A. Anderson,,,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
2020-01-21,2020,Logan City Council Meeting,Council,2,approve ratification of Jeannie F. Simmonds and John Zsiray as presented,Appointment,Carried unanimously (no names),Jess W. Bradfield,Tom Jensen,,,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
2020-01-21,2020,Logan City Council Meeting,Council,3,approve Resolution 20-02 as presented,Resolution,Carried unanimously (no names),Jeannie F. Simmonds,Jess W. Bradfield,,,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
2020-01-21,2020,Logan City Council Meeting,Council,4,approve Resolution 20-01 as presented and suggested that a portion of the Logan River Blue Trail be named to honor Frank Howe,Ceremonial,Carried (no names),Jess W. Bradfield,Tom Jensen,,,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
2020-02-04,2020,Logan City Council Meeting,Council,1,amend tonight’s agenda,Procedural/Administrative,Carried unanimously (no names),Tom Jensen,Jess W. Bradfield,,,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
2020-02-04,2020,Logan City Council Meeting,Council,2,"approve the January 21, 2020 minutes as presented",Procedural/Administrative,Carried (no names),Jess W. Bradfield,Mark A. Anderson,,,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
2020-02-04,2020,Logan City Council Meeting,Council,3,"adopt Ordinance 20-02 as amended changing the effective date from April 22, 2020 to July 31, 2020",Ordinance,Carried unanimously (no names),Tom Jensen,Mark A. Anderson,,,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
2020-02-04,2020,Logan City Council Meeting,Council,4,approve ratification of Bronwyn O’Hara as presented,Appointment,Carried (no names),Tom Jensen,Jeannie F. Simmonds,,,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
2020-02-04,2020,Logan City Council Meeting,Council,5,approve Resolution 20-03 as presented,Budget Amendment,Carried unanimously (no names),Jess W. Bradfield,Jeannie F. Simmonds,,,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,1,"approve the February 4, 2020 minutes with no changes and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Jess W. Bradfield,Tom Jensen,,,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,2,approve Resolution 20-04 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jess W. Bradfield,Amy Z. Anderson,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,2,approve Resolution 20-04 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jess W. Bradfield,Mark A. Anderson,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,2,approve Resolution 20-04 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jess W. Bradfield,Jess W. Bradfield,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,2,approve Resolution 20-04 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jess W. Bradfield,Tom Jensen,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,2,approve Resolution 20-04 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jess W. Bradfield,Jeannie F. Simmonds,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,3,adopt Ordinance 20-03 as presented,Ordinance,5-0 Pass,Jeannie F. Simmonds,Jess W. Bradfield,Amy Z. Anderson,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,3,adopt Ordinance 20-03 as presented,Ordinance,5-0 Pass,Jeannie F. Simmonds,Jess W. Bradfield,Mark A. Anderson,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,3,adopt Ordinance 20-03 as presented,Ordinance,5-0 Pass,Jeannie F. Simmonds,Jess W. Bradfield,Jess W. Bradfield,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,3,adopt Ordinance 20-03 as presented,Ordinance,5-0 Pass,Jeannie F. Simmonds,Jess W. Bradfield,Tom Jensen,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,3,adopt Ordinance 20-03 as presented,Ordinance,5-0 Pass,Jeannie F. Simmonds,Jess W. Bradfield,Jeannie F. Simmonds,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,4,adopt Ordinance 20-01 as presented,Ordinance,5-0 Pass,Jess W. Bradfield,Mark A. Anderson,Amy Z. Anderson,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,4,adopt Ordinance 20-01 as presented,Ordinance,5-0 Pass,Jess W. Bradfield,Mark A. Anderson,Mark A. Anderson,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,4,adopt Ordinance 20-01 as presented,Ordinance,5-0 Pass,Jess W. Bradfield,Mark A. Anderson,Jess W. Bradfield,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,4,adopt Ordinance 20-01 as presented,Ordinance,5-0 Pass,Jess W. Bradfield,Mark A. Anderson,Tom Jensen,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-02-18,2020,Logan City Council Meeting,Council,4,adopt Ordinance 20-01 as presented,Ordinance,5-0 Pass,Jess W. Bradfield,Mark A. Anderson,Jeannie F. Simmonds,Aye,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
2020-03-03,2020,Logan City Council Meeting,Council,1,"approve the February 18, 2020 minutes with no changes and approve tonight’s agenda",Procedural/Administrative,Carried unanimously (no names),Jeannie F. Simmonds,Mark A. Anderson,,,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md
2020-03-03,2020,Logan City Council Meeting,Council,2,approve ratification of Carol Denniston and Lee Samsel as presented,Appointment,Carried unanimously (no names),Jeannie F. Simmonds,Tom Jensen,,,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md
2020-03-03,2020,Logan City Council Meeting,Council,3,approve Resolution 20-05 as presented,Budget Amendment,Carried unanimously (no names),Jess W. Bradfield,Tom Jensen,,,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md
2020-03-03,2020,Logan Redevelopment Agency Meeting,RDA,1,"continue the discussion regarding the Revitalization of Downtown/Emporium Block to the March 17, 2020 Council meeting as presented",Procedural/Administrative,Carried unanimously (no names),Jeannie F. Simmonds,Tom Jensen,,,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_redevelopment-agency-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,1,"approve the March 3, 2020 minutes with no changes and approve tonight’s agenda",Procedural/Administrative,Carried (no names),Jeannie F. Simmonds,Jess W. Bradfield,,,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,2,approve Resolution 20-07 as presented,Resolution,5-0 Pass,Jeannie F. Simmonds,Tom Jensen,Amy Z. Anderson,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,2,approve Resolution 20-07 as presented,Resolution,5-0 Pass,Jeannie F. Simmonds,Tom Jensen,Mark A. Anderson,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,2,approve Resolution 20-07 as presented,Resolution,5-0 Pass,Jeannie F. Simmonds,Tom Jensen,Jess W. Bradfield,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,2,approve Resolution 20-07 as presented,Resolution,5-0 Pass,Jeannie F. Simmonds,Tom Jensen,Tom Jensen,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,2,approve Resolution 20-07 as presented,Resolution,5-0 Pass,Jeannie F. Simmonds,Tom Jensen,Jeannie F. Simmonds,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,3,approve Resolution 20-08 as presented,Budget Amendment,5-0 Pass,Tom Jensen,Mark A. Anderson,Amy Z. Anderson,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,3,approve Resolution 20-08 as presented,Budget Amendment,5-0 Pass,Tom Jensen,Mark A. Anderson,Mark A. Anderson,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,3,approve Resolution 20-08 as presented,Budget Amendment,5-0 Pass,Tom Jensen,Mark A. Anderson,Jess W. Bradfield,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,3,approve Resolution 20-08 as presented,Budget Amendment,5-0 Pass,Tom Jensen,Mark A. Anderson,Tom Jensen,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,3,approve Resolution 20-08 as presented,Budget Amendment,5-0 Pass,Tom Jensen,Mark A. Anderson,Jeannie F. Simmonds,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,4,approve Resolution 20-10 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jeannie F. Simmonds,Amy Z. Anderson,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,4,approve Resolution 20-10 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jeannie F. Simmonds,Mark A. Anderson,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,4,approve Resolution 20-10 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jeannie F. Simmonds,Jess W. Bradfield,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,4,approve Resolution 20-10 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jeannie F. Simmonds,Tom Jensen,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
2020-04-07,2020,Logan City Council Meeting,Council,4,approve Resolution 20-10 as presented,Budget Amendment,5-0 Pass,Jess W. Bradfield,Jeannie F. Simmonds,Jeannie F. Simmonds,Aye,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
