year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2007,municipal general,Council,At-Large,Draper City Council At-Large,4800,BART BARKER,99,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4800,BILL COLBERT,143,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4800,ALAN SUMMERHAYS,170,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4800,SCOTT TANNER,77,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4800,PAUL TONKS,84,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4800,TROY K. WALKER,160,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4800,Write-in,5,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4801,BART BARKER,193,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4801,BILL COLBERT,83,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4801,ALAN SUMMERHAYS,120,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4801,SCOTT TANNER,165,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4801,PAUL TONKS,175,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4801,TROY K. WALKER,104,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4801,Write-in,1,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4802,BART BARKER,91,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4802,BILL COLBERT,165,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4802,ALAN SUMMERHAYS,206,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4802,SCOTT TANNER,82,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4802,PAUL TONKS,65,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4802,TROY K. WALKER,154,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4802,Write-in,0,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4803,BART BARKER,114,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4803,BILL COLBERT,132,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4803,ALAN SUMMERHAYS,188,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4803,SCOTT TANNER,99,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4803,PAUL TONKS,98,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4803,TROY K. WALKER,145,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4803,Write-in,4,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804,BART BARKER,136,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804,BILL COLBERT,145,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804,ALAN SUMMERHAYS,182,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804,SCOTT TANNER,152,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804,PAUL TONKS,98,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804,TROY K. WALKER,178,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804,Write-in,8,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804C,BART BARKER,1,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804C,BILL COLBERT,0,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804C,ALAN SUMMERHAYS,1,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804C,SCOTT TANNER,2,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804C,PAUL TONKS,3,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804C,TROY K. WALKER,0,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4804C,Write-in,0,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4808,BART BARKER,236,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4808,BILL COLBERT,190,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4808,ALAN SUMMERHAYS,270,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4808,SCOTT TANNER,202,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4808,PAUL TONKS,151,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4808,TROY K. WALKER,225,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4808,Write-in,2,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4809,BART BARKER,95,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4809,BILL COLBERT,162,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4809,ALAN SUMMERHAYS,233,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4809,SCOTT TANNER,88,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4809,PAUL TONKS,76,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4809,TROY K. WALKER,221,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4809,Write-in,8,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4810,BART BARKER,153,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4810,BILL COLBERT,245,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4810,ALAN SUMMERHAYS,279,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4810,SCOTT TANNER,116,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4810,PAUL TONKS,94,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4810,TROY K. WALKER,271,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4810,Write-in,4,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4811,BART BARKER,125,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4811,BILL COLBERT,222,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4811,ALAN SUMMERHAYS,280,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4811,SCOTT TANNER,112,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4811,PAUL TONKS,73,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4811,TROY K. WALKER,276,False
2007,municipal general,Council,At-Large,Draper City Council At-Large,4811,Write-in,6,False
