geography,geography_type,year,metric,value,scenario,source,source_url,vintage
Alta,city_area,2019,households,171,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2020,households,172,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2021,households,173,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2022,households,174.2,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2023,households,175.3,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2024,households,176.4,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2025,households,177.5,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2026,households,178.6,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2027,households,179.7,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
Alta,city_area,2028,households,180.8,baseline,"Wasatch Front Regional Council — Real Estate Market Model / socioeconomic forecast (2023-2050 RTP), CityArea grain",https://services1.arcgis.com/taguadKoI1XFwivx/ArcGIS/rest/services/Household_Projections_City_Area_RTP_2023/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,RTP2023
