motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,2,1,approve the agenda as written,,"The vote was unanimous, 6-0",Pass,council_vote,,procedural,keyword,high,,,,25,30,0,legislative/minutes/2015/2015-01-05_council.md,citysite_ocr
2,1,2,2,appoint David L,,"The vote was unanimous, 6-0",Pass,council_vote,,,unclassified,low,,,,22,,0,legislative/minutes/2015/2015-01-05_council.md,citysite_ocr
3,1,2,3,adjourn from the special session of the,,"The vote was unanimous, 7-0",Pass,council_vote,,procedural,keyword,high,,,,30,13,0,legislative/minutes/2015/2015-01-05_council.md,citysite_ocr
4,2,2,1,approve the agenda as written,,"The vote was unanimous, 6-0",Pass,council_vote,,procedural,keyword,high,,,,30,13,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
5,2,2,2,approve the minutes of the December 09,,"The vote was unanimous, 6-0",Pass,council_vote,,procedural,keyword,high,,,,30,13,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
6,2,2,3,approve the recommended appointments,,"The vote was unanimous, 6-0",Pass,council_vote,,approve,keyword,high,,,,30,7,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
7,2,2,4,accept the Bear River Mental Health,,"The vote was unanimous,
6-0",Pass,council_vote,,approve,keyword,high,,,,30,29,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
8,2,2,5,"set a Public Hearing-January 27, 2015 at",,"The vote was
unanimous, 6-0",Pass,council_vote,,procedural,keyword,medium,,,,29,30,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
9,2,2,6,waive the rules and approve Ordinance,,"The vote was unanimous, 6-0",Pass,council_vote,,approve,keyword,high,,,,30,29,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
10,2,2,7,waive the rules and approve Resolution,,"The vote was
unanimous, 6-0",Pass,council_vote,,approve,keyword,high,,,,30,29,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
11,2,2,8,approve the Property Tax Military,,"The vote was unanimous, 6-0",Pass,council_vote,,approve,keyword,high,,,,30,7,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
12,2,2,9,approve the Fox Hollow Subdivision-Duane,,"The vote was unanimous, 6-0",Pass,council_vote,,approve,keyword,high,1,name,medium,13,22,0,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
13,3,2,1,approve the agenda as written,,"The vote was unanimous, 5-0",Pass,council_vote,,procedural,keyword,high,,,,30,13,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
14,3,2,2,approve the minutes of the January 13,,"The vote was unanimous,
5-0",Pass,council_vote,,procedural,keyword,high,,,,30,13,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
15,3,2,3,approve the Consent Agenda Item-Ronald,,"The vote was unanimous, 6-0",Pass,council_vote,,procedural,keyword,high,,,,25,30,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
16,3,2,4,close the Public Hearing,,"The vote was unanimous, 7-0",Pass,council_vote,,procedural,keyword,medium,,,,30,25,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
17,3,2,5,close the Public Hearing,,"The vote was unanimous, 6-0",Pass,council_vote,,procedural,keyword,medium,,,,13,,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
18,3,2,6,waive the rules and approve Resolution,,"The vote was
unanimous, 6-0",Pass,council_vote,,approve,keyword,high,,,,29,13,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
19,3,2,7,approve the three property tax deferral,,"The vote was unanimous, 6-0",Pass,council_vote,,approve,keyword,high,,,,7,25,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
20,3,2,8,approve the Widow Abatement request,,"The vote was unanimous, 6-0",Pass,council_vote,,approve,keyword,high,,,,25,29,0,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
