date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path
2023-01-05,"St. George City Council January 5, 2023",CityCouncil,https://www.youtube.com/watch?v=2FAkHVZ54Hk,2FAkHVZ54Hk,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-01-19,"St. George City Council January 19, 2023",CityCouncil,https://www.youtube.com/watch?v=EReiJlfKhZ8,EReiJlfKhZ8,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-02-16,"St. George City Council February 16, 2023",CityCouncil,https://www.youtube.com/watch?v=do_56J0dw-U,do_56J0dw-U,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-03-16,"St. George City Council March 16, 2023",CityCouncil,https://www.youtube.com/watch?v=tLCmGvg61-g,tLCmGvg61-g,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-04-06,"St. George City Council April 6, 2023",CityCouncil,https://www.youtube.com/watch?v=XKJiLOTQj5A,XKJiLOTQj5A,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-04-11,"St. George City Council April 11,  2023",CityCouncil,https://www.youtube.com/watch?v=xO19HtFWqGw,xO19HtFWqGw,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-05-04,"St. George City Council May 4, 2023",CityCouncil,https://www.youtube.com/watch?v=5Azb2feKSQA,5Azb2feKSQA,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-06-01,"St. George City Council June 1, 2023",CityCouncil,https://www.youtube.com/watch?v=sLUHuLFvIqk,sLUHuLFvIqk,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-06-15,"St. George City Council June 15, 2023",CityCouncil,https://www.youtube.com/watch?v=7DYQQU8w1fU,7DYQQU8w1fU,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-07-06,"St. George City Council July 6, 2023",CityCouncil,https://www.youtube.com/watch?v=Gzh9lCSFI6I,Gzh9lCSFI6I,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-07-20,"St. George City Council July 20, 2023",CityCouncil,https://www.youtube.com/watch?v=EmYkpWxn6Yw,EmYkpWxn6Yw,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-08-03,"St. George City Council August 3, 2023",CityCouncil,https://www.youtube.com/watch?v=C7tcPCk5FpY,C7tcPCk5FpY,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-08-17,"St. George City Council August 17, 2023",CityCouncil,https://www.youtube.com/watch?v=sTyshnaot30,sTyshnaot30,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-09-21,"St. George City Council September 21, 2023",CityCouncil,https://www.youtube.com/watch?v=Y5IsufiJ_IU,Y5IsufiJ_IU,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-10-05,"St. George City Council October 5, 2023",CityCouncil,https://www.youtube.com/watch?v=XuoVuQqDTrE,XuoVuQqDTrE,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-10-19,"St. George City Council October 19, 2023",CityCouncil,https://www.youtube.com/watch?v=9XgUU-xCZqU,9XgUU-xCZqU,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-11-02,"St. George City Council November 2, 2023",CityCouncil,https://www.youtube.com/watch?v=Witlq78UjRE,Witlq78UjRE,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-11-16,"St. George City Council November 16, 2023",CityCouncil,https://www.youtube.com/watch?v=4lhT-fcAXHg,4lhT-fcAXHg,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2023-12-07,"St. George City Council December 7, 2023",CityCouncil,https://www.youtube.com/watch?v=7aJpcnYvXW4,7aJpcnYvXW4,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-01-04,"St. George City Council January 4, 2024",CityCouncil,https://www.youtube.com/watch?v=e9_Xye69Y88,e9_Xye69Y88,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-01-18,"St. George City Council January 18, 2024",CityCouncil,https://www.youtube.com/watch?v=SRTyAaR_qis,SRTyAaR_qis,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-02-01,"St. George City Council February 1, 2024",CityCouncil,https://www.youtube.com/watch?v=qhhE7OF3JJA,qhhE7OF3JJA,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-03-07,"St. George City Council March 7, 2024",CityCouncil,https://www.youtube.com/watch?v=MUXKon-rkkI,MUXKon-rkkI,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-03-21,"St. George City Council March 21, 2024",CityCouncil,https://www.youtube.com/watch?v=mSi64kRdnvs,mSi64kRdnvs,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-04-04,"St. George City Council April 4, 2024",CityCouncil,https://www.youtube.com/watch?v=KYTX1rK5FLA,KYTX1rK5FLA,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-05-02,"St. George City Council May 2, 2024",CityCouncil,https://www.youtube.com/watch?v=j0rkfczdSNw,j0rkfczdSNw,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-06-13,"St. George City Council June 13, 2024",CityCouncil,https://www.youtube.com/watch?v=pKDgCbC7T7o,pKDgCbC7T7o,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-06-20,"St. George City Council June 20, 2024",CityCouncil,https://www.youtube.com/watch?v=qgIwbUNEqmM,qgIwbUNEqmM,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-07-18,"St. George City Council July 18, 2024",CityCouncil,https://www.youtube.com/watch?v=-novHAfNqE0,-novHAfNqE0,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-08-01,"St. George City Council August 1, 2024",CityCouncil,https://www.youtube.com/watch?v=FDNtD2vsqtg,FDNtD2vsqtg,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-08-15,"St. George City Council August 15, 2024",CityCouncil,https://www.youtube.com/watch?v=2xLGaEck12Y,2xLGaEck12Y,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-09-19,"St. George City Council September 19, 2024",CityCouncil,https://www.youtube.com/watch?v=GYq02AY96yM,GYq02AY96yM,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-10-03,"St. George City Council October 3, 2024",CityCouncil,https://www.youtube.com/watch?v=GUbXGLU70-Y,GUbXGLU70-Y,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-10-17,"St. George City Council October 17, 2024",CityCouncil,https://www.youtube.com/watch?v=MRAqFMa8s3s,MRAqFMa8s3s,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-11-07,"St. George City Council November 7, 2024",CityCouncil,https://www.youtube.com/watch?v=Taz4ohfS0z4,Taz4ohfS0z4,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-11-21,"St. George City Council November 21, 2024",CityCouncil,https://www.youtube.com/watch?v=tm8ZhgBIqW8,tm8ZhgBIqW8,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2024-12-05,"St. George City Council December 5, 2024",CityCouncil,https://www.youtube.com/watch?v=zeP_Q6-Fu5w,zeP_Q6-Fu5w,none,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,na,none,
2025-03-06,"St. George City Council March 6, 2025",CityCouncil,https://www.youtube.com/watch?v=pQVQ0BYgxX4,pQVQ0BYgxX4,asr,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/pQVQ0BYgxX4.en-orig.vtt
2025-03-20,"St. George City Council March 20, 2025",CityCouncil,https://www.youtube.com/watch?v=FNhh-onItZI,FNhh-onItZI,asr,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/FNhh-onItZI.en-orig.vtt
2025-04-03,"St. George City Council April 3, 2025",CityCouncil,https://www.youtube.com/watch?v=4FxtOqSLpZE,4FxtOqSLpZE,asr,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/4FxtOqSLpZE.en-orig.vtt
2025-04-24,"St. George City Council April 24, 2025",CityCouncil,https://www.youtube.com/watch?v=uen4Nusw1kY,uen4Nusw1kY,asr,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/uen4Nusw1kY.en-orig.vtt
2025-05-01,"St. George City Council May 1, 2025",CityCouncil,https://www.youtube.com/watch?v=HvhkphWhCP0,HvhkphWhCP0,asr,https://www.youtube.com/channel/UCYqm-7xA_iN8IlX4uX3HtNg,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/HvhkphWhCP0.en-orig.vtt
2025-12-04,"St. George City Council December 4, 2025",CityCouncil,https://www.youtube.com/watch?v=9o0NbsuD7QI,9o0NbsuD7QI,asr,https://www.youtube.com/channel/UCssI3y3sYbIAySKA8M_8dRw,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/9o0NbsuD7QI.en-orig.vtt
2025-12-18,"St. George City Council December 18, 2025",CityCouncil,https://www.youtube.com/watch?v=7cVdHkX2xbo,7cVdHkX2xbo,asr,https://www.youtube.com/channel/UCssI3y3sYbIAySKA8M_8dRw,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/7cVdHkX2xbo.en-orig.vtt
2026-01-08,"St. George City Council January 8, 2026",CityCouncil,https://www.youtube.com/watch?v=s8jpJSvwgWw,s8jpJSvwgWw,asr,https://www.youtube.com/channel/UCssI3y3sYbIAySKA8M_8dRw,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/s8jpJSvwgWw.en-orig.vtt
2026-01-15,"St. George City Council January 15, 2026",CityCouncil,https://www.youtube.com/watch?v=WHoHV-to2zE,WHoHV-to2zE,asr,https://www.youtube.com/channel/UCssI3y3sYbIAySKA8M_8dRw,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/WHoHV-to2zE.en-orig.vtt
2026-01-22,"St. George City Council January 22, 2026",CityCouncil,https://www.youtube.com/watch?v=YF5zStdWDqA,YF5zStdWDqA,asr,https://www.youtube.com/channel/UCssI3y3sYbIAySKA8M_8dRw,2026-07-02,caption,"yt-dlp --write-auto-sub (YouTube ASR, en-orig) + clean_vtt.py dedupe",raw/YF5zStdWDqA.en-orig.vtt
