date,event_id,file_id,url,reason
2023-04-19,792,,https://vineyardut.portal.civicclerk.com/event/792/overview,"Meeting HELD (CivicClerk event 792 'Planning Commission - Public Hearing', agenda fileId 1280 '901a-4.19.23 PC Meeting Agenda with Attachments'; the April 19, 2023 PC minutes were approved as consent item 4.1 at the 2023-12-06 PC meeting) but its ONLY Minutes attachment (fileId 1281) is a city-side mis-upload of the April 5, 2023 minutes ('901m-4.5.23 PC final  meeting minutes', in-body header 'Wednesday April 5, 2023', draft version of event 787/fileId 1275). Phantom 2023-04-19 removed 2026-07-31; real minutes not published on CivicClerk and not on PMN (body 531 retains only 2015-2018 + 2024-02-07; 2019-2023 blobs purged)."
2024-02-07,1044,,https://vineyardut.portal.civicclerk.com/event/1044/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2025-09-24,1391,,https://vineyardut.portal.civicclerk.com/event/1391/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2025-10-15,1295,,https://vineyardut.portal.civicclerk.com/event/1295/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2025-11-19,1296,,https://vineyardut.portal.civicclerk.com/event/1296/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2025-12-17,1297,,https://vineyardut.portal.civicclerk.com/event/1297/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-01-07,1286,,https://vineyardut.portal.civicclerk.com/event/1286/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-01-21,1298,,https://vineyardut.portal.civicclerk.com/event/1298/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-02-04,1460,,https://vineyardut.portal.civicclerk.com/event/1460/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-02-18,1461,,https://vineyardut.portal.civicclerk.com/event/1461/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-03-18,1477,,https://vineyardut.portal.civicclerk.com/event/1477/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-04-01,1492,,https://vineyardut.portal.civicclerk.com/event/1492/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-04-15,1493,,https://vineyardut.portal.civicclerk.com/event/1493/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-05-06,1599,,https://vineyardut.portal.civicclerk.com/event/1599/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-05-20,1561,,https://vineyardut.portal.civicclerk.com/event/1561/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
2026-06-17,1562,,https://vineyardut.portal.civicclerk.com/event/1562/overview,No Minutes-type file published in CivicClerk for this held meeting (minutes likely not yet approved/posted as of recon date 2026-06-28); only agenda available
