motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,2,1,"accept the appointment of Kent Heap, Cory E. Thomson, and alternate Ann Peterson to the Plannin",Appointment,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,20,16,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
2,1,2,2,"approve the consent agenda which included the approval of the minutes of the regular council meeting held on 12-17-19, work session minutes 12-17-19, a list of claims on the warrant register dated 1-7-20, and the sale of two burial rights to Roger and Patricia Rasmussen and four burial rights Brad and Bett",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,18,16,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
3,1,2,3,approve the business license for Mt. Nebo Consulting,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,15,16,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
4,1,2,4,approve the final plat for CR Circle Subdivision. It was noted that the Clint Robertson the developer had given the city a guaranteed improvement bond for the improvements that still need to b,Land-Use/Zoning,Pass,Pass,council_vote,,approve,keyword,high,1,name,medium,15,18,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
5,2,2,1,"approve the consent agenda which included the approval of the minutes of the regular council meeting held on 1-7-20, work session minutes 1-7-20, work session minutes 1-14- 20, a list of claims on the warrant register dated 1-21-20",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,16,20,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
6,2,2,2,adopt Ordinance 1-21-2020,Ordinance,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,18,12,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
7,2,2,3,authorize the Mayor to sign the agreement with some detail additions to Exhibit A and Exhibi,Contract/Purchase,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,12,20,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
8,2,2,4,authorize the mayor to sign an agreement with Banjo Company. Banjo company pairs publicly available information with advanced artificial intelligence technology to assist law enforcement with solving crimes. The state of Utah has an agreement to use the technology available through Banjo and cities can partner with the state free of charge for thre,Contract/Purchase,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,15,16,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
9,3,2,1,"approve the consent agenda which included the approval of the minutes of the regular council meeting held on 1-21-20, work session minutes 1-21-20, work session minutes 1-28- 20, a list of claims on the warrant register dated 2-4-20, and the sale of burial rights to Elton Castleman, Lori Jackson, Steven and Patrici",Procedural/Administrative,Pass,Pass,council_vote,,procedural,keyword,high,,,,15,16,0,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,minutes
10,3,2,2,approve the business licenses for Horsepower Fleet Leasing LLC and Horsepower Fleet Management,Procedural/Administrative,Pass,Pass,council_vote,,approve,keyword,high,,,,15,18,0,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,minutes
