application_id,app_key,body_id,name,rep_title
1,Council|cr circle subdivision,2,CR Circle Subdivision,approve the final plat for CR Circle Subdivision. It was noted that the Clint Robertson the developer had given the city a guaranteed improvement bond for the improvements that still need to b
2,Council|s|meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md|5,2,,adopt Ordinance 03-03-2020: AN ORDINANCE AMENDING TITLE 10 CHAPTER 15 OF THE NEPHI CIT
3,Council|plat a north ridge estates subdivision,2,Plat A North Ridge Estates Subdivision,"adopt Ordinance 03-17-2020: AN ORDINANCE AMENDING THE ZONE MAP OF NEPHI CITY, STATE OF UTAH. The zone change was for Plat A North Ridge Estates Subdivision and changed the zone from R1-H to R1-8(Z)"
4,Council|s|meeting_minutes/minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md|3,2,,approve the final plat for North Ridge Estate
5,Council|s|meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md|2,2,,approve the final plat for Cedar Ridg
6,Council|s|meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md|4,2,,change the proposed area to a level 2 on the annexation are
7,Council|s|meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md|3,2,,change the annexation area map level of the defined property from a level 2 to a level 1
8,Council|s|meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md|4,2,,change the annexation area near the gun range property owned by Nephi City from a level 3 to a level 2
9,Council|s|meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md|4,2,,change the gun range annexation area from a level 2 to a level 1. Mr. Atkinson stated the main reason for doing this was not necessarily to provide city services but to bring the area under municipa
10,Council|s|meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md|4,2,,change the Johnson property from a Level 3 to a Level 2 in annexation growth are
11,Council|s|meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md|7,2,,"adopt Ordinance 07-21-2020 AN ORDINANCE AMENDING CHAPTER 2 TITLE 4 OF THE NEPHI CITY CODE, PROVIDING FOR THE REGULATION AND ABATEMENT OF PUBLIC NUISANCES WITHIN NEPH"
12,Council|s|meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md|3,2,,change the Johnson property on the south end of town to a Level 1 in the annexation area map. This property will be part of the Biglow Annexatio
13,Council|s|meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md|4,2,,change the requested area to a Level 2 in the Annexation Are
14,Council|s|meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md|5,2,,let the petition move forward in the annexatio
15,Council|s|meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md|6,2,,let the petition move forward in the annexatio
16,Council|s|meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md|2,2,,change from level 2 to level 1 on the annexation area map for the Ed Malmgren property located south of the gol
17,Council|s|meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md|2,2,,"adopt Ordnance 09-15-20: AN ORDINANCE OF NEPHI CITY, STATE OF UTAH, AMENDING TITLE 6 CHAPTER 2 OF THE NEPHI CITY CODE-OFF HIGHWA"
18,Council|s|meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md|4,2,,change the area to a level 1 on the annexation are
19,Council|s|meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md|4,2,,change the area from Level 3 to a Level 2 on the annexation are
20,Council|s|meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md|3,2,,adopt the new revisions to the Annexation Polic
21,Council|s|meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md|5,2,,"adopt Ordinance 11-17-2020: AN ORDINANCE OF NEPHI CITY, STATE OF UTAH, AMENDING SECTION 5-3-7 OF THE PUBLIC SAFETY SECTION OF THE NEPHI CITY CODE. The ordinance states when a person can lawfully discharge a firearm within the cit"
22,Council|s|meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting.md|2,2,,adopt Ordinance 12-15-2020 : AN ORDINANCE AMENDING TITLE 10 CHAPTER 12 AND TITLE 10 CHAPTER 16 SECTION 8 (C) (2) OF THE NEPHI CIT
23,Council|s|meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting.md|4,2,,table the annexation for furthe
24,Council|four mile annexation,2,Four Mile Annexation,allow the Four Mile Annexation petition to move forward in the annexatio
