referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,3,Council,129,PlanningCommission,subject,medium,,0.319,2020-03-17,2020-03-11,6,
2,53,Council,139,PlanningCommission,subject,medium,,1.0,2021-11-02,2021-05-12,174,
3,53,Council,140,PlanningCommission,subject,medium,,1.0,2021-11-02,2021-06-09,146,
4,53,Council,141,PlanningCommission,subject,medium,,1.0,2021-11-02,2021-10-27,6,
5,56,Council,148,PlanningCommission,subject,medium,,0.73,2021-12-21,2021-12-08,13,
6,57,Council,144,PlanningCommission,subject,medium,,0.652,2021-12-21,2021-11-10,41,
7,71,Council,153,PlanningCommission,subject,medium,,1.0,2022-07-19,2022-03-09,132,
8,71,Council,167,PlanningCommission,subject,medium,,1.0,2022-07-19,2022-07-13,6,
9,76,Council,159,PlanningCommission,subject,medium,,0.579,2022-08-02,2022-04-13,111,
10,76,Council,165,PlanningCommission,subject,medium,,0.579,2022-08-02,2022-06-08,55,
11,82,Council,179,PlanningCommission,subject,medium,,0.644,2022-10-18,2022-09-14,34,
12,93,Council,193,PlanningCommission,subject,medium,,0.5,2023-06-20,2023-04-12,69,
13,93,Council,199,PlanningCommission,subject,medium,,0.5,2023-06-20,2023-06-14,6,
14,96,Council,209,PlanningCommission,subject,medium,,1.0,2023-09-19,2023-09-13,6,
15,96,Council,210,PlanningCommission,subject,medium,,1.0,2023-09-19,2023-09-13,6,
16,103,Council,194,PlanningCommission,subject,medium,,0.657,2024-03-05,2023-04-12,328,
17,103,Council,215,PlanningCommission,subject,medium,,0.657,2024-03-05,2024-02-21,13,
18,115,Council,219,PlanningCommission,subject,medium,,0.521,2024-10-15,2024-10-09,6,
