meeting_id,body_id,meeting_date,title,source_file
1,2,2017-01-09,City Council Meeting,minutes/2017/2017-01-09/2017-01-09_city-council-meeting-122.md
2,2,2017-01-17,City Council Agenda,minutes/2017/2017-01-16/2017-01-17_city-council-agenda-98.md
3,2,2017-01-23,City Council Agenda,minutes/2017/2017-01-23/2017-01-23_city-council-agenda-97.md
4,2,2017-01-30,City Council Agenda,minutes/2017/2017-01-30/2017-01-30_city-council-agenda-96.md
5,2,2017-02-06,City Council Agenda,minutes/2017/2017-02-06/2017-02-06_city-council-agenda-95.md
6,2,2017-02-13,City Council Agenda,minutes/2017/2017-02-13/2017-02-13_city-council-agenda-94.md
7,2,2017-02-21,City Council Agenda,minutes/2017/2017-02-20/2017-02-21_city-council-agenda-93.md
8,2,2017-02-27,City Council Agenda - Amended,minutes/2017/2017-02-27/2017-02-27_city-council-agenda-amended-92.md
9,2,2017-03-06,City Council Agenda,minutes/2017/2017-03-06/2017-03-06_city-council-agenda-91.md
10,2,2017-03-27,City Council Agenda - Amended,minutes/2017/2017-03-27/2017-03-27_city-council-agenda-amended-87.md
11,2,2017-04-03,City Council Agenda,minutes/2017/2017-04-03/2017-04-03_city-council-agenda-86.md
12,2,2017-04-10,City Council Agenda,minutes/2017/2017-04-10/2017-04-10_city-council-agenda-85.md
13,2,2017-04-17,City Council Agenda,minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md
14,2,2017-04-24,City Council Agenda,minutes/2017/2017-04-24/2017-04-24_city-council-agenda-83.md
15,2,2017-05-01,City Council Agenda,minutes/2017/2017-05-01/2017-05-01_city-council-agenda-82.md
16,2,2017-05-08,City Council Agenda,minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md
17,2,2017-05-15,City Council Regular Meeting Agenda,minutes/2017/2017-05-15/2017-05-15_city-council-regular-meeting-agenda-80.md
18,2,2017-05-22,City Council Regular Meeting Agenda,minutes/2017/2017-05-22/2017-05-22_city-council-regular-meeting-agenda-79.md
19,2,2017-05-30,City Council Agenda,minutes/2017/2017-05-29/2017-05-30_city-council-agenda-78.md
20,2,2017-06-05,City Council Agenda,minutes/2017/2017-06-05/2017-06-05_city-council-agenda-77.md
21,2,2017-06-06,City Council Agenda,minutes/2017/2017-06-05/2017-06-06_city-council-agenda-76.md
22,2,2017-06-12,City Council Agenda,minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md
23,2,2017-06-19,City Council Agenda,minutes/2017/2017-06-19/2017-06-19_city-council-agenda-73.md
24,2,2017-06-26,City Council Agenda,minutes/2017/2017-06-26/2017-06-26_city-council-agenda-72.md
25,2,2017-07-10,City Council Agenda,minutes/2017/2017-07-10/2017-07-10_city-council-agenda-71.md
26,2,2017-07-17,City Council Agenda,minutes/2017/2017-07-17/2017-07-17_city-council-agenda-70.md
27,2,2017-07-31,City Council Agenda,minutes/2017/2017-07-31/2017-07-31_city-council-agenda-69.md
28,2,2017-08-07,City Council Agenda,minutes/2017/2017-08-07/2017-08-07_city-council-agenda-68.md
29,2,2017-08-14,City Council Agenda,minutes/2017/2017-08-14/2017-08-14_city-council-agenda-67.md
30,2,2017-08-28,City Council Agenda,minutes/2017/2017-08-28/2017-08-28_city-council-agenda-66.md
31,2,2017-09-18,City Council Agenda,minutes/2017/2017-09-18/2017-09-18_city-council-agenda-64.md
32,2,2017-09-25,City Council Agenda,minutes/2017/2017-09-25/2017-09-25_city-council-agenda-63.md
33,2,2017-10-02,City Council Agenda,minutes/2017/2017-10-02/2017-10-02_city-council-agenda-62.md
34,2,2017-10-16,City Council Agenda,minutes/2017/2017-10-16/2017-10-16_city-council-agenda-61.md
35,2,2017-10-23,City Council Agenda,minutes/2017/2017-10-23/2017-10-23_city-council-agenda-60.md
36,2,2017-10-30,City Council Agenda,minutes/2017/2017-10-30/2017-10-30_city-council-agenda-59.md
37,2,2017-11-06,City Council Agenda,minutes/2017/2017-11-06/2017-11-06_city-council-agenda-58.md
38,2,2017-11-13,City Council Agenda,minutes/2017/2017-11-13/2017-11-13_city-council-agenda-57.md
39,2,2017-11-21,Board of Canvassers - General Election Returns,minutes/2017/2017-11-21/2017-11-21_board-of-canvassers-general-election-returns.md
40,2,2017-11-27,City Council Agenda,minutes/2017/2017-11-27/2017-11-27_city-council-agenda-56.md
41,2,2017-12-11,City Council Agenda,minutes/2017/2017-12-11/2017-12-11_city-council-agenda-55.md
42,2,2018-01-08,City Council Agenda,minutes/2018/2018-01-08/2018-01-08_city-council-agenda-54.md
43,2,2018-01-22,City Council Agenda,minutes/2018/2018-01-22/2018-01-22_city-council-agenda-53.md
44,2,2018-02-12,City Council Agenda,minutes/2018/2018-02-12/2018-02-12_city-council-agenda-52.md
45,2,2018-02-26,City Council Agenda,minutes/2018/2018-02-26/2018-02-26_city-council-agenda-49.md
46,2,2018-03-12,City Council Agenda,minutes/2018/2018-03-12/2018-03-12_city-council-agenda-48.md
47,2,2018-03-26,City Council Agenda,minutes/2018/2018-03-26/2018-03-26_city-council-agenda-47.md
48,2,2018-04-09,City Council Agenda,minutes/2018/2018-04-09/2018-04-09_city-council-agenda-46.md
49,2,2018-04-23,City Council Agenda,minutes/2018/2018-04-23/2018-04-23_city-council-agenda-45.md
50,2,2018-05-14,City Council Agenda,minutes/2018/2018-05-14/2018-05-14_city-council-agenda-44.md
51,1,2018-05-14,Community Reinvestment Agency Regular Meeting Agenda,minutes/2018/2018-05-14/2018-05-14_community-reinvestment-agency-regular-meeting-agenda-157.md
52,2,2018-05-29,City Council Agenda,minutes/2018/2018-05-28/2018-05-29_city-council-agenda-43.md
53,2,2018-06-11,City Council Agenda,minutes/2018/2018-06-11/2018-06-11_city-council-agenda-42.md
54,2,2018-06-25,City Council Agenda,minutes/2018/2018-06-25/2018-06-25_city-council-agenda-116.md
55,2,2018-07-09,City Council Agenda,minutes/2018/2018-07-09/2018-07-09_city-council-agenda-40.md
56,1,2018-07-09,Community Reinvestment Agency Regular Meeting Agenda,minutes/2018/2018-07-09/2018-07-09_community-reinvestment-agency-regular-meeting-agenda-153.md
57,2,2018-07-16,City Council Agenda,minutes/2018/2018-07-16/2018-07-16_city-council-agenda-39.md
58,1,2018-07-26,Community Reinvestment Agency Regular Meeting Agenda,minutes/2018/2018-07-23/2018-07-26_community-reinvestment-agency-regular-meeting-agenda-151.md
59,2,2018-07-26,Town Hall Agenda,minutes/2018/2018-07-23/2018-07-26_town-hall-agenda-114.md
60,2,2018-08-13,City Council Agenda,minutes/2018/2018-08-13/2018-08-13_city-council-agenda-37.md
61,1,2018-08-13,Community Reinvestment Agency Regular Meeting Agenda,minutes/2018/2018-08-13/2018-08-13_community-reinvestment-agency-regular-meeting-agenda-149.md
62,2,2018-08-27,City Council Agenda,minutes/2018/2018-08-27/2018-08-27_city-council-agenda-36.md
63,2,2018-09-10,City Council Agenda,minutes/2018/2018-09-10/2018-09-10_city-council-agenda-101.md
64,2,2018-09-24,City Council Agenda,minutes/2018/2018-09-24/2018-09-24_city-council-agenda-160.md
65,2,2018-10-08,City Council Agenda,minutes/2018/2018-10-08/2018-10-08_city-council-agenda-161.md
66,2,2018-10-22,City Council Meeting Agenda and Packet,minutes/2018/2018-10-22/2018-10-22_city-council-meeting-agenda-and-packet-169.md
67,2,2018-11-13,City Council Meeting Agenda and Packet,minutes/2018/2018-11-12/2018-11-13_city-council-meeting-agenda-and-packet-183.md
68,1,2018-11-13,CRA Meeting Agenda and Packet,minutes/2018/2018-11-12/2018-11-13_cra-meeting-agenda-and-packet-184.md
69,2,2018-11-26,City Council Meeting Agenda and Packet,minutes/2018/2018-11-26/2018-11-26_city-council-meeting-agenda-and-packet-185.md
70,1,2018-11-26,CRA Meeting Agenda and Packet,minutes/2018/2018-11-26/2018-11-26_cra-meeting-agenda-and-packet-187.md
71,2,2018-12-10,City Council Meeting Agenda and Packet,minutes/2018/2018-12-10/2018-12-10_city-council-meeting-agenda-and-packet-192.md
72,1,2018-12-10,CRA Meeting Agenda and Packet,minutes/2018/2018-12-10/2018-12-10_cra-meeting-agenda-and-packet-191.md
73,2,2018-12-11,City Council Special Work Meeting Agenda,minutes/2018/2018-12-10/2018-12-11_city-council-special-work-meeting-agenda-190.md
74,2,2019-01-14,City Council Meeting Agenda and Packet,minutes/2019/2019-01-14/2019-01-14_city-council-meeting-agenda-and-packet-196.md
75,1,2019-01-14,CRA Meeting Agenda and Packet,minutes/2019/2019-01-14/2019-01-14_cra-meeting-agenda-and-packet-199.md
76,2,2019-01-23,City Council and Planning Commission Joint Special Work Meeting,minutes/2019/2019-01-21/2019-01-23_city-council-and-planning-commission-joint-special-work-meet-197.md
77,2,2019-02-11,City Council Meeting Agenda and Packet,minutes/2019/2019-02-11/2019-02-11_city-council-meeting-agenda-and-packet-206.md
78,1,2019-02-11,CRA Meeting Agenda and Packet,minutes/2019/2019-02-11/2019-02-11_cra-meeting-agenda-and-packet-207.md
79,2,2019-02-25,City Council Meeting Agenda and Packet,minutes/2019/2019-02-25/2019-02-25_city-council-meeting-agenda-and-packet-211.md
80,2,2019-03-11,City Council Meeting Agenda and Packet,minutes/2019/2019-03-11/2019-03-11_city-council-meeting-agenda-and-packet-213.md
81,2,2019-03-18,City Council Work Meeting Agenda,minutes/2019/2019-03-18/2019-03-18_city-council-work-meeting-agenda-215.md
82,2,2019-03-25,City Council Meeting Agenda and Packet,minutes/2019/2019-03-25/2019-03-25_city-council-meeting-agenda-and-packet-221.md
83,2,2019-04-08,City Council & Community Reinvestment Agency Meeting Agenda & Packets,minutes/2019/2019-04-08/2019-04-08_city-council-community-reinvestment-agency-meeting-agenda-pa-224.md
84,1,2019-04-08,Community Reinvestment Agency Meeting Agenda & Packet,minutes/2019/2019-04-08/2019-04-08_community-reinvestment-agency-meeting-agenda-packet-225.md
85,2,2019-04-15,City Council Work Meeting Agenda & Packet,minutes/2019/2019-04-15/2019-04-15_city-council-work-meeting-agenda-packet-226.md
86,2,2019-04-22,City Council Meeting Agenda and Packet,minutes/2019/2019-04-22/2019-04-22_city-council-meeting-agenda-and-packet-230.md
87,1,2019-04-22,Community Reinvestment Agency Meeting Agenda and Packet,minutes/2019/2019-04-22/2019-04-22_community-reinvestment-agency-meeting-agenda-and-packet-231.md
88,2,2019-05-13,City Council Meeting Agenda and Packet,minutes/2019/2019-05-13/2019-05-13_city-council-meeting-agenda-and-packet-237.md
89,1,2019-05-13,Community Reinvestment Agency Meeting Agenda and Packet,minutes/2019/2019-05-13/2019-05-13_community-reinvestment-agency-meeting-agenda-and-packet-238.md
90,2,2019-05-20,City Council Work Meeting Agenda,minutes/2019/2019-05-20/2019-05-20_city-council-work-meeting-agenda-240.md
91,2,2019-05-28,City Council Meeting Agenda and Packet,minutes/2019/2019-05-27/2019-05-28_city-council-meeting-agenda-and-packet-241.md
