referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,29,Council,88,CRA,subject,medium,,0.316,2018-03-26,2019-04-08,-378,
2,72,Council,67,CRA,subject,medium,,0.874,2018-12-10,2018-11-26,14,
3,85,Council,576,PlanningCommission,subject,medium,,0.579,2019-04-08,2019-02-20,47,
4,110,Council,577,PlanningCommission,address+subject,high,4277 s 500 e,0.782,2019-06-24,2019-02-20,124,
5,110,Council,602,PlanningCommission,address+subject,high,4277 s 500 e,0.782,2019-06-24,2019-08-21,-58,
6,125,Council,617,PlanningCommission,address+subject,high,828 e 4125 s,0.649,2019-12-16,2019-11-20,26,
7,131,Council,623,PlanningCommission,address,low,1470 e 3900 s,0.627,2020-02-10,2020-01-15,26,
8,148,Council,643,PlanningCommission,address+subject,high,4358 s 900 e,0.715,2020-05-11,2020-04-15,26,
9,173,Council,671,PlanningCommission,address+subject,high,857 e 4315 s,0.619,2020-12-21,2020-11-18,33,
10,176,Council,177,CRA,subject,medium,,0.55,2021-02-08,2021-02-08,0,
11,182,Council,188,CRA,subject,medium,,1.0,2021-04-12,2021-04-12,0,
12,213,Council,216,CRA,subject,medium,,0.822,2021-09-13,2021-09-13,0,
13,213,Council,219,CRA,subject,medium,,1.0,2021-09-13,2021-09-13,0,
14,229,Council,702,PlanningCommission,address+subject,high,4090 s highland,0.577,2021-11-22,2021-08-18,96,
15,233,Council,721,PlanningCommission,address,low,1321 e 3300 s,0.071,2022-01-10,2022-02-16,-37,
16,264,Council,746,PlanningCommission,subject,medium,,0.623,2022-09-26,2022-09-21,5,
17,272,Council,772,PlanningCommission,case_no,high,ZT-23-004,0.039,2023-03-13,2023-02-15,26,
18,304,Council,752,PlanningCommission,address+subject,high,4101 s howick,0.63,2023-11-13,2022-10-19,390,
19,307,Council,790,PlanningCommission,case_no,high,ZM-23-006,1.0,2023-12-11,2023-10-18,54,
20,308,Council,790,PlanningCommission,address,low,2888 e 3300 s,0.117,2023-12-11,2023-10-18,54,
21,320,Council,327,CRA,subject,medium,,0.85,2024-01-22,2024-01-22,0,
22,330,Council,776,PlanningCommission,subject,medium,,0.559,2024-02-12,2023-04-19,299,
23,342,Council,759,PlanningCommission,subject,low,,0.631,2024-05-13,2022-11-16,544,
24,342,Council,804,PlanningCommission,case_no,high,ZM-24-001,0.193,2024-05-13,2024-02-21,82,
25,348,Council,813,PlanningCommission,subject,medium,,0.611,2024-05-28,2024-04-17,41,
26,372,Council,841,PlanningCommission,address,low,815 e 4200 s,0.133,2024-12-16,2024-11-20,26,
27,382,Council,849,PlanningCommission,subject,medium,,0.543,2025-04-28,2025-02-19,68,
28,397,Council,406,CRA,subject,medium,,0.622,2025-06-09,2025-06-09,0,
29,397,Council,407,CRA,subject,medium,,0.642,2025-06-09,2025-06-09,0,
30,398,Council,406,CRA,subject,medium,,1.0,2025-06-09,2025-06-09,0,
31,398,Council,407,CRA,subject,medium,,0.828,2025-06-09,2025-06-09,0,
32,399,Council,406,CRA,subject,medium,,0.554,2025-06-09,2025-06-09,0,
33,399,Council,407,CRA,subject,medium,,0.576,2025-06-09,2025-06-09,0,
34,423,Council,865,PlanningCommission,subject,medium,,0.65,2025-11-10,2025-10-15,26,
35,574,PlanningCommission,32,CRA,subject,medium,,0.373,2019-02-20,2018-05-14,282,
