application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2017/2017-02-20/2017-02-21_city-council-agenda-93.md|1,2,,to adopt the rules of procedure for land use hearing officer adding a verbal amendment that the land use hearing officer is empowered to grant a stay both before and after his or her decision
2,Council|s|minutes/2017/2017-03-27/2017-03-27_city-council-agenda-amended-87.md|1,2,,"to adopt Ordinance No. 17-_____, amending Title 2 of the Millcreek Code of Ordinances by Adding Chapter 2.49 entitled “Street Addressing and Property Identification”; and Title 3 of the Millcreek Code of Ordinances by adding Section 3.42.010 entitled “Addressing Fees”, but with a correction to subparagraph A of section 2.49.010 from “mailed to the city’s recorded address” to “mailed to addresses…"
3,Council|s|minutes/2017/2017-04-10/2017-04-10_city-council-agenda-85.md|2,2,,"to adopt Ordinance No. 17-_____, Notifying the Public of a Pending Ordinance Regarding Changes to the Commercial Zone to Limit/Prohibit Self Storage Units, Residential Uses, Pawn Shops, Check Cashing Businesses, Tobacco Specialty Businesses, Tattoo Shops Uses in the C-1, C-2 and C-3 Zones"
4,Council|s|minutes/2017/2017-04-17/2017-04-17_city-council-agenda-84.md|3,2,,"to adopt Ord. No 17-______ – to amend Title 19 Zoning of the Millcreek Code of Ordinances, 2017, to enact a new MD Zoning Ordinance"
5,Council|s|minutes/2017/2017-05-08/2017-05-08_city-council-agenda-81.md|2,2,,to adopt Ordinance No. 17-______ - amending Millcreek’s Land Use Ordinances by Repealing the MD-1 Zone (Mixed Development-1 Zone
6,Council|s|minutes/2017/2017-06-12/2017-06-12_city-council-agenda-75.md|2,2,,"to approve a request by William Miner to rezone .23 acres from R-1-8 (Single Family Residential; 8,000 sq. ft. min. lot size) to R-2-8 (Two-Family Residential; 8,000 sq. ft. min. lot size). Location: 1401 East Woodland Avenue"
7,Council|s|minutes/2017/2017-06-19/2017-06-19_city-council-agenda-73.md|2,2,,"to approve Ordinance No. 17-______, repealing chapters 19.72 and 19.73 of the Millcreek City Ordinances, entitled, respectively, “Foothills and Canyons Overlay Zone” and “Foothills and Canyons Site Development and Design Standards” and replacing them with a new Chapter 19.72, entitled “Foothills and Canyons Overlay Zone.” These chapters are being repealed and replaced to clarify ambiguous terms…"
8,Council|s|minutes/2017/2017-06-26/2017-06-26_city-council-agenda-72.md|2,2,,"to approve Ordinance No. 17-_____, updating and modifying Chapter 19.84 of Millcreek Ordinances, entitled “Conditional Uses”"
9,Council|s|minutes/2017/2017-07-17/2017-07-17_city-council-agenda-70.md|2,2,,"to approve Ordinance No. 17-______ - amending Chapter 19.32 of the Millcreek Code of Ordinances, by revising 9 and updating the C-1, C-2 and C-3 zones 6.1 with the revisions presented"
10,Council|s|minutes/2017/2017-07-17/2017-07-17_city-council-agenda-70.md|3,2,,"to deny planning Application 30429 – Heather Newport, on behalf of the KETM Trust – Requesting a rezone of .63 acres from C-1 (Community Commercial) zone to the C-2 (Neighborhood Commercial) zone. Location: 2827 South 2300 East"
11,Council|s|minutes/2017/2017-07-31/2017-07-31_city-council-agenda-69.md|2,2,,"to approve Ordinance No. 17-______ - amending Title 14-Highways, Sidewalks and Public Places of Millcreek Code of Ordinances adding section 14.16.120 entitled Restoration of Surface Required as amended, including but not limited to those specified in section 14-12-020"
