week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2018-01-04,2017-12-29,0,1,9,0,council meeting
2018-03-01,2018-02-23,0,1,5,0,council meeting
2018-04-05,2018-03-30,0,1,13,0,council meeting
2018-05-03,2018-04-27,0,1,9,0,council meeting
2018-06-07,2018-06-01,0,1,8,0,council meeting
2018-07-05,2018-06-29,0,1,3,0,council meeting
2018-08-02,2018-07-27,0,1,5,0,council meeting
2018-09-27,2018-09-21,0,1,0,0,council meeting
2018-10-04,2018-09-28,0,1,3,0,council meeting
2018-11-01,2018-10-26,0,1,6,0,council meeting
2018-11-15,2018-11-09,0,1,5,0,council meeting
2018-12-13,2018-12-07,0,1,7,0,council meeting
2019-01-03,2018-12-28,0,1,8,0,council meeting
2019-02-07,2019-02-01,0,1,5,0,council meeting
2019-03-07,2019-03-01,0,1,6,0,council meeting
2019-04-04,2019-03-29,0,1,6,0,council meeting
2019-05-02,2019-04-26,0,1,5,0,council meeting
2019-06-06,2019-05-31,0,1,6,0,council meeting
2019-06-20,2019-06-14,0,1,0,0,council meeting
2019-07-11,2019-07-05,0,1,8,0,council meeting
2019-08-01,2019-07-26,0,1,8,0,council meeting
2019-09-05,2019-08-30,0,1,3,0,council meeting
2019-09-26,2019-09-20,0,1,3,0,council meeting
2019-10-03,2019-09-27,0,1,1,0,council meeting
2019-11-14,2019-11-08,0,1,6,0,council meeting
2019-11-21,2019-11-15,0,1,0,0,board of canvassers
2019-12-05,2019-11-29,0,1,9,0,council meeting
2020-01-02,2019-12-27,0,1,7,7,council meeting
2020-02-06,2020-01-31,0,1,4,0,council meeting
2020-03-05,2020-02-28,0,1,17,3,council meeting
2020-05-07,2020-05-01,0,1,7,2,council meeting
2020-06-04,2020-05-29,0,1,4,1,council meeting
2020-07-02,2020-06-26,0,1,14,3,council meeting
2020-08-13,2020-08-07,0,1,3,2,council meeting
2020-09-03,2020-08-28,0,1,2,0,council meeting
2020-10-01,2020-09-25,0,1,4,1,council meeting
2020-10-15,2020-10-09,0,1,0,0,council meeting
2020-11-05,2020-10-30,0,1,3,0,council meeting
2020-12-03,2020-11-27,0,1,11,2,council meeting
2020-12-17,2020-12-11,0,1,4,1,council meeting
2021-01-07,2021-01-01,0,1,2,0,council meeting
2021-02-04,2021-01-29,0,1,2,0,council meeting
2021-03-04,2021-02-26,0,1,4,1,council meeting
2021-04-01,2021-03-26,0,1,7,0,council meeting
2021-05-06,2021-04-30,0,1,4,0,council meeting
2021-06-03,2021-05-28,0,1,8,0,council meeting
2021-07-08,2021-07-02,0,1,9,1,council meeting
2021-08-05,2021-07-30,0,1,7,0,council meeting
2021-09-02,2021-08-27,0,1,8,3,council meeting
2021-10-07,2021-10-01,0,1,5,0,council meeting
2021-10-21,2021-10-15,0,1,0,0,council meeting
2021-11-18,2021-11-12,0,1,7,1,council meeting
2021-12-09,2021-12-03,0,1,15,2,council meeting
2022-01-06,2021-12-31,0,2,7,0,council meeting
2022-02-03,2022-01-28,0,1,4,1,council meeting
2022-03-03,2022-02-25,0,1,1,0,council meeting
2022-03-31,2022-03-25,0,1,4,0,council meeting
2022-04-07,2022-04-01,0,1,8,2,council meeting
2022-05-05,2022-04-29,0,1,9,1,council meeting
2022-06-02,2022-05-27,0,1,3,0,council meeting
2022-06-23,2022-06-17,0,1,0,0,council meeting
2022-08-04,2022-07-29,0,1,8,0,council meeting
2022-08-18,2022-08-12,0,1,0,0,council meeting
2022-09-01,2022-08-26,0,1,7,0,council meeting
2022-10-06,2022-09-30,0,1,2,0,council meeting
2022-10-13,2022-10-07,0,1,0,0,council meeting
2022-11-10,2022-11-04,0,1,7,0,council meeting
2022-12-01,2022-11-25,0,1,12,0,council meeting
2022-12-15,2022-12-09,0,1,0,0,council meeting
2022-12-29,2022-12-23,0,1,0,0,council meeting
2023-01-05,2022-12-30,0,1,5,0,council meeting
2023-01-26,2023-01-20,0,1,0,0,council meeting
2023-02-02,2023-01-27,0,1,5,0,council meeting
2023-03-16,2023-03-10,0,1,6,0,council meeting
2023-04-06,2023-03-31,0,1,2,0,council meeting
2023-04-13,2023-04-07,0,1,1,0,council meeting
2023-05-04,2023-04-28,0,1,4,0,council meeting
2023-05-25,2023-05-19,0,1,2,0,council meeting
2023-06-01,2023-05-26,0,1,6,0,council meeting
2023-06-22,2023-06-16,0,1,3,0,council meeting
2023-07-06,2023-06-30,0,1,5,0,council meeting
2023-08-03,2023-07-28,0,1,8,0,council meeting
2023-09-07,2023-09-01,0,1,5,0,council meeting
2023-10-05,2023-09-29,0,1,4,0,council meeting
2023-11-02,2023-10-27,0,1,2,0,council meeting
2023-12-07,2023-12-01,0,2,11,0,council meeting
2024-01-04,2023-12-29,0,1,7,0,council meeting
2024-02-01,2024-01-26,0,1,5,0,council meeting
2024-03-07,2024-03-01,0,1,6,0,council meeting
2024-04-04,2024-03-29,0,1,6,0,council meeting
2024-05-02,2024-04-26,0,1,11,0,council meeting
2024-05-16,2024-05-10,0,1,4,0,council meeting
2024-06-06,2024-05-31,0,1,17,1,council meeting
2024-06-20,2024-06-14,0,1,3,0,council meeting
2024-07-11,2024-07-05,0,1,2,0,council meeting
2024-08-01,2024-07-26,0,1,1,0,council meeting
2024-09-05,2024-08-30,0,1,5,0,council meeting
2024-10-03,2024-09-27,0,1,10,0,council meeting
2024-11-14,2024-11-08,0,1,8,0,council meeting
2024-12-05,2024-11-29,0,1,4,0,council meeting
2025-01-02,2024-12-27,0,1,6,0,council meeting
2025-02-06,2025-01-31,0,1,10,0,council meeting
2025-03-06,2025-02-28,0,1,6,0,council meeting
2025-04-03,2025-03-28,0,1,5,0,council meeting
2025-05-01,2025-04-25,0,1,9,0,council meeting
2025-06-05,2025-05-30,0,1,9,0,council meeting
2025-06-12,2025-06-06,0,1,3,0,special meeting
2025-07-10,2025-07-04,0,1,6,1,council meeting
2025-08-07,2025-08-01,0,1,3,0,council meeting
2025-09-04,2025-08-29,0,1,4,0,council meeting
2025-10-02,2025-09-26,0,1,4,0,council meeting
2025-11-13,2025-11-07,0,1,3,0,council meeting
2025-11-20,2025-11-14,0,1,2,0,board of canvassers
2025-12-04,2025-11-28,0,1,5,0,council meeting
2026-01-08,2026-01-02,0,1,13,1,council meeting
2026-02-05,2026-01-30,0,1,10,0,council meeting
2026-03-05,2026-02-27,0,2,9,0,council meeting; special meeting
2026-04-02,2026-03-27,0,1,7,0,council meeting
2026-05-07,2026-05-01,0,1,4,0,council meeting
2026-06-04,2026-05-29,0,1,10,0,council meeting
2026-06-11,2026-06-05,0,1,0,0,council meeting
