city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
west_valley,plan_2022,District 1,WVC003,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC004,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC005,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC008,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC016,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC017,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC028,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC029,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC030,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
west_valley,plan_2022,District 1,WVC031,2022-03-15,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) West Valley map — the 70 mapped WVC precincts assigned via the 2023 (D1/D3) + 2025 (D2/D4) district-contest precinct rows (geo/precinct_to_district.csv; no overlap between districts). Districts only — the 2 at-large seats + Mayor are city-wide and have no precinct->district composition. (WVC067 has a GIS polygon but no district-race votes -> unmapped sliver, honest gap.)"
