city,district_id,plan_id,effective_start,effective_end,geometry_ref,adopted_by,source_url,confidence,note
west_valley,District 1,plan_2022,2022-03-15,,geo/precincts.geojson + geo/precinct_to_district.csv,Ordinance 22-10,"meeting_minutes/minutes/2022/2022-03-14/2022-03-15_council-regular-meeting.md (Ordinance 22-10, amending Municipal Code Title 2 Ch. 3 West Valley City Council District Boundaries, Option 1, passed 7-0)",high,"CURRENT post-2020-census boundaries. Ordinance 22-10 ('amend Title 2, Chapter 3 of the West Valley City Municipal Code, making adjustments in the West Valley City Council District Boundaries') adopted 2022-03-15 on a 7-0 UNANIMOUS roll call (motion Harmon 'Option 1' / second Huynh; all six councilmembers + Mayor Lang Yes), built on 2020 Census data (each district within 1% of ideal population). WVC has NO council-district polygon on disk (the gisportal.wvc-ut.gov FeatureServer was not acquired); the authoritative geometry is the SLCo precinct layer geo/precincts.geojson aggregated by district via geo/precinct_to_district.csv (derived from the 2023 + 2025 district-contest precincts). First used for the 2023 (D1/D3) and 2025 (D2/D4) district elections."
west_valley,District 1,plan_pre2022,2020-01-01,2022-03-15,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city west_valley_city_council --years 2019,2021) by dissolving the current-vintage SLCo precinct shapes (geo/precincts.geojson) by the pre-2022 precinct->district assignment read from the 2019 (D1/D3) + 2021 (D2/D4) district-contest precinct rows — the same derivation used for the CURRENT plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE (medium): the OLD assignment applied over CURRENT precinct shapes — faithful where the county moved only district lines along stable precincts, approximate where precincts were reshaped in 2022. 64/74 old WVC precinct codes carry current geometry; 10 renumbered/retired codes are HONEST edge holes (WVC068/070/071/072/073/074/076/077/078/079 — mostly the D2 SW-corner, 6 of D2's 20). 1 conflict: WVC038 appears under 2019 D1 and 2021 D2 -> resolved to D2 (latest). In force for the 2019/2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes; not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): West Valley publishes NO combined council-district GIS layer (its AGOL org VuwCBhloG26S6mpc carries only a City Boundary; the SLCo-hosted West_Valley_City_Council_District_1/District_3/At_Large services are the CURRENT plan only). No authoritative PRIOR layer exists to validate against. A fragmentation control PROVES precinct renumbering beyond the known holes: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-2-piece districts, but this pre-2022 dissolve yields up to 8-piece fragments (D2=8) -> old WVC codes were renumbered between the SOVC vintage and the current UGRC shapes (the millcreek defect). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md. (Also corrects the earlier note that said the pre-2022 map was 'NOT reconstructable' — a partial dissolve exists but is renumbering-corrupted, hence low.)"
west_valley,District 2,plan_2022,2022-03-15,,geo/precincts.geojson + geo/precinct_to_district.csv,Ordinance 22-10,"meeting_minutes/minutes/2022/2022-03-14/2022-03-15_council-regular-meeting.md (Ordinance 22-10, amending Municipal Code Title 2 Ch. 3 West Valley City Council District Boundaries, Option 1, passed 7-0)",high,"CURRENT post-2020-census boundaries. Ordinance 22-10 ('amend Title 2, Chapter 3 of the West Valley City Municipal Code, making adjustments in the West Valley City Council District Boundaries') adopted 2022-03-15 on a 7-0 UNANIMOUS roll call (motion Harmon 'Option 1' / second Huynh; all six councilmembers + Mayor Lang Yes), built on 2020 Census data (each district within 1% of ideal population). WVC has NO council-district polygon on disk (the gisportal.wvc-ut.gov FeatureServer was not acquired); the authoritative geometry is the SLCo precinct layer geo/precincts.geojson aggregated by district via geo/precinct_to_district.csv (derived from the 2023 + 2025 district-contest precincts). First used for the 2023 (D1/D3) and 2025 (D2/D4) district elections."
west_valley,District 2,plan_pre2022,2020-01-01,2022-03-15,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city west_valley_city_council --years 2019,2021) by dissolving the current-vintage SLCo precinct shapes (geo/precincts.geojson) by the pre-2022 precinct->district assignment read from the 2019 (D1/D3) + 2021 (D2/D4) district-contest precinct rows — the same derivation used for the CURRENT plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE (medium): the OLD assignment applied over CURRENT precinct shapes — faithful where the county moved only district lines along stable precincts, approximate where precincts were reshaped in 2022. 64/74 old WVC precinct codes carry current geometry; 10 renumbered/retired codes are HONEST edge holes (WVC068/070/071/072/073/074/076/077/078/079 — mostly the D2 SW-corner, 6 of D2's 20). 1 conflict: WVC038 appears under 2019 D1 and 2021 D2 -> resolved to D2 (latest). In force for the 2019/2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes; not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): West Valley publishes NO combined council-district GIS layer (its AGOL org VuwCBhloG26S6mpc carries only a City Boundary; the SLCo-hosted West_Valley_City_Council_District_1/District_3/At_Large services are the CURRENT plan only). No authoritative PRIOR layer exists to validate against. A fragmentation control PROVES precinct renumbering beyond the known holes: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-2-piece districts, but this pre-2022 dissolve yields up to 8-piece fragments (D2=8) -> old WVC codes were renumbered between the SOVC vintage and the current UGRC shapes (the millcreek defect). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md. (Also corrects the earlier note that said the pre-2022 map was 'NOT reconstructable' — a partial dissolve exists but is renumbering-corrupted, hence low.)"
west_valley,District 3,plan_2022,2022-03-15,,geo/precincts.geojson + geo/precinct_to_district.csv,Ordinance 22-10,"meeting_minutes/minutes/2022/2022-03-14/2022-03-15_council-regular-meeting.md (Ordinance 22-10, amending Municipal Code Title 2 Ch. 3 West Valley City Council District Boundaries, Option 1, passed 7-0)",high,"CURRENT post-2020-census boundaries. Ordinance 22-10 ('amend Title 2, Chapter 3 of the West Valley City Municipal Code, making adjustments in the West Valley City Council District Boundaries') adopted 2022-03-15 on a 7-0 UNANIMOUS roll call (motion Harmon 'Option 1' / second Huynh; all six councilmembers + Mayor Lang Yes), built on 2020 Census data (each district within 1% of ideal population). WVC has NO council-district polygon on disk (the gisportal.wvc-ut.gov FeatureServer was not acquired); the authoritative geometry is the SLCo precinct layer geo/precincts.geojson aggregated by district via geo/precinct_to_district.csv (derived from the 2023 + 2025 district-contest precincts). First used for the 2023 (D1/D3) and 2025 (D2/D4) district elections."
west_valley,District 3,plan_pre2022,2020-01-01,2022-03-15,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city west_valley_city_council --years 2019,2021) by dissolving the current-vintage SLCo precinct shapes (geo/precincts.geojson) by the pre-2022 precinct->district assignment read from the 2019 (D1/D3) + 2021 (D2/D4) district-contest precinct rows — the same derivation used for the CURRENT plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE (medium): the OLD assignment applied over CURRENT precinct shapes — faithful where the county moved only district lines along stable precincts, approximate where precincts were reshaped in 2022. 64/74 old WVC precinct codes carry current geometry; 10 renumbered/retired codes are HONEST edge holes (WVC068/070/071/072/073/074/076/077/078/079 — mostly the D2 SW-corner, 6 of D2's 20). 1 conflict: WVC038 appears under 2019 D1 and 2021 D2 -> resolved to D2 (latest). In force for the 2019/2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes; not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): West Valley publishes NO combined council-district GIS layer (its AGOL org VuwCBhloG26S6mpc carries only a City Boundary; the SLCo-hosted West_Valley_City_Council_District_1/District_3/At_Large services are the CURRENT plan only). No authoritative PRIOR layer exists to validate against. A fragmentation control PROVES precinct renumbering beyond the known holes: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-2-piece districts, but this pre-2022 dissolve yields up to 8-piece fragments (D2=8) -> old WVC codes were renumbered between the SOVC vintage and the current UGRC shapes (the millcreek defect). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md. (Also corrects the earlier note that said the pre-2022 map was 'NOT reconstructable' — a partial dissolve exists but is renumbering-corrupted, hence low.)"
west_valley,District 4,plan_2022,2022-03-15,,geo/precincts.geojson + geo/precinct_to_district.csv,Ordinance 22-10,"meeting_minutes/minutes/2022/2022-03-14/2022-03-15_council-regular-meeting.md (Ordinance 22-10, amending Municipal Code Title 2 Ch. 3 West Valley City Council District Boundaries, Option 1, passed 7-0)",high,"CURRENT post-2020-census boundaries. Ordinance 22-10 ('amend Title 2, Chapter 3 of the West Valley City Municipal Code, making adjustments in the West Valley City Council District Boundaries') adopted 2022-03-15 on a 7-0 UNANIMOUS roll call (motion Harmon 'Option 1' / second Huynh; all six councilmembers + Mayor Lang Yes), built on 2020 Census data (each district within 1% of ideal population). WVC has NO council-district polygon on disk (the gisportal.wvc-ut.gov FeatureServer was not acquired); the authoritative geometry is the SLCo precinct layer geo/precincts.geojson aggregated by district via geo/precinct_to_district.csv (derived from the 2023 + 2025 district-contest precincts). First used for the 2023 (D1/D3) and 2025 (D2/D4) district elections."
west_valley,District 4,plan_pre2022,2020-01-01,2022-03-15,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city west_valley_city_council --years 2019,2021) by dissolving the current-vintage SLCo precinct shapes (geo/precincts.geojson) by the pre-2022 precinct->district assignment read from the 2019 (D1/D3) + 2021 (D2/D4) district-contest precinct rows — the same derivation used for the CURRENT plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE (medium): the OLD assignment applied over CURRENT precinct shapes — faithful where the county moved only district lines along stable precincts, approximate where precincts were reshaped in 2022. 64/74 old WVC precinct codes carry current geometry; 10 renumbered/retired codes are HONEST edge holes (WVC068/070/071/072/073/074/076/077/078/079 — mostly the D2 SW-corner, 6 of D2's 20). 1 conflict: WVC038 appears under 2019 D1 and 2021 D2 -> resolved to D2 (latest). In force for the 2019/2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes; not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): West Valley publishes NO combined council-district GIS layer (its AGOL org VuwCBhloG26S6mpc carries only a City Boundary; the SLCo-hosted West_Valley_City_Council_District_1/District_3/At_Large services are the CURRENT plan only). No authoritative PRIOR layer exists to validate against. A fragmentation control PROVES precinct renumbering beyond the known holes: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-2-piece districts, but this pre-2022 dissolve yields up to 8-piece fragments (D2=8) -> old WVC codes were renumbered between the SOVC vintage and the current UGRC shapes (the millcreek defect). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md. (Also corrects the earlier note that said the pre-2022 map was 'NOT reconstructable' — a partial dissolve exists but is renumbering-corrupted, hence low.)"
west_valley,At-Large,citywide,2020-01-01,,geo/precincts.geojson + geo/precinct_to_district.csv,West Valley City (city-wide seats),"meeting_minutes/minutes/2022/2022-03-14/2022-03-15_council-regular-meeting.md (Ordinance 22-10, amending Municipal Code Title 2 Ch. 3 West Valley City Council District Boundaries, Option 1, passed 7-0)",high,"the two at-large councilmembers (AL1 Christensen, AL2 Nordfelt): represent(s) the ENTIRE city on every date, unchanged by the 2022 redistricting. West Valley's TWO at-large council seats + the Mayor are city-wide (only the 4 numbered districts are geographic). geometry_ref = full city extent. Unlike West Jordan / South Jordan, the WVC Mayor VOTES on council legislation."
west_valley,MAYOR,citywide,2020-01-01,,geo/precincts.geojson + geo/precinct_to_district.csv,West Valley City (city-wide seats),"meeting_minutes/minutes/2022/2022-03-14/2022-03-15_council-regular-meeting.md (Ordinance 22-10, amending Municipal Code Title 2 Ch. 3 West Valley City Council District Boundaries, Option 1, passed 7-0)",high,"the separately-elected Mayor (Bigelow -> Lang) — who DOES vote on council motions: represent(s) the ENTIRE city on every date, unchanged by the 2022 redistricting. West Valley's TWO at-large council seats + the Mayor are city-wide (only the 4 numbered districts are geographic). geometry_ref = full city extent. Unlike West Jordan / South Jordan, the WVC Mayor VOTES on council legislation."
