city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
west_valley,Council,D1,District 1,Tom Huynh,tom_huynh,2020-01-07,2024-01-02,elected,reelected,2019,2020-01-07,2023-12-05,"election:2019 (District 1 winner, def. Christiana Tavo 65.64%); minutes:present 2020-01-07 (first documented 2020 council meeting); votes:2020-01-07.. (cities.db, D1)",high,Elected D1 2019 (last D1 term on the OLD plan_pre2022 lines). Re-elected 2023 -> continuous.
west_valley,Council,D1,District 1,Tom Huynh,tom_huynh,2024-01-02,,reelected,serving,2023,2024-01-02,2026-06-23,"election:2023 (District 1 winner, def. Marni Lefevre 54.52%); minutes:2024-01-02 (present, first documented 2024 council meeting); votes:continuous through 2026-05-26 (cities.db, D1)",high,Re-elected D1 2023 (first D1 term on the plan_2022 lines; seated 2024-01-02). Currently serving.
west_valley,Council,D2,District 2,Steve Buhler,steve_buhler,2020-01-07,2022-01-04,in-office,ran-for-mayor,,2020-01-07,2021-12-14,"minutes:present 2020-01-07 (first documented 2020 council meeting, as Councilmember District 2); votes:2020-01-07..2021-12-14 (cities.db, D2); election:2021 (LOST the Mayor race to Karen Lang, 41.46%)",medium,"2017-CYCLE HOLDOVER at the 2020 data floor: his D2 seating election predates the 2019 election-data floor and is NOT in the loaded data -> medium (service vote-documented from 2020-01-07; term origin below the floor, no fabricated seating date/election). Ran for MAYOR in 2021 and lost -> left the D2 seat Jan 2022 (Harmon won D2). Clean cycle-boundary handoff (no vacancy)."
west_valley,Council,D2,District 2,Scott Harmon,scott_harmon,2022-01-04,2026-01-13,elected,reelected,2021,2022-01-04,2025-12-09,"election:2021 (District 2 winner, as 'Scott Harmon', def. Chris Bell 59.39%); minutes:present 2022-01-04 (first documented 2022 council meeting); votes:2022-01-04.. (cities.db, D2)",high,Elected D2 2021 (last D2 term on the OLD plan_pre2022 lines; seated 2022-01-04). Re-elected 2025.
west_valley,Council,D2,District 2,Scott Harmon,scott_harmon,2026-01-13,,reelected,serving,2025,2026-01-13,2026-06-23,"election:2025 (District 2 winner, as 'Scott L. Harmon', def. Danny George Jr 61.53%); minutes:2026-01-13 (present, first documented 2026 council meeting); votes:continuous through 2026-05-26",high,Re-elected D2 2025 (first D2 term on the plan_2022 lines; seated 2026-01-13). Ballot name 'Scott L. Harmon' (2025) vs 'Scott Harmon' (2021) — same person. Currently serving.
west_valley,Council,D3,District 3,Karen Lang,karen_lang,2020-01-07,2022-01-04,elected,became-mayor,2019,2020-01-07,2021-12-14,"election:2019 (District 3 winner, def. Kaletta L. Lynch 70.32%); minutes:present 2020-01-07; votes:2020-01-07..2021-12-14 (cities.db, D3 — clamped to this tenure's [2020-01-07, 2022-01-04) window; her later MAYOR seat carries its own mayor-era bounds)",high,"Elected D3 2019. LEFT D3 MID-TERM to become MAYOR (won the 2021 Mayor race; took office 2022-01-04) -> explicit VACANT interval D3 [2022-01-04, 2022-01-18) until Whetstone's appointment. ONE PERSON, TWO BODIES: first_vote/last_vote are clamped to THIS D3 tenure's own window (2020-01-07..2021-12-14); her later MAYOR rows carry their own mayor-era bounds, so there is no cross-body smear. The authoritative interval is this D3 tenure's start/end."
west_valley,Council,D3,District 3,VACANT,vacant,2022-01-04,2022-01-18,vacated,filled,,,,minutes:2022-01-18 ('a midterm vacancy has occurred in District 3 with the election of Karen Lang as Mayor ... the office of Councilmember District 3 unfilled with a remaining term of two years'); Lang presides as MAYOR from 2022-01-04 (first documented 2022 meeting),high,Explicit VACANT interval: seat empty between the predecessor's documented departure and the successor's seating (no two people hold one seat at once).
west_valley,Council,D3,District 3,William Whetstone,william_whetstone,2022-01-18,2024-01-02,appointed,succeeded-by-elected,,2022-01-25,2023-12-05,"minutes:2022-01-18 Regular ('RESOLUTION 22-11, APPOINT WILLIAM WHETSTONE AS COUNCILMEMBER FOR DISTRICT 3 ... TO SERVE UNTIL THE JANUARY FOLLOWING THE NEXT GENERAL ELECTION'; passed 6-0; he acts as councilmember by the meeting's adjournment); votes:2022-01-25.. (cities.db, D3)",high,APPOINTED to the D3 vacancy 2022-01-18 by Resolution 22-11 to fill the ~2 years remaining on Lang's term. He then WON D3 outright at the 2023 general and was seated 2024-01-02 (next row) -> this appointed tenure ends when the elected term begins.
west_valley,Council,D3,District 3,William Whetstone,william_whetstone,2024-01-02,,elected,serving,2023,2024-01-02,2026-06-23,"election:2023 (District 3 winner, as 'Will Whetstone', def. Heidi Roggenbuck 56.57%); minutes:2024-01-02 (present, first documented 2024 council meeting); votes:continuous through 2026-05-26",high,"Elected D3 2023 (first D3 term on the plan_2022 lines; seated 2024-01-02, following his ~2-year appointed interim). Ballot name 'Will Whetstone' vs roster 'William Whetstone' — same person. Serving. (Whetstone did not file any campaign-finance disclosures — a documented gap in campaign_finance/.)"
west_valley,Council,D4,District 4,Jake Fitisemanu,jake_fitisemanu,2020-01-07,2022-01-04,in-office,reelected,,2020-01-07,2021-12-14,"minutes:present 2020-01-07 (first documented 2020 council meeting, as Councilmember District 4); votes:2020-01-07.. (cities.db, D4)",medium,"2017-CYCLE HOLDOVER at the 2020 data floor: his D4 seating election predates the 2019 election-data floor -> medium (service vote-documented from 2020-01-07; term origin below the floor). Won D4 again in 2021 (continuous service, next row). first_vote/last_vote are clamped to THIS tenure's [2020-01-07, 2022-01-04) window (2020-01-07..2021-12-14); his re-elected D4 term carries its own bounds."
