date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,source,stored_locally,text_path
2025-01-06,Millcreek City Council - Millcreek City - 2025-01-06,CityCouncil,https://www.youtube.com/watch?v=Yzr937kKQdw,Yzr937kKQdw,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub en-orig (ASR); vtt cleaned to md,raw/2025-01-06_council_Yzr937kKQdw.en-orig.vtt,youtube:@UtahRecord,yes,text/2025-01-06_council_Yzr937kKQdw.md
2025-01-13,Millcreek City Council - Millcreek City - 2025-01-13,CityCouncil,https://www.youtube.com/watch?v=UvFV3EMPlIo,UvFV3EMPlIo,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-01-15,Millcreek Planning Commission - Millcreek City - 2025-01-15,PlanningCommission,https://www.youtube.com/watch?v=DAGAkdNeMfs,DAGAkdNeMfs,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub en-orig (ASR); vtt cleaned to md,raw/2025-01-15_pc_DAGAkdNeMfs.en-orig.vtt,youtube:@UtahRecord,yes,text/2025-01-15_pc_DAGAkdNeMfs.md
2025-01-27,Millcreek City Council - Millcreek City - 2025-01-27,CityCouncil,https://www.youtube.com/watch?v=rckZvuq1Tlg,rckZvuq1Tlg,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-02-03,Millcreek City Council - Millcreek City - 2025-02-03,CityCouncil,https://www.youtube.com/watch?v=_0GhvIhBEjo,_0GhvIhBEjo,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-02-10,Millcreek City Council - Millcreek City - 2025-02-10,CityCouncil,https://www.youtube.com/watch?v=I6lwQjW2sOo,I6lwQjW2sOo,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-02-13,Millcreek Planning Commission - Millcreek City - 2025-02-13,PlanningCommission,https://www.youtube.com/watch?v=0DrrqEAQKXY,0DrrqEAQKXY,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-02-19,Millcreek Planning Commission - Millcreek City - 2025-02-19,PlanningCommission,https://www.youtube.com/watch?v=KFhF6wMA57k,KFhF6wMA57k,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-02-24,Millcreek City Council - Millcreek City - 2025-02-24,CityCouncil,https://www.youtube.com/watch?v=_ZAWuDYG0B0,_ZAWuDYG0B0,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-02-26,Millcreek Planning Commission - Millcreek City - 2025-02-26,PlanningCommission,https://www.youtube.com/watch?v=R3j-2JnAIp0,R3j-2JnAIp0,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-03-03,Millcreek City Council - Millcreek City - 2025-03-03,CityCouncil,https://www.youtube.com/watch?v=q7_mGTOsjeo,q7_mGTOsjeo,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-03-13,Millcreek Planning Commission - Millcreek City - 2025-03-13,PlanningCommission,https://www.youtube.com/watch?v=T0dVDOTR4lM,T0dVDOTR4lM,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
2025-03-19,Millcreek Planning Commission - Millcreek City - 2025-03-19,PlanningCommission,https://www.youtube.com/watch?v=Nv93KlIhl0c,Nv93KlIhl0c,asr,https://www.youtube.com/playlist?list=PL6IaTceX1fg-0pvUGP_x4hs-qhgd23d6-,2026-07-06,caption,yt-dlp auto-sub (ASR); not retrieved (sample-only policy),,youtube:@UtahRecord,no,
