year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2017,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,JOE SMOLKA,338,False
2017,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,GARY BOWEN,320,False
2019,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,JENNIFER HAWKES,300,False
2019,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,DAVID PAUL BREMS,271,False
2019,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,CATHERINE HARRIS,241,False
2019,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,TYLER TIPPETTS,193,False
2023,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,CATHERINE M HARRIS,298,False
2023,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,JENNIFER HAWKES,277,False
2023,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,DAVID PAUL BREMS,277,False
2023,municipal general,Council,At-Large,Emigration Canyon Metro Township Council At-Large,EMG001,TYLER TIPPETTS,164,False
2025,municipal general,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,ROBERTO PINON,324,False
2025,municipal general,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,JACOB STEED,201,False
2025,municipal general,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,Unresolved Write-In,0,False
2025,municipal primary,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,ROBERTO PINON,197,False
2025,municipal primary,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,JACOB STEED,116,False
2025,municipal primary,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,ZACHARY POSNER,53,False
2025,municipal primary,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,DILLON WHEELOCK,14,False
2025,municipal primary,Council,At-Large,City of Emigration Canyon Council At-Large,EMG001,Unresolved Write-In,0,False
