candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Dale E. Goodman,Council,,2015,2015-10-29,interim,2013-10-07,Personal Ink & Paper Supplies,Personal Ink & Paper Supplies,,45.00,False,True,raw/2015/2015_V291_Dale-E-Goodman-Financial-Report-PDF.pdf,9349d268,v1,medium,utah_standard_form/vision,0
G. Tyce Flake,Council,,2015,2015-08-15,interim,2015-06-15,Vaople Design,Vaople Design,,150.00,False,True,raw/2015/2015_V250_G-Tyce-Flake-Primary-Financial-Disclosure-Report-PDF.pdf,e5afce8b,v1,low,utah_standard_form/vision,1
G. Tyce Flake,Council,,2015,2015-08-15,interim,2015-06-15,Discount Yard Signs,Discount Yard Signs,,187.00,False,True,raw/2015/2015_V250_G-Tyce-Flake-Primary-Financial-Disclosure-Report-PDF.pdf,e5afce8b,v2,low,utah_standard_form/vision,1
G. Tyce Flake,Council,,2015,2015-08-15,interim,2015-06-17,Utah County Records,Utah County Records,,18.00,False,True,raw/2015/2015_V250_G-Tyce-Flake-Primary-Financial-Disclosure-Report-PDF.pdf,e5afce8b,v3,low,utah_standard_form/vision,1
G. Tyce Flake,Council,,2015,2015-08-15,interim,2015-06-17,Staples,Staples,,5.66,False,True,raw/2015/2015_V250_G-Tyce-Flake-Primary-Financial-Disclosure-Report-PDF.pdf,e5afce8b,v4,low,utah_standard_form/vision,1
G. Tyce Flake,Council,,2015,2015-08-15,interim,2015-06-25,Intelligent Elections,Intelligent Elections,,70.00,False,True,raw/2015/2015_V250_G-Tyce-Flake-Primary-Financial-Disclosure-Report-PDF.pdf,e5afce8b,v5,low,utah_standard_form/vision,1
G. Tyce Flake,Council,,2015,2015-08-15,interim,2015-06-25,Money Order/UCCU,Money Order/UCCU,,1.00,False,True,raw/2015/2015_V250_G-Tyce-Flake-Primary-Financial-Disclosure-Report-PDF.pdf,e5afce8b,v6,low,utah_standard_form/vision,1
Simpson,Council,,2015,2015-10-29,interim,2013-10-16,Carol's Copy,Carol's Copy,,33.12,False,True,raw/2015/2015_V277_simpson-financial-report2-PDF.pdf,05ebd060,v1,medium,utah_standard_form/vision,0
Simpson,Council,,2015,2015-10-29,interim,2013-10-25,Fast Signs of Provo,Fast Signs of Provo,,121.95,False,True,raw/2015/2015_V277_simpson-financial-report2-PDF.pdf,05ebd060,v2,medium,utah_standard_form/vision,0
Simpson,Council,,2015,2015-10-29,interim,2013-10-25,Fast Signs of Provo,Fast Signs of Provo,,121.95,False,True,raw/2015/2015_V278_simpson-financial-report-PDF.pdf,cfe047a3,v1,medium,utah_standard_form/vision,0
Simpson,Council,,2015,2015-10-29,interim,2013-10-16,Carol's Copy Center,Carol's Copy Center,,33.12,False,True,raw/2015/2015_V278_simpson-financial-report-PDF.pdf,cfe047a3,v2,medium,utah_standard_form/vision,0
Chris Judd,Council,,2017,2017-10-29,interim,2017-05-30,Chris Judd,Chris Judd,State of Utah DBA Filing - Campaign to Elect Chris Judd,22.00,False,True,raw/2017/2017_V1006_Judd-Chris-General-Financial-Disclosure-Statement.pdf,80a159f8,v1,medium,utah_standard_form/vision,0
Chris Judd,Council,,2017,2017-10-29,interim,2017-06-19,Chris Judd,Chris Judd,Wix.com - Website Domain - Campaign to Elect Chris Judd,84.00,False,True,raw/2017/2017_V1006_Judd-Chris-General-Financial-Disclosure-Statement.pdf,80a159f8,v2,medium,utah_standard_form/vision,0
Chris Judd,Council,,2017,2017-10-29,interim,2017-06-22,Chris Judd,Chris Judd,VistaPrint.com - Signs/Banners/Door Hangers - Campaign to Elect Chris Judd,1234.84,False,True,raw/2017/2017_V1006_Judd-Chris-General-Financial-Disclosure-Statement.pdf,80a159f8,v3,medium,utah_standard_form/vision,0
Chris Judd,Council,,2017,2017-10-29,interim,2017-10-04,Chris Judd,Chris Judd,VistaPrint.com - Mailer - Campaign to Elect Chris Judd,374.62,False,True,raw/2017/2017_V1006_Judd-Chris-General-Financial-Disclosure-Statement.pdf,80a159f8,v4,medium,utah_standard_form/vision,0
Chris Judd,Council,,2017,2017-10-29,interim,2017-10-10,First Choice Direct,First Choice Direct,Mailer - Campaign to Elect Chris Judd,608.98,False,True,raw/2017/2017_V1006_Judd-Chris-General-Financial-Disclosure-Statement.pdf,80a159f8,v5,medium,utah_standard_form/vision,0
