stem,bytes,chars,status
2020-01-09_PlanningCommission_clip98_agenda,70659,2540,extracted
2020-01-09_PlanningCommission_item1422_att1352,1608503,13346,extracted
2020-01-09_PlanningCommission_item1439_att1355,129989,15061,extracted
2020-01-14_Council_clip90_agenda,7525977,117549,extracted
2020-01-21_Council_clip101_agenda,129572,4068,extracted
2020-01-21_Council_item1466_att1378,1771869,27731,extracted
2020-01-21_Council_item1466_att1379,175242,14241,extracted
2020-01-21_Council_item1467_att1380,319976,3259,extracted
2020-01-21_Council_item1467_att1381,354615,4014,extracted
2020-01-21_Council_item1467_att1382,1002535,16773,extracted
2020-01-21_Council_item1469_att1383,138835,2797,extracted
2020-01-21_Council_item1472_att1384,14715,3748,extracted
2020-01-23_PlanningCommission_clip97_agenda,63801,1858,extracted
2020-02-11_Council_clip109_agenda,164320,4069,extracted
2020-02-11_Council_item1305_att1404,610438,62157,extracted
2020-02-11_Council_item1483_att1391,9153,1253,extracted
2020-02-11_Council_item1518_att1393,966612,0,image_only
2020-02-11_Council_item1519_att1394,112950,54328,extracted
2020-02-11_Council_item1519_att1395,101179,53675,extracted
2020-02-11_Council_item1520_att1407,16993,2238,extracted
2020-02-11_Council_item1523_att1401,605896,5378,extracted
2020-02-11_Council_item1524_att1402,116435,4187,extracted
2020-02-13_PlanningCommission_clip91_agenda,70600,2518,extracted
2020-02-13_PlanningCommission_item1517_att1392,199256,17912,extracted
2020-02-13_PlanningCommission_item1517_att1405,39455,6131,extracted
2020-02-13_PlanningCommission_item1517_att1406,418542,8586,extracted
2020-02-13_PlanningCommission_item1522_att1399,622696,6521,extracted
2020-02-18_Council_clip112_agenda,73752,4804,extracted
2020-02-18_Council_item1528_att1418,70798,3879,extracted
2020-02-18_Council_item1538_att1412,2175205,2244,extracted
2020-02-18_Council_item1538_att1413,2153116,2727,extracted
2020-02-18_Council_item1538_att1422,399411,0,image_only
2020-02-18_Council_item1540_att1421,92155,7781,extracted
2020-02-18_Council_item1541_att1416,812753,5740,extracted
2020-02-18_Council_item1542_att1426,17546,2585,extracted
2020-02-18_Council_item1548_att1420,15726,1976,extracted
2020-02-18_Council_item1557_att1424,1383528,9237,extracted
2020-02-18_Council_item1557_att1425,448057,75342,extracted
2020-02-27_PlanningCommission_clip177_agenda,75010,4797,extracted
2020-02-27_PlanningCommission_item1560_att1432,1376093,40434,extracted
2020-02-27_PlanningCommission_item1571_att1435,1647664,75761,extracted
2020-02-27_PlanningCommission_item1572_att1434,1226216,14419,extracted
2020-02-27_PlanningCommission_item1573_att1433,794335,12061,extracted
2020-03-10_Council_clip114_agenda,76650,4422,extracted
2020-03-10_Council_item1592_att1438,622696,6521,extracted
2020-03-10_Council_item1592_att1460,341845,3189,extracted
2020-03-10_Council_item1595_att1440,319980,3265,extracted
2020-03-10_Council_item1595_att1441,950142,58288,extracted
2020-03-10_Council_item1595_att1442,1647664,75761,extracted
2020-03-10_Council_item1599_att1445,87367,42833,extracted
2020-03-10_Council_item1599_att1446,126961,73757,extracted
2020-03-10_Council_item1602_att1447,665200,0,image_only
2020-03-10_Council_item1602_att1448,12881,2668,extracted
2020-03-10_Council_item1603_att1450,83507,26893,extracted
2020-03-10_Council_item1603_att1451,195874,21559,extracted
2020-03-10_Council_item1603_att1454,3335991,0,image_only
2020-03-10_Council_item1603_att1455,1987258,0,image_only
2020-03-10_Council_item1603_att1457,3563820,0,image_only
2020-03-10_Council_item1605_att1464,41668,8559,extracted
2020-03-19_Council_clip115_agenda,130874,4138,extracted
2020-03-19_Council_item1635_att1480,14719,1999,extracted
2020-03-19_Council_item1636_att1481,12450,1630,extracted
2020-03-19_Council_item1637_att1489,82592,38351,extracted
2020-03-19_Council_item1641_att1482,171221,10289,extracted
2020-03-19_Council_item1657_att1487,13852,3926,extracted
2020-03-19_Council_item1658_att1483,319980,3265,extracted
2020-03-19_Council_item1658_att1484,960388,60624,extracted
2020-03-19_Council_item1658_att1485,1647664,75761,extracted
2020-03-19_Council_item1659_att1486,71284,2109,extracted
2020-04-02_PlanningCommission_clip67_agenda,79962,6416,extracted
2020-04-02_PlanningCommission_item1589_att1493,2735149,10220,extracted
2020-04-02_PlanningCommission_item1590_att1491,2569125,20016,extracted
2020-04-02_PlanningCommission_item1606_att1468,140697,7569,extracted
2020-04-02_PlanningCommission_item1673_att1498,1837341,9109,extracted
